Reference	ID	Tags	Quote	Occurrence	Question	Response
7:1	c6fa			0	Why did Yahweh’s anger burn against the sons of Israel after Jericho?	Yahweh’s anger burned against the sons of Israel because Achan, from the tribe of Judah, took some of the devoted things.
7:3	nn2l			0	What did the spies who went to Ai report back to Joshua about its people?	The spies reported to Joshua not to make all the people go up, but that about 2,000 or 3,000 men should strike Ai, because its people were few.
7:5	tkib			0	What happened when about 3,000 men from Israel attacked Ai?	The men of Ai struck down about 36 of the Israelite men, pursued them from the gate to the quarries, and struck them on the descent.
7:6	dzxu			0	What did Joshua and the elders of Israel do until evening after the defeat at Ai?	Joshua tore his garments and fell on his face to the earth before the Box of Yahweh until evening, he and the elders of Israel; and they put dust on their heads.
7:11	fdz6			0	What did Yahweh tell Joshua was the reason Israel was defeated at Ai and could not stand before their enemies?	Yahweh told Joshua that Israel had sinned by transgressing his covenant, taking from the devoted things, stealing, deceiving, and putting it among their own things.
7:13	kkef			0	What did Yahweh tell Joshua to do to prepare the people for the next day?	Yahweh told Joshua to arise, consecrate the people, and tell them to consecrate themselves for the next day because there was a devoted thing in their midst.
7:15	n4u0			0	What did Yahweh say would happen to the one caught with the devoted thing?	Yahweh said that the one caught with the devoted thing, he and all that belonged to him, would be burned with fire, because he transgressed Yahweh’s covenant and did a disgraceful thing in Israel.
7:21	hyf3			0	What items did Achan confess to Joshua that he had taken from the spoil?	Achan confessed he had taken a good coat from Shinar, 200 shekels of silver, and a wedge of gold weighing 50 shekels.
7:21	gepd			0	Where did Achan tell Joshua he had hidden the things he had taken?	Achan told Joshua he had hidden them in the earth in the middle of his tent, with the silver underneath.
7:24	eh9a			0	Where did Joshua and all Israel take Achan, his family, his possessions, and the stolen items?	Joshua and all Israel took Achan and all that he had to the Valley of Achor.
7:26	uavi			0	What happened to Yahweh’s burning anger after Achan and his household were stoned and burned?	After Achan was dealt with, Yahweh turned from his burning anger.
8:1-2	krzn			0	What instructions did Yahweh give Joshua for attacking Ai, including what to do with its spoil?	Yahweh told Joshua not to fear, to take all the men of war, go up to Ai, set an ambush behind the city, and do to Ai and its king as he did to Jericho, but they could take its spoil and livestock for themselves.
8:2	ml6z			0	What were the people of Israel allowed to do with the spoil and livestock from Ai, unlike Jericho?	Yahweh told the people they could plunder the spoil and livestock of Ai for themselves.
8:3	eu01			0	How many warriors did Joshua choose and send by night for the ambush of Ai?	Joshua chose 30,000 men, warriors of valor, and sent them out by night.
8:5	kgcz			0	What was Joshua’s plan for his main forces when they approached Ai and the men of Ai came out?	Joshua planned that he and all the people with him would approach the city, and when the men of Ai came out to meet them as before, they would flee.
8:8	j4r1			0	What were Joshua’s men in ambush to do to the city once they captured it, according to Yahweh’s word?	When the men captured the city, they were to burn it with fire, according to the word of Yahweh.
8:15-17	akaz			0	What did all the people of Ai and Bethel do when Joshua and his army pretended to be beaten and fled toward the wilderness?	All the people in Ai were summoned to pursue Joshua’s army; they pursued Joshua, were drawn away from the city, and left the city open, as did the men of Bethel.
8:18	hcc9			0	What signal did Yahweh tell Joshua to give with his curved sword to initiate the ambush?	Yahweh told Joshua to stretch out the curved sword in his hand toward Ai, because he would give it into Joshua’s hand.
8:23	p7v3			0	Who did the men of Israel capture alive from Ai and bring to Joshua?	The men of Israel captured the king of Ai alive and brought him to Joshua.
8:26	rzkw			0	How long did Joshua keep his hand stretched out with the curved sword?	Joshua did not draw back his hand with which he stretched out the curved sword until he had devoted all the inhabitants of Ai.
8:27	ynx0			0	What did Israel plunder for themselves from Ai, according to Yahweh’s command to Joshua?	Israel plundered the livestock and the spoil of Ai for themselves, according to the word of Yahweh which he had commanded Joshua.
8:29	zzaf			0	What did Joshua do with the king of Ai after hanging him on a tree until evening?	As the sun was going down, Joshua commanded, and they took his corpse down from the tree, threw it at the entrance of the city gate, and raised over it a great pile of stones.
9:2	x4zx			0	What did the kings beyond the Jordan in the hill country, the lowlands, and the coast of the Great Sea do when they heard about Israel’s victories?	The kings gathered themselves together as one to fight against Joshua and against Israel.
9:3-4	ojcv			0	Which inhabitants acted with cunning when they heard what Joshua had done to Jericho and Ai?	The inhabitants of Gibeon acted with cunning when they heard what Joshua had done to Jericho and Ai.
9:4-5	y516			0	How did the Gibeonite envoys disguise themselves and their provisions to appear as if from a distant land?	They took worn-out sacks, worn-out and mended wine skins, wore worn-out and patched sandals and garments, and took dry, crumbly bread.
9:6	d6cz			0	What did the Gibeonites tell Joshua and the men of Israel they had come from when they arrived at Gilgal?	The Gibeonites told Joshua and the men of Israel that they had come from a distant land.
9:6	eiv4			0	What did the Gibeonites ask Joshua and the men of Israel to do?	The Gibeonites asked the men of Israel to make a covenant with them.
9:14	dwlk			0	What did the Israelite men fail to do before taking the Gibeonites’ provisions and making a covenant?	The Israelite men took some of their provisions but did not ask for the mouth (counsel) of Yahweh.
9:15	g7bh			0	What did Joshua do with the Gibeonites, and what did the leaders of the congregation do?	Joshua made peace with them and made a covenant with them to let them live, and the leaders of the congregation swore to them.
9:16	y3bp			0	What did the Israelites learn about the Gibeonites three days after making the covenant?	The Israelites learned that the Gibeonites were their neighbors and lived among them.
9:19	i1b2			0	Why did all the leaders say the Israelites could not attack the Gibeonites?	The leaders said they could not touch the Gibeonites because they had sworn to them by Yahweh, the God of Israel.
9:24	xh4i			0	What reason did the Gibeonites give Joshua for deceiving the Israelites?	The Gibeonites said they deceived the Israelites because it was declared to them that Yahweh had commanded Moses to give Israel all the land and destroy its inhabitants, and they were very afraid for their lives.
9:26-27	tsdv			0	What did Joshua decree concerning the Gibeonites, saving them from death but making them serve Israel?	Joshua delivered them from the hand of the sons of Israel so they did not kill them, but he made them cutters of wood and drawers of water for the congregation and for the altar of Yahweh.
10:2	rezg			0	Why did Adoni Zedek, king of Jerusalem, and his people fear greatly when they heard Gibeon made peace with Israel?	They feared greatly because Gibeon was a great city, like one of the royal cities, larger than Ai, and all its men were warriors.
10:4	xo1z			0	What did Adoni Zedek, king of Jerusalem, ask the kings of Hebron, Jarmuth, Lachish, and Eglon to do?	He asked them to come up to him and help him so they could strike Gibeon, because it had made peace with Joshua and Israel.
10:5	x0xc			0	What did the five Amorite kings (of Jerusalem, Hebron, Jarmuth, Lachish, and Eglon) and their armies do?	The five Amorite kings and all their camps gathered and went up; they camped against Gibeon and fought against it.
10:6	tq5k			0	What message did the men of Gibeon send to Joshua at the camp in Gilgal?	The men of Gibeon sent to Joshua, asking him not to withdraw his hand from them, but to come up quickly, save them, and help them, because all the Amorite kings from the hill country had gathered against them.
10:8	ougn			0	What did Yahweh say to Joshua regarding the five Amorite kings and their armies?	Yahweh told Joshua not to be afraid of them, because he had given them into Joshua’s hand, and not a man from them would stand before him.
10:11	txsd			0	How did Yahweh cause more of the fleeing Amorites to die than the Israelites killed with the sword?	As they fled, Yahweh threw great stones from the heavens on them as far as Azekah, and they died; more died from the hailstones than the sons of Israel killed with the sword.
10:12	pi2y			0	What did Joshua say in the sight of Israel on the day Yahweh gave the Amorites into their hands?	He said in the sight of Israel, “Sun, be still over Gibeon, and moon, over the Valley of Aijalon.”
10:16	r3zx			0	Where did the five Amorite kings flee and hide themselves?	The five kings fled and hid themselves in the cave at Makkedah.
10:20	e3in			0	What happened to most of the armies of the five Amorite kings?	Joshua and the sons of Israel finished striking them with a very great slaughter until they were finished, and the survivors entered the fortified cities.
10:26-27	d4yp			0	What did Joshua do with the five Amorite kings after bringing them out of the cave at Makkedah?	Joshua struck them, killed them, and hanged them on five trees until evening; then, at sunset, they were taken down, thrown into the cave where they had hidden, and great stones were placed over the cave’s mouth.
10:40	ejb8			0	What did Joshua do to all the land (hill country, Negev, lowland, slopes) and its kings?	Joshua struck all the land and all their kings; he left no survivor but devoted every breathing thing, as Yahweh, the God of Israel, had commanded.
10:42	e3n7			0	Why was Joshua able to capture all these kings and their land at one time?	Joshua was able to capture all these kings and their land at one time because Yahweh, the God of Israel, fought for Israel.
11:1	n9xb			0	What did Jabin, king of Hazor, do when he heard about Israel’s victories?	When Jabin, king of Hazor, heard, he sent to Jobab king of Madon, to the king of Shimron, to the king of Achshaph, and to other northern kings.
11:5	xbip			0	Where did all these northern kings and their many armies meet and camp to fight against Israel?	All these kings met together and came and camped together at the waters of Merom to fight with Israel.
11:6	p12d			0	What did Yahweh tell Joshua not to fear and what to do to their horses and chariots?	Yahweh told Joshua not to be afraid of them, for the next day he would give them all slain to Israel; Joshua was to hamstring their horses and burn their chariots with fire.
11:11	zvd1			0	What did Joshua’s army do to every person in Hazor and to the city itself?	They struck every person in Hazor with the edge of the sword, devoting them; not any breathing thing remained, and Joshua burned Hazor with fire.
11:12	nun0			0	What did Joshua do with all the cities of these northern kings and all their kings?	Joshua captured all the cities of these kings and all their kings, and he struck them with the edge of the sword, devoting them, just as Moses the servant of Yahweh had commanded.
11:15	pr7s			0	How completely did Joshua follow the commands Yahweh had given Moses, and Moses had given him?	Just as Yahweh had commanded Moses his servant, so Moses had commanded Joshua, and thus Joshua did; he did not turn aside a thing from all that Yahweh had commanded Moses.
11:19	b31q			0	Which city was the only one, apart from the Hivite dwellers of Gibeon, that made peace with the sons of Israel?	There was not a city that made peace with the sons of Israel except the Hivites, the dwellers of Gibeon; they captured all of them in battle.
12:1	dhyn			0	Which kings of the land on the east side of the Jordan did the sons of Israel strike and possess their land?	The sons of Israel struck Sihon king of the Amorites and Og king of Bashan and possessed their land on the east side of the Jordan.
12:6	glxt			0	Who had led the sons of Israel in defeating these kings on the east side of the Jordan, and to whom was their land given?	Moses, the servant of Yahweh, and the sons of Israel had struck them; and Moses gave their land as a possession to the Reubenites, the Gadites, and the half-tribe of Manasseh.
12:7	eavg			0	Who led the sons of Israel in defeating the kings on the west side of the Jordan, and to whom was their land given?	Joshua and the sons of Israel struck the kings on the west side of the Jordan, and Joshua gave their land to the tribes of Israel as a possession according to their divisions.
12:24	dx6v			0	How many kings in total did Joshua and the sons of Israel strike on the west side of the Jordan?	All the kings on the west side of the Jordan were 31.
13:1	k69i			0	What did Yahweh tell Joshua when Joshua was old and advanced in days?	Yahweh told Joshua that he had aged and come into days, and very much land still remained to be possessed.
13:6	f5qq			0	What did Yahweh say he himself would do to the inhabitants of the hill country from Lebanon to Misrephoth Maim, and what was Joshua to do with that land?	Yahweh said he himself would dispossess them from before the sons of Israel, and Joshua was to cause it to fall to Israel as an inheritance.
13:7	thiu			0	Among which tribes was Joshua to divide the remaining land as an inheritance?	Joshua was to divide the land as an inheritance to the nine tribes and the half-tribe of Manasseh.
13:8	c2qa			0	Which tribes had already received their inheritance from Moses on the east side of the Jordan?	With the other half of Manasseh, the Reubenites and the Gadites had taken their inheritance that Moses gave them on the other side of the Jordan eastward.
13:14	zozg			0	Which tribe did Moses not give an inheritance of land to?	Moses did not give an inheritance to the tribe of Levi.
13:14	vnwp			0	What was the inheritance of the tribe of Levi, since Moses did not give them land?	Their inheritance was the burnt offerings of Yahweh, the God of Israel, just as he spoke to them.
13:23	w0gg			0	What geographical feature formed the border of the inheritance of the sons of Reuben?	The Jordan River and its border formed the border of the inheritance of the sons of Reuben.
14:4	jetd			0	The sons of Joseph became which two tribes, who received land, while the Levites received cities?	The sons of Joseph became two tribes, Manasseh and Ephraim; and they gave no portion to the Levites in the land except cities to dwell in and pasturelands.
14:6-7	udx7			0	How old was Caleb when Moses sent him from Kadesh Barnea to spy out the land?	Caleb was 40 years old when Moses, the servant of Yahweh, sent him from Kadesh Barnea to spy on the land.
14:9	fh59			0	What did Moses swear on that day concerning the land Caleb’s foot had trodden?	Moses swore that the land on which Caleb’s foot had trodden would be an inheritance for Caleb and his sons forever, because he was full after Yahweh his God.
14:10	ifqn			0	How old was Caleb when he spoke to Joshua about his inheritance, 45 years after Yahweh spoke to Moses?	Caleb was 85 years old at that time.
14:12	xp2z			0	What specific hill country did Caleb ask Joshua to give him, which Yahweh had spoken of, where Anakites and fortified cities were?	Caleb asked Joshua to give him the hill country that Yahweh spoke of on that day, where the Anakites were with great fortified cities.
15:1	l2mn			0	Where was the lot for the tribe of Judah according to their clans, extending southward?	The lot for the tribe of Judah was to the border of Edom, from the wilderness of Zin southward from the end of the south.
15:5	jk0k			0	What was the eastern border for the tribe of Judah?	The eastern border for the tribe of Judah was the Sea of Salt, up to the end of the Jordan River.
15:12	tzni			0	What was the western border for the clans of the sons of Judah?	The western border for the clans of the sons of Judah was the Great Sea and its border.
15:19	fkte			0	What did Caleb give his daughter Achsah in addition to the land of the Negev when she asked for a blessing?	When Achsah asked for springs of water, Caleb gave her the upper springs and the lower springs.
15:63	ld4x			0	Which people, dwelling in Jerusalem, were the sons of Judah not able to dispossess?	The sons of Judah were not able to dispossess the Jebusites, the dwellers of Jerusalem, so the Jebusites have dwelled with the sons of Judah in Jerusalem to this day.
16:4	rjbw			0	Which two tribes, the sons of Joseph, inherited land?	The sons of Joseph, Manasseh and Ephraim, inherited land.
16:10	il4a			0	Which Canaanite dwellers of Gezer did the Ephraimites not dispossess, who then lived among them as forced laborers?	The Ephraimites did not dispossess the Canaanite dwellers of Gezer, so the Canaanites have dwelled within Ephraim to this day but have become serving forced laborers.
17:1	d29r			0	Who was the firstborn of Joseph, to whom a lot was given?	Manasseh was the firstborn of Joseph, and a lot was given to him.
17:1	f6pt			0	Who was Machir, the firstborn of Manasseh and father of Gilead, and what did he receive because he was a man of war?	Machir was the firstborn of Manasseh and father of Gilead; because he was a man of war, Gilead and Bashan were given to him.
17:3-4	rekk			0	Why did the daughters of Zelophehad approach Eleazar, Joshua, and the leaders?	The daughters of Zelophehad approached them because their father had no sons, and Yahweh had commanded Moses to give them an inheritance among their father’s brothers.
17:4	ojke			0	What did Joshua (Eleazar and the leaders) give to the daughters of Zelophehad according to Yahweh’s command?	They gave them an inheritance in the midst of the brothers of their father, according to the command of Yahweh.
17:13	bmfe			0	What did the sons of Israel do to the Canaanites when they became strong, though they did not dispossess them?	When the sons of Israel became strong, they put the Canaanites to forced labor, but they did not dispossess them.
17:14	ithw			0	What did the sons of Joseph say to Joshua about their inheritance, since they were a numerous people blessed by Yahweh?	The sons of Joseph asked Joshua why he had given them only one lot and one portion as an inheritance, when they were a numerous people whom Yahweh had blessed.
17:15	lnwc			0	What did Joshua tell the numerous sons of Joseph to do if the hill country of Ephraim was too narrow for them?	Joshua told them that if they were a numerous people, they should go up to the forest and clear land for themselves there in the land of the Perizzites and the Raphaites.
18:2	o26a			0	How many tribes remained among the sons of Israel which had not yet occupied any land?	Seven tribes remained among the sons of Israel which had not yet divided their inheritance.
18:4	fo2e			0	What did Joshua instruct each of the seven remaining tribes to provide for surveying the land?	Joshua instructed them to provide three men from each tribe to arise and walk about in the land and write down a description of it.
18:4	tatb			0	What were the men sent to survey the land supposed to write down and bring back to Joshua?	They were to write down a description of the land according to their inheritance and then come back to Joshua.
18:10	ifoe			0	What did Joshua do at Shiloh before Yahweh after the surveyors returned, to divide the land for the remaining tribes?	Joshua threw a lot for them in Shiloh before Yahweh, and there Joshua divided the land to the sons of Israel according to their divisions.
18:11	k93x			0	Between which two tribes’ territories did the lot for the tribe of Benjamin fall?	The border of the lot for the tribe of Benjamin went out between the sons of Judah and between the sons of Joseph.
19:1	hhzh			0	To which tribe, according to their clans, did the second lot come out?	The second lot came out for Simeon, for the tribe of the sons of Simeon according to their clans.
19:9	xkw4			0	From which tribe’s portion was the inheritance of the sons of Simeon taken?	The leaders of Israel had assigned more land to the tribe of Judah than it needed, so they gave part of that land to the tribe of Simeon.
19:9	ny65			0	Why was the inheritance of Simeon taken from Judah’s portion?	It was taken from Judah’s portion because the division of the sons of Judah was too great for them, so the sons of Simeon inherited in the midst of their inheritance.
19:10	zrtz			0	To which tribe, according to their clans, did the third lot come up?	The third lot came up for the sons of Zebulun according to their clans.
19:17	h9yv			0	To which tribe, according to their clans, did the fourth lot come out?	Joshua threw the lot again, and this time it selected the clans of the tribe of Issachar to receive the fourth part of the land.
19:24	i5oi			0	To which tribe, according to their clans, did the fifth lot come out?	Joshua threw the lot again, and this time it selected the clans of the tribe of Asher to receive the fifth part of the land.
19:32	thqg			0	When Joshua threw the lot again, which tribe did it select to receive the sixth part of the land?	The sixth lot came out for the sons of Naphtali, for the sons of Naphtali according to their clans.
19:38	tmx4			0	How many fortified cities and their villages were included in the inheritance of the tribe of Naphtali?	The inheritance of the tribe of Naphtali included 19 cities and their villages.
19:40	hh7n			0	To which tribe, according to their clans, did the seventh lot come out?	The seventh lot came out for the tribe of the sons of Dan according to their clans.
19:49-50	ou2v			0	What city did the sons of Israel give to Joshua son of Nun as an inheritance in their midst, upon Yahweh’s command?	Upon the mouth of Yahweh, they gave him the city that he requested, Timnath Serah in the hill country of Ephraim.
20:2	lbe3			0	What did Yahweh tell Joshua to instruct the sons of Israel to designate, as spoken by Moses?	Yahweh told Joshua to instruct the sons of Israel to choose some cities to which people can flee in order to be safe, as he spoke to them by the hand of Moses.
20:3	ebgj			0	For whom were the cities of refuge intended as a sanctuary?	They were intended for the one killing by striking a person by mistake without intent, to be a refuge from the avenger of blood.
20:4	tz6b			0	What was a person who fled to a city of refuge to do at the entrance of the city gate, and how were the elders to respond?	The person was to stand at the entrance of the city gate and speak his words in the ears of the elders of that city; they were to gather him into the city and give him a place to dwell with them.
20:6	gnil			0	How long was the one who killed someone by mistake to dwell in the city of refuge before returning to his own city and house?	He was to dwell in that city until his standing before the congregation for judgment, and he must still stay there until the current high priest dies.
21:1-2	emvg			0	What did the heads of the fathers of the Levites ask Eleazar, Joshua, and the heads of the Israelite tribes at Shiloh?	They asked for cities to dwell in, with their pasturelands for their livestock, as Yahweh had commanded by the hand of Moses.
21:8	jfcv			0	How did the sons of Israel give cities and pasturelands to the Levites from their inheritance?	The sons of Israel gave these cities and their pasturelands to the Levites by lot from their inheritance, just as Yahweh had commanded by the hand of Moses.
21:18-19	s9xt			0	How many cities in total, from the tribes of Judah, Simeon, and Benjamin, were given by lot to the sons of Aaron the priest?	All the cities of the sons of Aaron, the priests, were 13 cities and their pasturelands.
21:26	bw0i			0	How many cities in total, from Ephraim, Dan, and half-Manasseh, were given to the remaining clans of the sons of Kohath?	There were ten cities in all, together with their surrounding fields, that these other clans that were descendants of Kohath received.
21:33	gfik			0	How many cities in total, from half-Manasseh (in Bashan), Issachar, Asher, and Naphtali, were given to the clans of Gershon?	Altogether, the Gershonite clans received 13 cities, together with their surrounding fields.
21:40	zhnh			0	How many cities in total, from Zebulun, Reuben, and Gad, were given by lot to the clans of Merari, the remaining Levites?	In all, this last group of Levite clans, the ones that were descendants of Merari, received 12 cities when the Israelite leaders cast lots for them.
21:41	i54g			0	How many cities in total, with their pasturelands, did the Levites receive in the midst of the possession of the sons of Israel?	All the cities of the Levites in the midst of the possession of the sons of Israel were 48 cities and their pasturelands.
21:44	d026			0	What did Yahweh give to Israel from all around, according to all he had sworn to their fathers, and what happened to their enemies?	Yahweh gave rest to them from all around, according to all that he had sworn to their fathers. None of their enemies were able to fight against them and defeat them. Instead, Yahweh helped Israel defeat all their enemies.
22:3	wgdg			0	What did Joshua commend the Reubenites, Gadites, and half-tribe of Manasseh for having kept for many days?	Joshua commended them for not forsaking their fellow Israelites but having kept everything that Yahweh their God taught them and commanded them to do.
22:8	rx9y			0	What did Joshua tell the departing tribes (Reuben, Gad, half-Manasseh) to do with the great spoil of their enemies?	Joshua told them to return to their tents with many riches, livestock, silver, gold, bronze, iron, and garments, and to divide the spoil of their enemies with their brothers.
