Reference	ID	Tags	Quote	Occurrence	Question	Response
3:17	qqlb			0	What did Yahweh tell the people not to eat in any place they would ever live?	Yahweh told the people not to eat any fat or any blood wherever they would live.
4:3	vm2w			0	About what kind of offering does the fourth chapter of Leviticus tell?	The fourth chapter of Leviticus tells about the sin offering.
4:6	namq			0	How many times must the priest sprinkle blood from the sin offering before Yahweh, in the direction of the curtain of the Holy Place?	The priest must sprinkle some blood from the sin offering seven times in the presence of Yahweh, before the curtain of the most holy place.
4:11-12	qfiw			0	What parts of the bull should be carried outside the camp to the ceremonially clean place where priests dispose of the fatty ashes?	The skin of the bull and any remaining meat, with its head, legs, inner parts, and its dung should be carried outside the camp and burned at the place where the priests dispose of fatty ashes.
4:13-15	o284			0	If the whole assembly of Israel unintentionally does wrong against Yahweh, who should lay their hands on the sin offering?	The elders should lay their hands on the sin offering if the whole assembly of Israel errs by mistake.
4:20	hban			0	What would happen to the assembly of Israel if they followed the directions for the sin offering?	If the assembly of Israel follows the directions for offering the sin offering, their unintentional wrongdoing will be forgiven to them.
4:22-23	kpw8			0	What animal should be offered if a leader unintentionally does wrong against Yahweh?	If a ruler sins by mistake, he must offer a perfect male goat as an offering.
4:27-28	o1f3			0	What must the people who are not priests bring as a sacrifice if they unintentionally do wrong?	Such people should bring a perfect female goat to be an offering for the sin that they sin.
4:32	k79j			0	Could a man bring a female lamb without blemish as a sacrifice for a sin offering?	Yes, a man could bring a perfect female lamb for a purifying sacrifice.
5:1	ssvh			0	What is one sin of omission for which one would be held responsible?	If anyone sinned by not testifying about something he saw or heard, when he was required to testify, he becomes guilty of sinning.
5:2	sohi			0	What would one become who touched anything unclean?	If anyone touched any unclean thing, that person is unclean, and he will be guilty.
5:5-6	ub8w			0	What must the one do who is guilty of sin?	The one who is guilty of sin must bring the required penalty for his guilt to Yahweh.
5:6	u4lb			0	What animal should he bring to Yahweh for a sin offering?	He should bring to Yahweh a female goat or lamb.
5:7	z3pa			0	If the individual cannot afford to buy a lamb or goat, what should he bring to Yahweh for the guilt offering?	If he cannot afford a lamb or goat, for the guilt offering he should bring two doves or two pigeons.
5:11	cyow			0	If he could not afford two doves or two pigeons, what could he bring for his sin offering?	If he could not afford two doves or two young pigeons for his restoring sacrifice, he could bring a tenth of an ephah of fine flour without any oil or incense on it.
5:15	t2bg			0	What offering must be brought if anyone breaks a commandment and unintentionally desecrates the sacred space where Yahweh lives or the sacred items that are devoted to Yahweh?	This guilt offering must be a perfect ram from the flock.
6:1-5	g1k5			0	What did one have to do if he sinned against his neighbor?	If a person sinned against his neighbor, on the day that he recognizes his guilt, he must restore whatever he took or the lost thing that he had found and add a fifth more value to what he restores or returns.
6:5	q8ca			0	What must one do who swore falsely about any matter?	If one swore concerning something as a lie, he must restore the full value and add one-fifth of its value to it.
6:6	foco			0	What should someone bring to the priest for a guilt offering if he is guilty of the sins above?	If one is guilty of the sins above, he must bring a purifying offering, a perfect ram from the flock.
6:9	z80n			0	How long must the burnt offering remain on the altar?	The burnt offering must remain burning on the altar all night, until the morning.
6:10	giss			0	What must the priest wear to remove the fatty ash from the altar?	The priest must put on his linen robe and underclothes to remove the ashes from the altar.
6:11	n245			0	What must the priest do before carrying the ashes outside the camp?	The priest had to take off his linen clothes and put on other clothes before taking the fatty ash outside of the camp.
6:12-13	gpbr			0	What must be kept going at all times?	The fire on the altar must be made to burn on the alter; it must not go out.
6:16	vo42			0	What should the priests to do with the leftover unleavened bread?	In a holy place; in the courtyard of the tent of meeting, Aaron and his sons should eat the unleavened bread.
6:20	a8wm			0	What do the sons of Aaron have to do when their sons are anointed?	The sons of Aaron must present a grain offering of a tenth part of an ephah of fine flour, half in the morning and half in the evening.
6:21	pxb7			0	How must this grain offering be prepared?	This grain offering must be combined with oil and made on a griddle in oil.
6:22	gxc4			0	Who would offer this grain offering?	The priest who is in line to succeed the current high priest should perform the grain offering in this way.
6:26	g0gm			0	According to the law of the sin offering, what did the priest have to do to the offering?	The priest had to eat the sin offering in the courtyard of the tent of meeting.
6:27-28	b66h			0	What had to be done with the clay pot in which the meat was boiled?	The clay pot in which the meat was boiled had to be shattered.
6:30	oi3r			0	What part of the sin offering was not to be eaten?	No part of the sin offering was to be eaten from which blood was brought into the tent of meeting to make atonement in the holy place.
7:7	pe8z			0	What offering was like the sin offering?	The guilt offering was like the sin offering.
7:8	us4r			0	What belongs to the priest from anyone’s burnt offering?	The skin of the burnt offering that anyone presents belongs to the priest who offers the offering.
7:9-10	raut			0	Which offering belonged to the priests?	Every grain offering belonged to all the sons of Aaron.
7:17	eh0x			0	By the third day, what must be done with the remaining meat of the sacrifice?	The meat of the sacrifice that remains uneaten must be burned on the third day.
7:25-26	t34z			0	What had to be done to anyone who is eating fat from an animal or blood from a bird or an animal?	Anyone who is eating fat from the livestock or blood from a bird or livestock must be cut off from his people.
7:31-32	m1el			0	What has to be given to the priest after the fat is burned on the altar and the breast is given to Aaron and for his sons?	After the fat is burned on the altar and the breast is given to Aaron and for his sons, the right thigh must be given to the priest who performs the sacrifice of your peace offerings.
8:1-3	dnjk			0	What did Yahweh tell Moses to do with Aaron and his sons?	Yahweh told Moses to take Aaron and his sons, their special clothes and the anointing oil, the bull, two rams, and the basket of unleavened bread to the entrance to the tent of meeting.
8:3	e18g			0	Who did Yahweh tell Moses to call to the entrance of the tent of meeting?	Yahweh told Moses to assembly all the people at the entrance of the tent of meeting.
8:7	fl6j			0	What clothing did Moses put on Aaron?	Moses put the embroidered tunic on Aaron, tied the waistband around him, and clothed him with the outer garment and the priests’ sacred apron.
8:8	ii2u			0	What did Moses place on the breastplate?	Moses put the Urim and the Thummim on the breastplate.
8:9	o7ea			0	What was the crown of holiness?	The holy crown was the golden flower-shaped plate fastened to the front of the turban.
8:10	yx9u			0	What did Moses anoint with the anointing oil?	Moses anointed the sacred tent and everything in it with the anointing oil, making them holy.
8:12	wiw6			0	How did Moses consecrate Aaron?	Moses consecrated Aaron by pouring some of the oil of anointing on the head of Aaron.
8:14-15	nmum			0	What did Moses do with the blood of the bull that was brought for the sin offering?	Moses took the blood and put it on the horns of the altar with his finger. He then poured out the blood at the base of the altar.
8:18-19	id2r			0	What did Moses do with the blood from the ram used for the burnt offering?	Moses splashed its blood against every side of the altar.
8:23	jirb			0	What did Moses do with some of the blood from the second ram, the ram of consecration?	Moses took some of the blood from the ram of consecration and placed it on the lobe of Aaron’s right ear, the thumb of his right hand, and the big toe on his right foot.
8:35	t1x3			0	How long were the priests to remain at the entrance to the tent of meeting?	The priests were to remain at the entrance to the tent of meeting for seven days and seven nights.
8:36	jm7c			0	What was Aaron and his sons’ response to what Yahweh had ask them to do?	They did all the things God had commanded them through Moses.
9:1	scu0			0	On what day did Moses call to Aaron and his sons and the elders of Israel?	Moses called to Aaron and his sons and the elders of Israel on the eighth day.
9:2	fsq1			0	What two animals did Moses ask Aaron and his sons to bring to offer to Yahweh?	Moses ask Aaron to take a calf from the bulls for a sin offering and a perfect ram for a burnt offering to Yahweh.
9:3-4	rcjm			0	What animals did Moses ask Aaron to tell the people of Israel to bring to offer to Yahweh?	Moses asked Aaron to tell the people to bring a male goat, a calf, a lamb, an ox, and a ram to offer to Yahweh.
9:6	suye			0	Why had Yahweh commanded them to do this?	Yahweh commanded them to do this and they would see how glorious Yahweh is.
9:22	gk20			0	After Aaron made the offerings as Moses had said, what did Aaron do for the people?	After Aaron made the offerings, he lifted up his hands toward the people and he blessed them.
9:24	esvj			0	What happened when the glory of Yahweh appeared to the people?	When the glory of Yahweh appeared to the people, fire went forth before the face of Yahweh and consumed the burnt offering and fat on the altar.
9:24	beot			0	What did the people do when the fire came from Yahweh?	When the fire came out from Yahweh, the people shouted and fell on their faces.
10:1	ztms			0	Who offered unacceptable fire to Yahweh?	Nadab and Abihu, sons of Aaron, offered strange fire to Yahweh that he did not command them.
10:2	plq5			0	What happened to these two men as a result of this act?	Fire shot out from Yahweh and consumed them. They died in Yahweh’s presence.
10:4	lv01			0	Who was called upon by Moses to carry the bodies out of the tabernacle?	Mishael and Elzaphan, the sons of Uzziel, the uncle of Aaron, were called by Moses to carry the corpses outside the camp.
10:7	hc28			0	What did Moses say to Aaron and his sons?	Moses said to them that they should not go out of the tent of meeting or they would die.
10:9	ky9p			0	What did Yahweh say to Aaron and his sons about what they should not drink?	Yahweh told Aaron and his sons that they should not drink wine or beer before entering the tent of meeting.
10:16	leqe			0	Why was Moses angry with Eleazer and Ithamar, the remaining sons of Aaron?	Moses was angry with Eleazer and Ithamar because they had let the goat for the sin offering burn up instead of eating it.
11:3	slyf			0	What living things that live on the earth did Yahweh tell Moses and Aaron the people of Israel could eat?	Yahweh told Moses and Aaron to tell the people of Israel they could eat any livestock that completely cloven hooves and rechews partially digested food.
11:4	p7ws			0	Was an animal acceptable to eat if it only had a split hoof or if if only chewed the cud?	If an animal possessed only one of the two traits, it was not acceptable to eat.
11:9	dsoc			0	What animals living in the water may be eaten by the people of Israel?	The people of Israel may eat anything that lives in the water and has both fins and scales.
11:13-16	a7nt			0	What kind of birds did Yahweh say the people of Israel should detest and not eat?	Yahweh said that the people of Israel should detest and not eat eagles, falcons, hawks, vultures and ravens, owls ostriches and even bats.
11:21	hf28			0	What kinds of insects could be eaten by the people?	Insects that walk on legs above their feet, which they use to leap on the ground, may be eaten by the people.
11:23	w6jz			0	What should the people do to four-legged insects that fly?	The people should consider any four-legged insect that swarms to be disgusting and completely unacceptable to eat.
11:29-30	u469			0	What animals that swarm on the ground should the people of Israel consider to be unclean?	The weasel, the rat, every kind of large lizard, the gecko, the monitor lizard, the lizard, the skink, and the chameleon are unclean.
11:35	zr4u			0	What happens to anything that an unclean animal touches?	Anything upon which the body of an unclean animal falls shall be unclean.
11:42	c62b			0	What does Yahweh say about things that crawl on the ground?	All the animals that crawl upon the ground on four or more legs are to be considered disgusting and unacceptable to eat.
11:45	kum3			0	Why did Yahweh say that the people of Israel must be holy?	Yahweh said that the people must be holy because he is holy.
12:2	sx70			0	What did Yahweh say to Moses about women who give birth to a male child?	Yahweh said to Moses that a woman who gives birth to a male child would be unclean for seven days.
12:4	a6q8			0	What was a woman required to do following her being unclean?	She must wait about a month in the impurity of the blood she bled from giving birth. She must not enter the tabernacle or touch anything holy until that time is over.
12:5	mtbe			0	What was a woman required to do differently if she gave birth to a female child?	If a woman gives birth to female child, she will be unclean for two weeks. The woman should wait about two months in the impurity of the blood she bled when she gave birth to the baby.
12:6	l0dr			0	What was a woman required to do at the end of her purification?	At the end of her purification, a woman should bring a one-year-old lamb for a burnt offering and a pigeon or dove for a sin offering to the priest at the entrance of the tent of meeting.
12:8	f4s0			0	What if the woman who gives birth to a child cannot afford a lamb?	If the woman cannot afford a lamb, she must bring two pigeons or two doves for the burnt and sin offerings.
12:8	m0ve			0	What would happen to the woman after she did these things?	The woman will be clean after the priest makes atonement for her.
13:2	c0jl			0	What did Yahweh should happen if someone has on his skin a swelling, scab, or bright spot that becomes infected?	Yahweh said that anyone who has a skin infection must be brought to Aaron or to one of his sons, the priests.
13:4	cf6j			0	What must be done if the priest determines that the swelling, scab, or bright spot may not be infectious?	If the priest cannot determine that the swelling, scab, or bright spot is infectious, the priest must quarantine the person for one week.
13:6	hqom			0	What if the swelling, scab, or bright spot proves not to be infectious?	If the swelling, scab, or bright spot is not infectious, the priest will pronounce him clean and he must wash his clothes, and he will be clean.
13:9-10	ea75			0	What are the three conditions that the swelling, scab, or bright spot may show if it is to be declared infectious?	The three conditions which the swelling, scab, or bright spot may show to be pronounced infectious are white swelling in the skin, the hair has turned white, and there is raw flesh in the swelling.
13:11	vmxx			0	If the priest determines that this is a chronic skin disease, what must the priest do?	If the priest determines that this is a chronic skin disease, he must pronounce the person unclean, but the priest does not isolate him.
13:12-14	lcn8			0	If the skin disease covers the person’s entire body and living flesh can be seen, what is the person declared to be?	If the skin disease covers the person’s entire body and living flesh can be seen, the person is declared to be unclean.
13:16-17	h39y			0	How may the unclean person become clean again?	The unclean person may become clean again if the infection has been turned to white; the priest shall pronounce him clean.
13:18-20	xk1u			0	What must a priest do if he examines a person who had a boil but now has a swelling or bright spot that appears deeper under the skin where the boil was, and the hair there has turned white?	The priest must pronounce that person unclean.
13:29-30	agkw			0	What kind of infectious disease may cause one to be unclean if it is found on the head or chin?	A scall, a skin disease of the head or the beard, may cause one to be unclean if it is found.
13:40	pkkx			0	What would a man who lost his hair be pronounced?	A man whose head is made bare is clean. He is bald.
13:43-44	vgwk			0	What one condition on a man’s bald head would result in the man being pronounced unclean?	If the bald man’s head has reddish-white sores that appear like a skin disease, the priest should pronounce him unclean.
13:45-46	sh9x			0	What must the unclean person do to let others know that he is unclean?	The unclean person must tear his clothes, let his long hair hang down disheveled, cover his upper lip, and shout “Unclean, unclean” when in the presence of others. He must also live alone, outside the camp.
13:57	gy6x			0	What must the owner do with any garment of wool or linen or leather or anything made of leather that was found to be infected with a rotting fungus?	If any garment of wool or leather or anything made from leather is found to be infected with a rotting fungus, the owner must burn it completely.
14:3	hzp2			0	Where must the priest examine the diseased person on the day of his cleansing?	The priest must examine the diseased person at a place on the outside of the camp to see if the infection is healed.
14:4	rxnq			0	What must the priest command the diseased person to bring for the pronouncement of his cleansing?	The priest should command the person to bring two live clean birds, cedar wood, scarlet yarn, and hyssop.
14:5-7	w1tf			0	After the priest sprinkled the mixture of blood, water, cedar wood and hyssop over the diseased person seven times, what did he do with the remaining bird?	After the priest sprinkled the mixture over the diseased person seven times, he released the living bird to fly into the fields.
14:8-9	c292			0	What must the person being cleansed do after the priest has pronounced him clean?	The person being cleansed must wash his clothes, shave all of his hair, bathe himself in the water, and remain outside his tent for seven days.
14:9-10	bw8d			0	On the eighth day, what animals should the person being cleansed bring to the priest?	On the eighth day, the person being cleansed must take to the priest two perfect male lambs and one perfect female lamb a year old.
14:21	cqag			0	If the person being cleansed is poor and cannot afford these sacrifices, what must he bring?	If the person being cleansed is poor and cannot afford the lambs, he must bring one lamb, one tenth of an ephah of fine flour mixed with oil, and a log of oil.
14:28-29	b7me			0	Where does the priest place the oil that is used in the cleansing?	The priest places the oil on the lobe of the right ear and on the right thumb and on the right big toe. The remainder he should put on the head of the one being cleansed.
14:44	x6sp			0	When must a priest pronounce a house to be unclean?	A priest house must pronounce a house unclean if a malignant infection has spread in the house.
14:44-45	yz7h			0	What must happen to the house if the infection is a malignant mold that spreads?	The owner must tear down the house and dispose of everything outside of the city if the infection is a malignant mold that spreads.
14:52	iqey			0	How can the house be pronounced clean if the infection is stopped?	The priest will be able to purify the house with the blood of the bird, the fresh water, the live bird, the cedar wood, the hyssop branches, and the crimson thread.
15:2-3	xr17			0	What did Yahweh say to Moses and Aaron was the condition of a man who has a flow of from his flesh?	Yahweh said to Moses and Aaron that any man who has a discharge coming from his genitals is impure.
15:7	iktj			0	What happens to the person who touches the person who is unclean because he had a discharge?	Anyone who touches the unclean person will be unclean himself and must bathe in water and wash his clothes, and he is unclean until evening.
15:13	wumb			0	In what kind of water must the person being cleansed from an infected flow of fluid bathe?	The person being cleansed from an infected flow of fluid must bathe in fresh water.
15:14-15	kmm2			0	What must the unclean man present to the priest for a sin offering and for a burnt offering?	The unclean man must present to the priest two doves or two pigeons, one for a sin offering and one for a burnt offering.
15:16-18	vxtt			0	What is the condition of anything or any person that has contact with a man’s semen?	They must be washed in water and will be unclean until evening.
15:19	twho			0	How long will woman be impure as she menstruates?	She will be impure for seven days.
15:24	bgqm			0	How long will a man be unclean if he sleeps with a woman who is menstruating, and her flow touches him?	He shall be unclean for seven days, and every bed on which he lies shall be unclean.
15:29	ru4f			0	What is a woman to bring as a sacrifice on the eight day after her flow of blood stops?	She is to bring to the priest, to the entrance of the tent of meeting, two doves or two pigeons.
16:2	jjx9			0	What did Yahweh tell Moses to warn Aaron not to do regarding entering into the Most Holy Place inside the curtain?	Yahweh told Moses to warn Aaron not to enter into the Most Holy Place, where Yahweh is present inside the curtain at just any time, so that Aaron will not die.
16:3	poqf			0	What must Aaron bring with him when he enters the Most Holy Place?	Aaron must bring with him a bull for a sin offering and a ram as a burnt offering.
16:4	s2p7			0	What must Aaron do before he puts on the priestly garments?	Aaron must wash himself in water before putting on the priestly garments.
16:5	dspg			0	From whom must Aaron acquire two male goats and one ram?	Aaron should take two male goats and a ram from the flocks of the Israelite community.
16:8	w765			0	Why must Aaron cast lots for the goats?	Aaron casts lots for the goats to choose which one to offer to Yahweh and which one to be the scapegoat.
16:10	zsfa			0	What happens to the goat to which the lot falls to be the scapegoat?	The goat that the stones determine to be the scapegoat must be presented before Yahweh to make atonement by sending it away into the desert.
16:11	hkxk			0	For whom does Aaron present the bull?	Aaron presents the bull as a sin offering for himself and his family.
16:13	j8wp			0	What must cover the atonement lid of the Box of the Testimony so that Aaron will not die?	A cloud of incense must cover the atonement lid so that Aaron will not die.
16:17	phox			0	Who else must be in the tent with Aaron when he makes atonement in the most holy place?	No one else must be in the tent when Aaron makes atonement in the most holy place.
16:21	w85g			0	What must Aaron do when he places his hands on the head of the living goat?	Aaron must confess over the living goat all the iniquity of the people of Israel, all their rebellion and all their sins.
16:23	xjma			0	What is Aaron to do with the priestly garments?	Aaron is to take off the priestly garments and leave them in the tent of meeting.
16:29-30	bz24			0	When did Yahweh say the day for making atonement should take place?	On the tenth day of the seventh month, he will make atonement for you to cleanse you from all your sins.
17:3-4	fkkv			0	If a man kills an ox, lamb, or goat without bringing it to the entrance of the tent of the assembly to offer it as a sacrifice to Yahweh, of what sin is he guilty?	The man who kills an ox, lamb, or goat without bringing it to the entrance of the tent of the assembly to offer it as a sacrifice to Yahweh is guilty of shedding innocent blood and must be cut off from his people.
17:5	stxy			0	What was the purpose of this command?	The purpose of this command was to get the people to offer their sacrifices to Yahweh in front of the tent of meeting instead of in the open fields.
17:7	ivs6			0	What would this statute end?	This statute would stop the people from offering sacrifices to the goat idols.
17:11	y85u			0	What does Yahweh say makes atonement?	Yahweh says that the blood makes atonement.
17:13	qu3n			0	What does Yahweh say must be done to any animal or bird that is killed to eat by any of the people of Israel or any foreigner who lives among them?	Yahweh says that any of the people of Israel or a foreigner living among them who kills an animal or bird to eat must pour the blood from it and cover the blood with soil.
17:15	a8m5			0	What must a person do who has eaten an animal that has died or been torn apart by animals?	A person who has eaten an animal that has died or has been torn apart by animals must wash his clothes and bathe in water, and he will remain unclean until evening.
17:15-16	okzk			0	What must he do if he does not wash his clothes and bathe himself in water?	If he does not wash his clothes and bathe himself in water, then he is now responsible for addressing his wrongdoing.
18:3	loww			0	What two places did Yahweh tell the people they could not behave like the people there?	Yahweh told the people of Israel they could not behave like the Egyptians or Canaanites.
18:6	kbxn			0	What is one group of people with whom God forbade Israelites to have sexual relations?	Yahweh told the people they could not have sexual relations with any close relative.
18:19	nnvc			0	Why is a man not to have sexual relations with a woman during her menstruation?	A man may not have sexual relations with a woman during her menstruation, because during that time she is unclean.
18:21	drgt			0	What may the people not sacrifice to Molech?	The people may not sacrifice their children to Molech.
18:22-23	ppxe			0	What two sexual relations do verses 22 and 23 forbid?	Verses 22 and 23 forbid sexual relations with other men or animals.
18:28	g1l6			0	What happened to the people who lived in the land before the people of Israel?	The people, those who lived in the land before the people of Israel, defiled the land, and the land vomited them out.
18:29	oxoa			0	What will happen to any of the people or the foreigners who live among them who do any of these detestable things?	God will remove from his people any of the people who do any of these abominable practices.
19:3-4	fwf4			0	What two things did Yahweh tell the people they must do?	Yahweh told the people that they must respect their father and mother, and everyone should practice the Sabbath days and honor them.
19:10	nanf			0	Why did Yahweh tell the people to leave the corners of their fields unharvested and to leave some of the grapes on the vine or on the ground?	The unharvested grain and grapes must be left for the poor and the immigrants.
19:15	pk8w			0	To whom should the people not show favoritism?	The people should not show favoritism to someone because he is poor or rich, but instead judge the neighbor righteously.
19:18	yj3t			0	What are the people to do instead of taking vengeance or holding a grudge?	Instead of taking vengeance or holding a grudge, the people are to love their neighbor as themselves.
19:19	qh37			0	What must the people do when planting seeds in the field?	When planting in the field, the people must not plant two kinds of seed in the same field.
19:25	k3s6			0	How long must a planter of a fruit tree wait before he can eat the fruit?	A planter of a fruit tree must wait until the fifth year before he can eat the fruit of the tree.
19:27	rvrv			0	What were the people told not to do?	The people were told not to shave the corners of their heads and or trim the corners of their beads.
19:32	idht			0	Whom did Yahweh tell the people to arise before and honor?	Yahweh told the people to rise before a person with gray hair and honor elderly people.
19:34	obc8			0	Why did Yahweh say that the people of Israel should love the immigrants as they love themselves?	Yahweh told the people to love the foreigner because the people of Israel were once foreigners in the land of Egypt.
20:2	hi1v			0	What would happen to anyone among the people of Israel who gives their child to Molech?	Anyone who gives their child to Molech the people living in Israel should kill by throwing stones at him.
20:3	mcs7			0	What would Yahweh do to the man if the people did not put him to death?	If the people do not put him to death, Yahweh says he will cut him off from his people.
20:6	s6hp			0	To whom did Yahweh tell the people not to turn?	Yahweh told the people not to turn to the mediums and spiritists, those who talk to the dead.
20:13	zcoc			0	What was the result of a man having sexual relations with another man?	A man who has sexual relations with another man has done something abominable and both must be executed.
20:15-16	sybc			0	If a woman has sexual relations with an animal, what must be done?	The woman and the animal must be executed.
20:24	iz4t			0	How did Yahweh describe the land that he had given the people of Israel?	Yahweh called the land “a land flowing with milk and honey.”
21:1-3	qpjv			0	For the death of which person must a priest make himself unclean?	A priest should make himself unclean for the death of a very close relative.
21:5	tf9z			0	What restrictions were placed on the priests concerning their hair and beards?	Priests were not allowed to shave their heads or the edges of their beards.
21:9	chth			0	What would happen to a priest’s daughter who defiled herself by becoming a prostitute?	A priest’s daughter who disgraces her father by becoming a prostitute must be burned.
21:10-11	rfa9			0	What must a high priest avoid even if the dead person is his father or mother?	A high priest must not make himself unclean by entering a place where there is a dead body, even if his father or mother has died.
21:14	wvsg			0	What kind of woman must the priest not marry?	The priest must not marry a widow, a divorced woman, or a woman who is a prostitute.
21:18-20	xo3m			0	What kind of man did Yahweh not want to approach him to perform the offerings?	Yahweh did not want any man with a bodily defect to approach him.
22:2-3	l8nk			0	Who does Yahweh he will cut off from before his face?	Yahweh says that no priest, while he is impure, should ever approach the sacred altar to present a sacrifice. If he does, that person shall be cut off from before Yahweh’s face.
22:6	p7gr			0	What must a priest do when he touches anything that makes him unclean?	He must consider himself to be unclean until the evening, and he must not eat any of the special food set aside for the priests unless he first bathes himself.
22:9	lflc			0	What will happen to priests who do not follow Yahweh’s instructions?	Yahweh says that he will hold them responsible for their wrongdoing and kill them.
22:10-11	ki5r			0	Who are the only people who may eat the sacred food?	The only persons who may eat anything that is holy are the priest and his family and slaves he bought or who were born in his household.
22:13	se0c			0	Can a priest’s daughter who has married someone who is not a priest eat the holy food?	She may not eat the holy food unless she is divorced or widowed without children and returns to live in her father’s house.
22:14	ymvf			0	What must a man do who eats holy food by mistake?	If a man eats holy food by mistake, he must repay the priest to whom the food belonged and add one-fifth to the value of it.
22:18-19	ouup			0	What kind of animal would be accepted as a sacrifice?	It must be a male animal without blemish from the cattle, sheep, or goats.
22:20	c294			0	What is the most important requirement for any animal that is to be sacrificed to Yahweh?	Any animal sacrificed to Yahweh must be unblemished.
22:27	scya			0	How old must a calf, sheep, or goat be to be offered as a sacrifice to Yahweh?	A calf, sheep, or goat must be at least eight days old to be offered as a sacrifice to Yahweh.
22:30	m5n9			0	When must a thank offering be eaten?	It must be eaten on the same day that it is sacrificed.
23:3	d5fp			0	What does Yahweh say about work and the Sabbath?	Yahweh says that people may work for six days, but the seventh day, the Sabbath, is to be a day of rest.
23:5	jeog			0	What festival is to be celebrated on the fourteenth day of the first month?	The Passover to honor Yahweh is to be celebrated in the first month on the fourteenth day.
23:6	sapw			0	What festival follows Passover on the fifteenth day of the first month?	The Festival of Unleavened Bread follows Passover on the fifteenth day of this month.
23:10	mx5a			0	What must the people bring to the priest after the first harvest in the land that Yahweh is going to give them?	The people must bring to the priest a sheaf of the first of your harvest in the land that Yahweh is going to give them.
23:27	nayf			0	What date did Yahweh set for the Day of Atonement?	Yahweh set the tenth day of the seventh month as the Day of Atonement.
23:31	pwn7			0	What must the people not do on the Day of Atonement?	The people must not do any work on the Day of Atonement.
23:34	zhqt			0	What festival did Yahweh say would take place on the fifteenth day of the seventh month?	Yahweh said that the Festival of Shelters for Yahweh would take place on the fifteenth day of the seventh month.
23:40	i23a			0	What must the people use to rejoice during the Festival of Shelters for Yahweh?	The people must use the best fruit from their trees, branches of palm trees, boughs of leafy trees, and willows from riverbanks to rejoice before Yahweh for seven days.
23:42	pclt			0	Where were the people of Israel to live during the Festival of Shelters?	The people of Israel were to live in small shelters for the seven days of the Festival of Shelters.
24:3	y9mn			0	What must Aaron do with the pure oil the people are to bring him?	Aaron must keep a lamp burning outside of the curtain of the testimony in the tent of meeting from evening until morning continually.
24:5-6	p5b7			0	What must the priest place in two rows of six each Sabbath?	Each Sabbath, the priest must place on the gold table twelve loaves of bread in two rows of six.
24:9	hcuu			0	Who is allowed to eat the offering of the twelve loaves?	Aaron and his sons must eat it in the holy place.
