Reference	ID	Tags	Quote	Occurrence	Question	Response
5:29	pwn6			0	What did Lamech say about his son Noah?	Lamech said that Noah would give mankind rest from the work and the toil caused by the ground that Yahweh had cursed.
5:32	wxqh			0	Who were the sons of Noah?	The sons of Noah were Shem, Ham, and Japheth.
6:2	cp29			0	When mankind multiplied on the earth, what did the sons of God do?	The sons of God took for themselves wives from the daughters of mankind.
6:3	lazh			0	What did God now say about the length of life for mankind?	God said that mankind would live 120 years.
6:4	yflr			0	Who were the mighty men of old, the men of renown?	The mighty men of old were Nephilim born from the marriage of the sons of God with the daughters of men.
6:5	p8hr			0	What did Yahweh see in the hearts of mankind in those days?	Yahweh saw that the wickedness of mankind was great, and that their every thought was evil.
6:7	rxil			0	What did Yahweh decide to do with mankind?	Yahweh decided to wipe away mankind from the earth.
6:8	d4r2			0	But who found favor with Yahweh?	Noah found favor with Yahweh.
6:9	pikb			0	What kind of person was Noah?	Noah was a righteous man, without fault, and a man who walked with God.
6:14	peal			0	What did God tell Noah to do before God destroyed mankind?	God told Noah to build a boat, an ark of gopher wood.
6:17	snjr			0	How did God say he was going to destroy all flesh that has the breath of life in it?	God said that he was going to bring a flood of waters upon the earth.
6:18	m5sz			0	But with whom did God establish his covenant?	God established his covenant with Noah.
6:18	mzd5			0	Who did God tell Noah to bring on the boat?	God told Noah to bring his wife, his three sons, and his sons’ wives.
6:19	j3xw			0	What animals were to be brought on the boat to be kept alive?	Two of every kind of living creature, male and female, were to be brought on the boat.
6:22	xn8m			0	How did Noah respond to God’s commands?	Noah did all that God commanded him.
7:2-3	ehjd			0	Seven males and females of which kinds of animals were to go on the boat?	Seven males and females of every clean animal and the birds were to go on the boat.
7:4	swvf			0	How long did God say the rain would continue on the earth?	God said that the rain would continue for forty days and forty nights.
7:6	wjts			0	How old was Noah when the flood came upon the earth?	Noah was six hundred years old when the flood came upon the earth.
7:8-9	lnzo			0	How did Noah bring the animals into the boat?	The animals came to Noah two by two and went into the boat.
7:11	ciw1			0	From which two sources did the waters of the flood come?	The waters came from deep underground, and from the sky.
7:16	q4pg			0	Once all the people and animals were in the boat, who closed the door?	Yahweh shut the door after them.
7:20	glfx			0	How high did the water on the earth get?	The water rose fifteen cubits above the tops of the mountains.
7:21	tfgu			0	Because of the flood, what died upon the earth?	All creatures that moved upon the earth, and all mankind, died.
7:23	o5i7			0	Who were the only persons left alive on the earth?	Only Noah and those with him in the ark were left alive.
8:1-2	r2uh			0	How did God make the waters recede?	God made a wind blow, the fountains of the deep were closed, and the rain was stopped.
8:4	hsz4			0	Where did the ark come to rest on the ground?	The ark came to rest upon the mountains of Ararat.
8:9	ixnj			0	What happened the first time Noah sent out a dove from the ark?	The first time, the dove found no place to rest her foot, and she returned to Noah in the ark.
8:11	zriq			0	What happened the second time Noah sent out a dove from the ark?	The second time, the dove returned with a freshly plucked olive leaf.
8:12	cbkg			0	What happened the third time Noah sent out a dove from the ark?	The third time, the dove did not return to Noah.
8:13	i28u			0	What did Noah see when he removed the covering of the ark and looked out?	Noah saw that the surface of the ground was drying.
8:17	g5bz			0	What did God want all the creatures on the ark to go and do as they left the ark?	God wanted all the living creatures to be fruitful and multiply on the earth.
8:20	r047			0	What did Noah do when he left the ark?	Noah built an alter to Yahweh and offering burnt offerings on the altar.
8:21	fws3			0	What two promises did God make to mankind at this time?	God promised to never again curse the ground, and to never again destroy every living thing.
8:21	dxim			0	What did God say was man’s inclination from childhood?	God said that man’s inclination from childhood was evil.
9:1	abbb			0	What did God tell Noah and his sons to do after they left the ark?	God told Noah and his sons to be fruitful, multiply, and fill the earth.
9:3	bi53			0	What did God give Noah and his sons now as food?	God gave Noah and his sons both the green plants and every moving thing that lived as food.
9:4	ocao			0	How did God command that meat not be eaten?	God commanded that meat not be eaten with the blood in it.
9:4	hozt			0	What did God say was in the blood?	God said that the life was in the blood.
9:5-6	yj0e			0	What did God declare was the penalty for shedding a man’s blood?	God declared that the one who shed a man’s blood must have his blood shed.
9:6	jo8v			0	In whose image did God make man?	God made man in God’s image.
9:9-11	wg6n			0	What covenant promise did God make with everything that lives on the earth?	God made a covenant promise that never again will all flesh be destroyed by a flood.
9:13	jy6a			0	What sign did God give of the covenant that he made with the earth?	God placed the rainbow in the clouds as the sign of the covenant he made with the earth.
9:15	xp9d			0	What covenant promise did God make with everything that lives on the earth?	God made a covenant promise that never again will all flesh be destroyed by a flood.
9:16-17	uwfh			0	What sign did God give of the covenant that he made with the earth?	God placed the rainbow in the clouds as the sign of the covenant he made with the earth.
9:18	ipfc			0	What were the names of the three sons of Noah?	The names of the three sons of Noah were Shem, Ham, and Japheth.
9:20-21	hkzr			0	What happened to Noah after he planted a vineyard?	After he planted a vineyard, Noah drank some of the wine and became drunk and lay naked in his tent.
9:23	rfv3			0	How did Shem and Japheth cover the nakedness of their father?	Shem and Japheth walked backwards with a garment, with faces turned the other way, in order to cover the nakedness of their father without looking at him.
9:25	fnj4			0	What was the curse that Noah put on Ham?	Noah cursed Ham and said, “Cursed be Canaan. May he be a servant to his brothers’ servants.”
9:26-27	b496			0	Who did Noah bless?	Noah blessed both Shem and Japheth.
10:5	ml90			0	After the flood, the offspring of Noah eventually spread out on the earth in clans, and when they spread out, each clan had its own what?	When the clans spread out, each clan had its own language.
10:9	rozw			0	For what was Nimrod, descendant of Ham, known?	Nimrod was known as a mighty hunter before Yahweh.
10:10	kw0o			0	What was the first of Nimrod’s primary cities in the land of Shinar?	The first of Nimrod’s primary cities was Babel.
10:11	z1tp			0	In addition to the land of Shinar, what other area did Nimrod develop with cities?	Nimrod also built cities in Assyria.
10:15	a7am			0	What was the name of Canaan’s firstborn son?	Canaan’s firstborn son was Sidon.
10:20	cvwn			0	After the flood, the offspring of Noah eventually spread out on the earth in clans, and when they spread out, what thing of their own did each clan have?	When the clans eventually spread out, each clan had its own language and its own land.
10:25	vhsh			0	What happened in the days of Peleg, descendant of Shem?	In the days of Peleg, the earth was divided.
10:31	we9z			0	After the flood, the offspring of Noah eventually spread out on the earth in clans, and when they spread out, each clan had its own what?	When the clans eventually spread out, each clan had its own language and its own land.
10:32	jkuk			0	From whom did the nations come that spread over the earth after the flood?	The nations came from the clans of the sons of Noah.
11:1	xkpv			0	Immediately after the flood, how many languages were there on the whole earth?	Immediately after the flood, there was one language on the whole earth.
11:2	q8hr			0	Where did the people who migrated from the east settle?	The people settled on a plain in the land of Shinar.
11:4	hjfb			0	What did the people decide to do instead of spreading across the whole earth as God had commanded?	Instead of spreading across the whole earth as God had commanded, the people decided to build a city and a tower.
11:4	gzyq			0	What did the people want to make for themselves?	The people wanted to make a name for themselves.
11:7	q6uw			0	What did Yahweh come down and do to the people?	Yahweh came down and confused the people’s language.
11:7	cywp			0	Why did God do this?	God confused their language so they would not understand each other.
11:8	fn1t			0	What did God then cause the people to do?	God caused the people to scatter across the face of all the earth, as he had commanded.
11:9	dys8			0	What was the name of the city the people tried to build?	The name of the city was Babel.
11:10	aqpf			0	The offspring of which son of Noah are given in this chapter?	The offspring of Shem, son of Noah, are given in this chapter.
11:26	uv7s			0	Who was the father of Abram?	The father of Abram was Terah.
11:27	wkut			0	Terah’s son Haran had a son with what name?	Terah’s son Haran had a son named Lot.
11:28	ija3			0	Where did Terah live?	Terah lived in Ur of the Kasdim (Chaldeans).
11:29	h1so			0	What was the name of Abram’s wife?	Abram’s wife’s name was Sarai.
11:30	sspx			0	What problem did Abram’s wife have?	Abram’s wife’s Sarai was barren; she had no children.
11:31	gv0z			0	To where did Terah move with Abram, Sarai, and Lot?	Terah moved to Haran with Abram, Sarai, and Lot.
12:1	fw0o			0	While Abram was living in Haran, what did Yahweh tell Abram to do?	Yahweh told Abram to leave his father’s household and go to the land that he would show Abram.
12:2-3	rzah			0	What promise did Yahweh make to Abram?	Yahweh promised that he would bless Abram, make him a great nation, and bless all the families of the earth through him.
12:5	p3fo			0	Who traveled with Abram?	Abram traveled with Sarai, his wife, and Lot, his brother’s son.
12:5	j7hq			0	To which land did Abram travel?	Abram traveled to the land of Canaan.
12:7	q7z9			0	When Yahweh appeared to Abram, what promise did he make to Abram?	Yahweh promised to give the land of Canaan to Abram’s offspring.
12:8	fk2r			0	How did Abram worship Yahweh?	Abram built an altar to Yahweh and called upon Yahweh’s name.
12:10	bthd			0	Where did Abram go as a result of a famine in the land of Canaan?	Abram went to Egypt.
12:11-12	bzrj			0	What was Abram concerned about as he entered Egypt?	Abram was concerned the Egyptians would kill him and take his wife Sarai, because she was beautiful.
12:13	yc5j			0	What did Abram ask Sarai to tell the Egyptians about herself?	Abram asked Sarai to tell the Egyptians that she was Abram’s sister.
12:15	qyg3			0	What happened to Sarai when they entered Egypt?	Pharaoh took Sarai into his household.
12:17	i46z			0	What happened to Pharaoh at this time?	Yahweh afflicted Pharaoh and his house with great plagues.
12:18-19	wnyr			0	What question did Pharaoh ask Abram?	Pharaoh asked Abram why he had told him that Sarai was his sister instead of his wife.
12:20	j8ez			0	What did Pharaoh do with Abram and Sarai?	Pharaoh sent Abram and Sarai away with all their possessions.
13:1	a4v0			0	To where did Abram travel after leaving Egypt?	Abram traveled to the Negev.
13:2	i22z			0	What did Abram carry with him?	Abram carried with him many animals and much silver and gold.
13:6-7	iavg			0	Why was there a dispute between Abram’s and Lot’s herdsmen?	There was a dispute because the land could not support Abram and Lot living close together with all their possessions.
13:9	b073			0	What offer did Abram make to Lot?	Abram offered to Lot the choice of where to live, and then Abram would find his place to live by going the other way.
13:10-11	pzu3			0	Where did Lot choose to live and why?	Lot chose to move east and to live in the plain of the Jordan because it was well watered.
13:12	eo18			0	Where did Abram then live?	Abram lived in the land of Canaan.
13:13	qze5			0	What kind of people lived in Sodom?	The people of Sodom were wicked and sinful against Yahweh.
13:14-15	nbk5			0	At this time, what did Yahweh say he would give to Abram?	Yahweh promised that all the land Abram could see from where he was standing would be given to him.
13:16	wq8l			0	How many offspring did Yahweh say Abram would have?	Yahweh told Abram he would have more offspring than he could count, as many as the dust of the earth.
13:18	towj			0	Near what city did Abram then move?	Abram moved near the city of Hebron.
14:11-12	dk7v			0	What happened at Sodom as a result of the battle of the kings in the valley of Siddim?	All the goods of Sodom were taken away, and Lot and all his possessions were also taken.
14:14	xrmp			0	What did Abram do when he was told Lot had been taken away?	Abram gathered his 318 trained men to pursue them.
14:15-16	s8b4			0	Near what large city did Abram fight the kings, and what was the result of the battle?	Abram fought the kings near Damascus, and he brought back Lot and his possessions, and the other people.
14:17-18	fur8			0	Which two kings met Abram when he returned?	The king of Sodom and Melchizedek, the king of Salem, met Abram when he returned.
14:18	s1z2			0	What was Melchizedek’s relationship to God?	Melchizedek was priest to God Most High.
14:18	dauj			0	What did Melchizedek bring with him when he met Abram?	Melchizedek brought bread and wine with him when he met Abram.
14:19-20	jzvw			0	What did Melchizedek say to Abram?	Melchizedek blessed Abram, and praised God Most High.
14:20	atk3			0	What did Abram do after Melchizedek spoke to him?	Abram gave Melchizedek a tenth of everything.
14:21	l928			0	What offer did the king of Sodom make to Abram?	The king of Sodom offered to let Abram keep all the goods if Abram gave the people to the king.
14:22-23	ne26			0	Why did Abram not want any of the possessions?	Abram did not want the king of Sodom to be able to say that he had made Abram rich.
14:23-24	yote			0	How did Abram respond to the king of Sodom’s offer?	Abram said that he did not want any of the possessions except what the young men had eaten and the share of the men that went with him.
15:1	xak2			0	When Yahweh appeared to Abram, what encouragement did Yahweh give Abram?	Yahweh told Abram not to fear, and that he was Abram’s shield and very great reward.
15:2-3	xu28			0	About what did Abram speak to God?	Abram spoke to God of being childless and having his steward as his only heir.
15:4	a9nn			0	Who did Yahweh say would be Abram’s heir?	Yahweh said that a son coming from Abram’s own body would be his heir.
15:5	l1q5			0	How many offspring did Yahweh say Abram would have?	Yahweh said that Abram would have offspring as numerous as the stars.
15:6	wx0i			0	How did Abram respond to Yahweh’s promise, and what did Yahweh then do?	Abram believed Yahweh, and Yahweh counted it to Abram as righteousness.
15:8	pj18			0	What question did Abram ask Yahweh about the land?	Abram asked Yahweh, “How will I know that I will possess it?”
15:10	adl6			0	What did Abram then do with the animals he was told to bring?	Abram cut the animals in two and placed each half opposite the other.
15:12	gvvl			0	What happened to Abram when the sun was going down?	When the sun was going down Abram fell sound asleep and a deep and terrifying darkness fell on him.
15:13	fka3			0	For how long did Yahweh say Abram’s offspring would be enslaved and oppressed?	Yahweh told Abram his offspring would be enslaved and oppressed for 400 years.
15:14	pi1t			0	What did Yahweh say would happen to the nation that enslaved Abram’s offspring?	Yahweh said that he would judge that nation.
15:15	hdnx			0	How did Yahweh say Abram’s life would end?	Yahweh said that Abram would die in peace at a good old age.
15:16	et88			0	What would reach its limit before Abram’s offspring returned to the land promised them?	The sin of the Amorites would reach its limit before Abram’s offspring returned.
15:17	bjel			0	That night, what happened amongst the pieces of the animals Abram had prepared?	A smoking fire pot and flaming torch passed between the pieces of the animals.
15:18-21	tieq			0	What covenant did Yahweh make with Abram that day?	Yahweh made a covenant with Abram that he would give this land to Abram’s offspring.
16:1-2	iml0			0	What idea did Sarai have for giving Abram a descendant?	Sarai told Abram to sleep with her servant, Hagar, in order to have children by her.
16:4	r958			0	What happened between Hagar and Sarai when Hagar conceived a child with Abram?	After Hagar conceived, Hagar looked on Sarai with disrespect.
16:5-6	dl1g			0	What complaint did Sarai bring to Abram, and how did Abram respond?	Sarai complained that it was Abram’s fault that Hagar despised her, and Abram told Sarai to do what she thought best with Hagar.
16:6	j2m4			0	How did Sarai treat Hagar after Hagar conceived, and what did Hagar do?	Sarai treated Hagar harshly, and Hagar fled.
16:9	czef			0	In the wilderness, what did the angel of Yahweh tell Hagar to do?	The angel of Yahweh told Hagar to return to Sarai and submit to her authority.
16:10	xzbk			0	What promise did the angel of Yahweh make to Hagar?	The angel of Yahweh promised Hagar that her offspring would be too numerous to count.
16:11	cn12			0	Why was Hagar told to name her son Ishmael?	Hagar was told to name her son Ishmael, because Yahweh had heard her affliction.
16:12	e4oc			0	How will Ishmael treat other people?	Ishmael will be hostile against every man, and will live apart from all his brothers.
16:13	g4hf			0	What name did Hagar give Yahweh?	Hagar gave Yahweh the name, “The God who sees me.”
16:16	p9xa			0	How old was Abram when Ishmael was born?	Abram was eighty-six years old when Ishmael was born.
17:1	ms4u			0	How old was Abram when Yahweh appeared again to him to confirm his covenant with Abram?	Abram was ninety-nine years old when Yahweh again appeared to Abram.
17:1	yigl			0	What command did Yahweh give Abram concerning Abram’s way of life?	Yahweh commanded Abram to walk before him blamelessly.
17:5	gjrn			0	To what did Yahweh change Abram’s name, and what does the name mean?	Yahweh changed Abram’s name to Abraham, which means “father of a multitude of nations.”
17:8	qav0			0	What did Yahweh give to Abraham’s offspring as part of the covenant?	Yahweh gave Abraham’s offspring all the land of Canaan as part of the covenant.
17:8	de3f			0	What did Yahweh say would be the relationship between Abraham’s offspring and Yahweh?	Yahweh said that he would be God to Abraham’s offspring.
17:10-11	ind1			0	What did Yahweh command be done as a sign of the covenant between Abraham and Yahweh?	Yahweh commanded that every male be circumcised as a sign of the covenant between Abraham and Yahweh.
17:12	ivcu			0	At what age was a baby to be circumcised?	A baby was to be circumcised after eight days.
17:12-13	tb1p			0	What was to be done with foreigners who joined a household that was in covenant with Yahweh?	Foreigners who joined a household in covenant with Yahweh were also to be circumcised.
17:14	eavn			0	What happened to any male who was not circumcised?	Any male who was not circumcised was cut off from his people because he had broken the covenant.
17:15	vonf			0	To what did Yahweh change Sarai’s name?	Yahweh changed Sarai’s name to Sarah.
17:16	blhw			0	What did Yahweh promise would come by Sarah?	Yahweh promised that Abraham’s son would come by Sarah.
17:17	d2dx			0	How did Abraham respond to Yahweh’s promise concerning Sarah?	Abraham laughed and asked how a child could be born to a man and woman who were so old.
17:19	bxg4			0	What did God say Abraham must name the son that would come by Sarah?	God said that Abraham must name the son Isaac.
17:19	ivlk			0	What did God say he would establish with Isaac?	God said that he would establish his covenant with Isaac.
17:20	xzk2			0	What promise did God make concerning Ishmael?	God promised to bless Ishmael, to make him fruitful, and to make him a great nation.
17:21	wxhm			0	What did God say he would establish with Isaac?	God said that he would establish his covenant with Isaac.
17:24-27	e9is			0	After God left Abraham, what did Abraham do on that same day?	On that same day, Abraham circumcised all the males of his household.
17:25	adhc			0	How old was Ishmael when he was circumcised?	Ishmael was thirteen years old when he was circumcised.
18:2	pf5i			0	As Abraham was sitting at his tent door, what did he see when he looked up?	Abraham saw three men standing nearby him.
18:4-5	xoiz			0	What did Abraham offer the men?	Abraham offered the men some water to wash their feet, and he offered some food.
18:9	nu27			0	Where was Sarah when the visitor gave his prediction?	Sarah was in the tent.
18:10	jm0l			0	What prediction did the one visitor give concerning Sarah?	The one visitor said that when he returned, Sarah would have a son.
18:12	jyny			0	How did Sarah respond to the visitor’s prediction?	Sarah laughed to herself when she heard the visitor’s prediction.
18:14	irv5			0	What did Yahweh, the visitor, say about Sarah’s response?	Yahweh asked why Sarah laughed, and said “Is anything too hard for Yahweh?”
18:16	han0			0	When the men got up, toward where did they look?	The men looked toward Sodom.
18:17	l2o8			0	What question did Yahweh ask as they walked?	Yahweh said, “Shall I hide from Abraham what I am doing?”
18:19	l3tc			0	What did Yahweh say Abraham must do so that Yahweh might fulfill the promises given to Abraham?	Yahweh said that Abraham must instruct his children and his household to do righteousness and justice.
18:20-21	fhd3			0	Why were the men going toward Sodom?	The men were going toward Sodom because the outcry against Sodom and Gomorrah was great, and they wanted to see if the cities were as wicked as the outcry suggested.
18:23	apf3			0	As Abraham stood with Yahweh, what question did he ask Yahweh?	Abraham asked, “Will you sweep away the righteous with the wicked?”
18:26	fu77			0	What did Yahweh say he would do if there were fifty righteous within the city?	Yahweh said he would spare the whole place for their sake.
18:28	l4ec			0	What did Yahweh say he would do if there were forty-five righteous within the city?	Yahweh said he would spare the whole place for their sake.
18:29	gkxs			0	What did Yahweh say he would do if there were forty righteous within the city?	Yahweh said he would spare the whole place for their sake.
18:30	tqxn			0	What did Yahweh say he would do if there were thirty righteous within the city?	Yahweh said he would spare the whole place for their sake.
18:31	orsw			0	What did Yahweh say he would do if there were twenty righteous within the city?	Yahweh said he would spare the whole place for their sake.
18:32	jn7y			0	What did Yahweh say he would do if there were ten righteous within the city?	Yahweh said he would spare the whole place for their sake.
19:2	inyw			0	When Lot saw the two angels coming into Sodom, what did he offer to them?	Lot offered that they stay at his home for the night and then leave in the morning.
19:2	jfnq			0	What was the angels’ response to Lot?	The angels said that they would spend the night in the street.
19:3	fw6t			0	At Lot’s strong urging, where did the angels finally decide to spend the night?	Finally, the angels went with Lot to his home for the night.
19:5	niqs			0	What did the men of the city who surrounded Lot’s house want Lot to do?	The men wanted Lot to bring out the two men who were visiting him, so they could know then carnally.
19:8	gx2h			0	What did Lot offer the men of the city instead?	Lot offered the men of the city his two daughters instead of the two visitors.
19:9	rau9			0	How did the men respond to Lot’s offer?	The men told Lot to stand back, and they almost broke down the door.
19:11	fwcs			0	What did the angels then do?	The angels pulled Lot back into the house and struck the men outside with blindness.
19:13	o9di			0	What did the angels say they had been sent to do by Yahweh?	The angels said they had been sent to destroy the city.
19:14	txd8			0	How did Lot’s sons-in-law respond when Lot told them to hurry and leave Sodom because it was about to be destroyed?	Lot’s sons-in-law thought Lot was joking.
19:15	rsnq			0	When morning dawned, what did the angels tell Lot to do?	The angels told Lot to take his wife and daughters and get out of the city so they would not be destroyed too.
19:16	vntr			0	Why, despite Lot’s lingering, did the angels bring Lot and his family by their hands out of the city?	The angels set them outside the city because Yahweh was merciful to them.
19:17	opfw			0	What instructions did the angels give Lot when they were outside the city?	The angels told Lot and his family to flee for their lives and to not look back.
19:22	rzcc			0	Where did the angel allow Lot and his family to flee?	Lot and his family were allowed to flee to a small city called Zoar.
19:24	p3bp			0	What did Yahweh do when Lot reached Zoar?	Yahweh rained down sulfur and fire from the sky on Sodom and Gomorrah.
19:26	zdlk			0	What did Lot’s wife do, and what happened to her?	Lot’s wife looked back, and she became a pillar of salt.
19:28	naq2			0	What did Abraham see early in the morning as he looked down at all the land of the plain?	Abraham saw smoke rising from the land like the smoke of a furnace.
19:30	hzlo			0	To where did Lot then move and why?	Lot then moved to a cave in the mountains, because he was afraid to live in Zoar.
19:31-32	jgax			0	What plan did Lot’s daughters make involving their father?	Lot’s daughters planned to make their father drunk, then lie with him so that they could have children.
19:37-38	qbjv			0	Which two people groups came from the daughters of Lot?	The Moabite and Ammonite people groups came from the daughters of Lot.
20:1-2	pqm9			0	What did Abraham say about Sarah while he was living at Gerar?	Abraham said that Sarah was his sister.
20:3	p04q			0	What did God say to Abimelech after he took Sarah?	God came to Abimelech in a dream and told him that he was a dead man because he had taken another man’s wife.
20:5	zdsd			0	What did Abimelech tell God that he had been told by Abraham and Sarah?	Abimelech told God that Abraham had told him Sarah was his sister, and Sarah had told him Abraham was his brother.
20:7	g6a5			0	What did God tell Abimelech to do, and what did God say would happen if he did not do it?	God told Abimelech to return Sarah to Abraham; otherwise, he and all his people would die.
20:8	ystk			0	How did Abimelech’s men respond when they heard what God had told Abimelech?	Abimelech’s men were very afraid when they heard what God had told him.
20:11	mgxy			0	Why did Abraham say he had told Abimelech that Sarah was his sister?	Abraham said that he was afraid Abimelech would kill him because of Sarah.
