Reference	ID	Tags	Quote	Occurrence	Question	Response
3:1-2	xwxl			0	What will the father’s commands and teachings add to his son?	The father’s commands and teachings will add years of life and peace to his son.
3:3	tvq5			0	Where must covenant faithfulness and trustworthiness be written?	Covenant faithfulness and trustworthiness must be written on the tablet of one’s heart.
3:5	fc9k			0	On what must the son not lean?	The son must not lean on (rely on) his own understanding.
3:7	hmyj			0	How must the son not see himself?	The son must not see himself as wise.
3:9	utxa			0	What must the son do with his wealth?	The son must honor Yahweh with his wealth.
3:12	np0i			0	Whom does Yahweh discipline?	Yahweh disciplines those whom he loves.
3:13-14	dtws			0	What benefits people more than having silver or gold?	Being wise benefits people more than silver could benefit them. Indeed, being wise is worth more to people than having gold.
3:17	bxw4			0	What are all the paths of wisdom?	All the paths of wisdom are peace.
3:19	xxo9			0	What did Yahweh do by being wise?	Yahweh made the world through being wise.
3:21-22	qbs3			0	What will be life to the son’s soul?	Prudence and discretion will be life to the son’s soul.
3:24	ta2e			0	If the son walks in wisdom, what will happen when he lies down?	When he lies down, he will not fear anything, and he will sleep peacefully.
3:25	svw3			0	Of what should the son not be afraid?	The son should not be afraid of sudden dread or devastation.
3:27	nc9i			0	What should the son do for those who deserve it?	The son should not withhold what is good from people who deserve it.
3:29	fi7h			0	What should the son not do to his neighbor?	The son should not make a plan to harm his neighbor.
3:32	dtfi			0	Who does Yahweh detest?	Yahweh detests people who act wickedly.
3:34	r2k4			0	What does Yahweh do to the mockers?	Yahweh himself mocks the mockers.
3:35	dsoj			0	What do the wise inherit?	The wise inherit honor.
4:1-2	tmn2			0	What should the sons not forget?	The sons should not forget their father’s instruction.
4:4	r4bq			0	How did the father tell the son he would live?	The father told the son he would live by keeping the father’s commands.
4:6	ydb8			0	What will Wisdom do for the son if the son does not forsake her, but loves her?	Wisdom will watch over him and keep him safe.
4:8-9	j6do			0	What will Wisdom do for the son if the son cherishes and embraces her?	Wisdom will honor him, as if putting a crown of splendor on his head.
4:11	wq5p			0	In what way did the father teach the son?	The father taught the son in the way of wisdom and directed him in how to live in the right way.
4:13	u65y			0	On to what must the son grasp, for it is his life?	The son must consistently remember the things his father has instructed him, for it is his life.
4:14-15	j6oh			0	What path must the son avoid?	The son must avoid the path of the wicked ones.
4:16	jfag			0	What do the wicked do before they can sleep?	The wicked feel that they must do evil before they can sleep.
4:18	zapt			0	What is the path of the righteous like?	The path of the righteous is like the light of the sun that grows brighter until the brightest time of day.
4:19	hn6m			0	What is the way of the wicked like?	The way of the wicked is like the darkness.
4:23	byi6			0	Why must the son guard his heart extremely carefully?	The son must guard his heart extremely carefully, for from it are the sources of life.
4:24	eohu			0	What kind of speech and talk must the son put away?	The son must put away speech that deceives or misleads people.
4:25	afop			0	Where must the son focus his gaze?	The son must focus his gaze on doing what is right.
5:1-2	deja			0	What will the son learn if he listens carefully to what he should understand?	If he listens carefully to what he should understand, the son will learn to be able to choose wisely what to do, and to know the right things to say.
5:3-4	dmo2			0	What will happen to you after being with an adulteress woman?	After being with such a woman you will be miserable, as if you had eaten a bitter plant.
5:5	sbry			0	To where are such a woman’s feet going?	Her feet are going down to death.
5:7-8	a0q2			0	What advice does the father give the sons about getting near any adulterous woman?	The sons are to keep far away from any adulterous woman and not even go near her house.
5:9	txtp			0	What will the son give away if he goes to such a woman?	If he goes to such a woman, the son will give away the best efforts of his youth.
5:11	lx98			0	What will happen at the end of his life if the son becomes involved with an adulterous woman?	If the son becomes involved with an adulterous woman, he will groan when he is about to die.
5:12	uaqb			0	What will the son say at the end of his life if he becomes involved with an adulterous woman?	If he becomes involved with an adulterous woman, he will say that he hated correction and despised rebuke.
5:15	vl1f			0	From where should the sons drink?	The sons should only drink water from their own well, which means to have sex with his wife only.
5:18	gqg6			0	Whom should the son enjoy sexually?	The father tells the son to enjoy sexually the woman whom he married when he was young.
5:18-19	vf9w			0	With what should the a son be exhilarated?	He should be exhilarated by how the wife of his youth loves him.
5:21	zw3j			0	What does Yahweh observe?	Yahweh knows everything that people do.
5:22	i5h7			0	What will capture and grasp the wicked person?	The wicked things that the wicked one does will capture him and his sin will be like cords that grasp him.
6:1-2	caus			0	How could the son be caught by what he says with his mouth?	The son could regret what he says if he guarantees a loan for a stranger.
6:3	ydqt			0	What must the son do to save himself?	To save himself the son must humbly go to that person and beg him to cancel what the son has promised.
6:6	ao7t			0	From what should a lazy person learn?	A lazy person should consider the ant, see its ways, and learn to be wise.
6:8	jn29			0	What does the ant do in the summer?	In the summer, the ant gathers and stores food to eat during the winter.
6:9,11	um2r			0	What will happen to the lazy person who does not rise from his sleep?	He will become poor and needy just as surely as if a thief has robbed him.
6:12	k9ou			0	How would you describe worthless people?	Worthless, sinful people are people who constantly deceive other people by what they say.
6:14-15	aw8t			0	What will happen to the wicked man because of his evil plots?	He will be suddenly destroyed and unable to recover.
6:16	ugrk			0	How many things does Yahweh hate and how many things are abominations to him?	There are six things that Yahweh hates, seven that are abominations to him.
6:18	nj3m			0	What kind of heart does Yahweh hate?	Yahweh hates the heart of someone planning ways to act sinfully.
6:19	e9oo			0	What kind of witness does Yahweh hate?	Yahweh hates the witness who lies when testifying.
6:23	d69q			0	To what are commandment and law likened?	Commandment is likened to a lamp and the law is likened to a light.
6:26	ex9v			0	What can having sex with the wife of another cost the son?	Having sex with the wife of another will cause him to die.
6:30	n8pq			0	Why might people not despise a thief if he steals?	People do not despise someone who steals if he only steals food because he is hungry.
6:32	rf8n			0	Who does a man who commits adultery destroy?	A man who commits adultery with a woman destroys himself.
6:34-35	ox13			0	What will the one who takes revenge against adultery not accept?	That jealous husband will not accept any money to stop being furious, no matter how much money you offer him.
7:1-2	ffn5			0	What must the son keep in order to live?	The son must keep his father’s sayings and commandments to live.
7:4-5	a8xa			0	From whom do Wisdom and Understanding keep the son?	Wisdom and Understanding keep the son from immoral women who speak to him seductively.
7:6-7	yqen			0	Who did Solomon notice as he looked out through the window?	Solomon noticed a young man who does not think wisely.
7:10	wxxj			0	What was the woman wearing who approached the young man?	She was wearing a prostitute’s clothing.
7:12	zhnt			0	What does the woman do at every corner?	At the corner of any road, she waits for a man whom she can seduce.
7:14	p9te			0	What had the woman done that day?	That day, the woman had sacrificed an animal.
7:15	f2qz			0	For what does the woman look everywhere?	The woman is looking everywhere for the young man.
7:18	ogwd			0	What does the woman invite the young man to do?	The woman invites the young man to come with her so they can satisfy themselves with lovemaking until the morning.
7:19	ng1y			0	Where is the woman’s husband?	The woman’s husband is away from home on a long journey.
7:22	ttvq			0	In what way does the young man follow after the woman?	The young man follows quickly after the woman, going like an ox to its slaughter.
7:23	j20k			0	What will the young man’s actions cost him?	The young man’s actions will cause him to die.
7:25	raeo			0	What wise instruction is the young man given about an adulterous woman?	He is instructed to not desire her and to never go with her.
7:27	phbs			0	What will happen to those who enter her bedroom?	Those who enter her bedroom will die as a result.
8:1-2	xaby			0	Who calls out beside the road?	Wisdom calls out next to the crowded crossroads where everyone can hear her.
8:4	hrlw			0	To whom does Wisdom call?	Wisdom calls to all people.
8:6	rs75			0	What kinds of things does Wisdom speak?	Wisdom speaks of noble things and of what is right.
8:11	dmoh			0	What is wisdom more valuable than?	Wisdom is more valuable than having precious jewels.
8:13	a3z6			0	What do those who fear Yahweh hate?	Those who fear Yahweh hate evil, pride, arrogance, and perverted speech.
8:15-16	jjlv			0	How do kings and princes who have Wisdom rule?	Kings and princes who have Wisdom rule well.
8:19	jf2t			0	What is the fruit of Wisdom better than?	The fruit of Wisdom is better than purest gold and the best silver.
8:21	g90e			0	What will Wisdom give to those who love her?	Wisdom will give an inheritance to those who love her.
8:23	my2z			0	When was Wisdom established?	Wisdom was established a very long time ago, before the world existed.
8:26-27	bf53			0	Where was Wisdom when Yahweh made the earth and heavens?	Wisdom was there when Yahweh made the earth and heavens.
8:30	y7qi			0	What was Wisdom doing beside Yahweh when he made everything?	Wisdom was beside Yahweh helping him to create everything.
8:31	ctc4			0	What was Wisdom’s delight?	Wisdom’s delight was the people he made.
8:35	dg6v			0	What does one who finds Wisdom also find and obtain?	One who finds Wisdom also finds life and obtains favor from Yahweh.
8:36	vl3u			0	What happens to the who fails to find Wisdom?	One who fails to find Wisdom hurts himself.
9:1	fo3i			0	What has Wisdom built?	Wisdom has built her own house.
9:3-4	ob8p			0	To whom are the invitations that Wisdom sends out directed?	The invitations Wisdom sends out are directed to those who are not wise.
9:6	ru37			0	What does Wisdom say to forsake?	Wisdom says to stop acting naively so that you can live well.
9:8	kld0			0	What happens to one who rebukes a mocker?	If you rebuke a mocker, that person will hate you.
9:8	t5zk			0	What happens to one who corrects a wise person?	If you correct a wise person, that person will love you for doing so.
9:10	bowx			0	What is the beginning of wisdom?	The fear of Yahweh is the beginning of wisdom.
9:10	yyoq			0	What is understanding?	The knowledge of the holy things is understanding.
9:13	cc5f			0	What are the characteristics of a foolish woman?	A foolish woman speaks loudly, acts naively, but she does not know anything.
9:18	uvpb			0	Who are in the foolish woman’s house?	Those in the foolish woman’s house are now in the deepest parts of the place where dead people are.
10:1	hr42			0	How do fathers react to wise children?	Wise children make their fathers glad.
10:3	eya2			0	What does Yahweh do to the desire of the wicked?	Yahweh prevents wicked people from getting what they want.
10:4	n74v			0	What becomes of people who are lazy?	People who are lazy become poor.
10:6	l9hs			0	How does God treat righteous people?	God blesses righteous people.
10:8	d14s			0	What happens to people who speak foolishly?	People who speak foolishly destroy themselves.
10:12	cpsx			0	What does love cover?	Love covers over all transgressions.
10:13	hho6			0	What is found on the lips of a discerning person?	Wisdom is found on the lips of a discerning person.
10:17	lonw			0	What happens to people who do not let others correct them?	People who do not let others correct them do what will destroy them.
10:19	nk97			0	What happens when there are many words?	People who talk a lot sin a lot.
10:22	auav			0	In what does the blessing of Yahweh result?	It is because Yahweh is blessing them that people become wealthy.
10:25	wlei			0	What results when something disastrous happens?	When something disastrous happens, it destroys wicked people.
10:26	ig0t			0	How do lazy people impact those who send them to do something?	A lazy person is like smoke in the eyes that irritates those who send him.
10:27	he1o			0	How long will the years of the wicked ones be?	The years of the wicked ones will be short.
10:29	j4vy			0	Who does the way of Yahweh protect?	The way of Yahweh protects those with integrity who are honest people.
10:31	mp5g			0	What does Yahweh do to those who speak perversely?	Yahweh will stop people from speaking who speak perversely.
11:2	g3xw			0	What comes before disgrace?	Presumptuousness or acting proudly comes before disgrace.
11:4	mmw1			0	What is valuable when Yahweh punishes wicked people?	Righteousness, not wealth, is valuable when Yahweh punishes wicked people.
11:6	nmh2			0	What traps the treacherous people?	Desiring bad things will cause people who act treacherously to trap themselves.
11:8	csgn			0	What keeps a person away from distress?	A righteous person will be drawn away from distress.
11:9	vapj			0	How does the godless person destroy other people?	A godless person destroys others by what they say.
11:13	qgqr			0	What does a faithful person do instead of gossiping?	A faithful person will keep a matter private instead of gossiping.
11:15	etqx			0	What will happen if a person guarantees to pay a debt for someone they do not know?	A person who guarantees to pay a debt for someone they do not know will surely suffer.
11:18	eapz			0	What wage does a wicked person make?	The wage of a wicked person is falsehood because they falsely believe that they have gained something good.
11:20	r316			0	In whom does Yahweh delight?	Yahweh delights in those who act blamelessly.
11:21	qg00			0	Of what can everyone be certain?	It is certain that the wicked will be punished and the righteous will be safely escape punishment.
11:24	bcbg			0	What happens to the one who generously shares what they have with others?	Those who generously share with others receive even more.
11:28	bmk0			0	What happens to the one who trusts in his riches?	The one who depends on his riches will not be successful.
11:30	k3ad			0	What is a tree of life?	The fruit of the righteous, what righteous people say and do, is like a tree with fruit that keeps people alive.
11:31	g2z7			0	Who will receive what they deserve?	Those who are righteous will be repaid, and much more the wicked and the sinner will get what they deserve.
12:1	jorw			0	What does a person who accepts correction love?	A person who accepts correction loves learning what they should know.
12:2	fv4q			0	Whom does Yahweh condemn?	Yahweh condemns a person who plans to do what is evil.
12:4	c4nb			0	What is a husband’s crown?	A virtuous wife is a husband’s crown.
12:5	i3sd			0	What kind of directions do the wicked give?	The wicked give deceitful directions.
12:7	tt1u			0	What happens to the families of those who are righteous?	The families of the righteous will continue.
12:10	a1mo			0	Who is it that cares for their animals?	Righteous people care for their animals.
12:13	rv5o			0	What destroys an evil person?	The sinful things that wicked people say will destroy them.
12:15	sc89			0	How does a fool think of what he is doing?	A fool thinks that what he is doing is right.
12:18	oo8c			0	What are words spoken thoughtlessly like?	Words spoken thoughtlessly are like the thrusts of a sword; they hurt others.
12:20	cttj			0	What is in the heart of those who plan evil?	Deceit is in the heart of those who plan evil.
12:22	d0j0			0	What is an abomination to Yahweh?	Yahweh detests people who speak falsely.
12:24	zx0z			0	What happens to lazy people?	Lazy people will become forced laborers.
12:26	rwxd			0	Where does the way of the wicked lead them?	The way of the wicked leads them astray; by living wickedly, they destroy themselves.
12:28	adaw			0	What becomes of people who do what is righteous?	People who do what is righteous will live.
13:1	vwmv			0	To what does a wise son listen?	A wise son listens to his father’s instruction.
13:3	zjso			0	How does a person keep his life?	A person keeps his life by guarding his mouth.
13:4	jymx			0	Who wants things very much and gets very little?	A lazy person wants things very much and gets very little.
13:8	pmtu			0	What might a rich person have to do in order to stay alive?	A rich person might have to pay out of his riches as a ransom to someone who threatens him.
13:10	djv9			0	What happens with people who act proudly?	People who act proudly cause people to argue.
13:11	on91			0	What kind of wealth dwindles away?	Wealth that people gain without working for it will disappear.
13:14	zt5l			0	What benefits people throughout their lives?	The law of the wise, that which wise people teach, benefits people throughout their lives.
13:16	s6kb			0	How do prudent people show they are prudent?	The prudent think carefully before they do something.
13:18	up0r			0	What will happen to those who let other people rebuke them?	Those who let other people rebuke them for any bad behavior will be honored.
13:20	g904			0	With whom should a person walk in order to become wise?	In order to be wise, a person should associate with wise people.
13:22	l8xt			0	For whom is a sinner’s wealth stored up?	A sinner’s wealth is stored up for righteous people.
13:24	h4u2			0	How do parents treat their children if they love them?	Parents who truly love their children are careful to discipline them.
13:25	jec8			0	In what condition will the stomach of the wicked be?	The stomach of the wicked will be hungry.
14:1	d3jk			0	What do the wisest women do?	The wisest women help their families to thrive.
14:2	id5z			0	Who despises Yahweh?	People who behave deceptively show that they despise Yahweh.
14:5	r5ob			0	What will an honest witness not do?	A witness of who is honest will not lie.
14:7	our1			0	What will happen if you associate with foolish people?	If you associate with foolish people, you will not learn anything from knowledgeable people.
14:11	lv0q			0	What will happen to the house of the wicked?	The house of the wicked will be destroyed.
14:11	xqdu			0	What will happen to the tent of the upright?	The tent of the upright will flourish.
14:14	xx46			0	What will happen to people who refuse to live righteously?	People who refuse to live righteously will receive from Yahweh what they deserve from living that way.
14:16	xsj8			0	Does a fool turn away from trouble?	No, a fool confidently interferes in other people’s business.
14:17	iapn			0	What does someone do who quickly becomes angry?	A person who quickly becomes angry acts foolishly.
14:19	o0ck			0	To whom will evil people bow down?	Some day, evil people will bow down in front of good people.
14:22	sjz4			0	How does Solomon describe those people who plan to do good?	Those who plan to do good are faithful and trustworthy people.
14:23	si4l			0	What will people gain if they talk but do not work hard?	If people work hard, they will gain from it, but if people only talk, they will remain poor.
14:27	msr5			0	What is a fountain of life?	The fear of Yahweh is a fountain of life which is like a refreshing spring that enables people to live well.
14:29	wm88			0	Who shows everyone how foolish they are?	People who quickly become angry show everyone how foolish they are.
14:31	ag8k			0	Who taunts his maker by his actions?	A person who oppresses poor people is taunting Yahweh, his maker.
14:34	kgu9			0	What kind of behavior makes a country great?	Acting righteously makes a country great.
15:1	n1x7			0	What kind of answer calms angry people?	Replying gently to angry people will calm them.
15:3	ntpa			0	Whom does Yahweh watch?	Yahweh watches both the evil and the good.
15:5	n3gs			0	What is a fool’s attitude toward his father’s correction?	A fool despises the correction of his father.
15:8	bgvk			0	What kind of sacrifice does Yahweh detest?	The sacrifice of the wicked is an abomination to Yahweh.
15:10	z22a			0	What happens to the person who forsakes God’s path?	Yahweh will severely punish the person who refuses to live righteously.
15:13	p3f0			0	What makes the face glad?	A joyful heart makes the face glad.
15:16	ocw6			0	What is better than being rich while worrying?	Being poor while reverently fearing Yahweh is better than being rich while worrying.
15:18	trda			0	What kind of person quiets a dispute?	A person who does not easily become angry will help people to be peaceful.
15:20	xlfh			0	How does a wise son affect his father?	A wise son gladdens his father.
15:22	a1oy			0	What causes people’s plans to succeed?	When many people advise them well, they will succeed.
15:25	rui0			0	What will Yahweh tear down?	Yahweh will tear down what a proud person owns.
15:28	e6g7			0	What does the righteous person do before answering?	The righteous person thinks carefully before answering.
15:31	a6n1			0	Where will the person live who behaves better after hearing a rebuke?	The person who behaves better after hearing a rebuke will live among people who are wise.
15:33	lh4k			0	What teaches a person to be wise?	A reverent fear of Yahweh teaches a person to be wise.
16:2	gg0t			0	How do all of a person’s ways appear to himself?	All of a person’s ways are pure in his own eyes.
16:4	imo9			0	For what has Yahweh made everything?	Yahweh has made everything for its purpose.
16:6	ipcy			0	By what is sin forgiven?	By covenant faithfulness and trustworthiness sin is forgiven.
16:9	edw4			0	Once a person plans out his way, what does Yahweh do?	A person plans out what he wants to do, but Yahweh determines what he will actually do.
16:12	s22m			0	How is a throne established?	A throne is established by righteousness.
16:14	ip8g			0	What is a messenger of death?	A king’s anger is a messenger of death.
16:16	anuj			0	What should be chosen more than gold and silver?	Wisdom and understanding should be chosen more than gold and silver.
16:18	a5kq			0	What causes people to ruin themselves?	Being arrogant causes people to ruin themselves.
16:20	dvrs			0	What makes a person happy?	A person who trusts in Yahweh is happy.
16:23	wkiy			0	What happens when the wise speak insightfully?	When the wise speak insightfully, what they say causes others to learn.
16:25	kvyn			0	Even though a way to do things may seem easy and convenient for people, where can it end?	In the end, doing things that way will cause them to die.
16:28	fi5o			0	What separates friends?	People who gossip about others cause friends to stop being friends.
16:30	nyt8			0	What is the one who signals with his eyes doing?	The one who signals others with his eyes is about to do something perverse.
16:31	yt7b			0	What is a crown of splendor?	Gray hair is like an honorable crown on the head.
16:32	fz56			0	Who is it better to be than one capturing a city?	It is better to be someone who does not become angry quickly than to be powerful and capture a city.
16:33	zbu3			0	How is the decision of casting lots made?	Yahweh decides whatever happens.
17:2	y33h			0	What does an insightful servant do with regard to a shameful son?	An insightful servant will rule over a shameful son.
17:4	u6gf			0	To what does an evildoer listen carefully?	An evildoer will listen carefully when people say sinful things that destroy others.
17:5	oab5			0	What happens to those who rejoice when someone experiences calamity?	Yahweh will certainly punish people who rejoice when others experience disastrous things.
17:8	yq93			0	Why do people who pay bribes think that bribes are magical?	They think that, by paying bribes, everything they do will be successful.
17:10	njer			0	What causes a sensible person to learn?	Rebuking a sensible person once causes him to learn.
17:12	n4ge			0	What is more dangerous than meeting a mother bear robbed of her cubs?	It can be more dangerous to confront a foolish person who is doing something foolish.
17:14	biq8			0	What should a person do before a dispute breaks out?	A person should leave the dispute before it breaks out because once an argument has started, it will be as difficult to stop as it is to stop water that is leaking.
17:15	h1n2			0	What two types of people are an abomination to Yahweh?	A person who declares a wicked person as righteous and one who declares a righteous person as wicked are both an abomination to Yahweh.
17:18	ycr4			0	What does a man do who does not think wisely?	A man who does not think wisely agrees to pay someone else’s loan.
17:20	ogo8			0	What causes a person to experience bad things?	Bad things will happen to a person who thinks and speaks deceitfully.
17:22	ddki			0	What helps the body to heal?	A joyful heart helps the body to heal.
17:25	reuv			0	What is a foolish son to his father and mother?	A foolish son is a grief to his father and bitterness to his mother.
17:28	hpdp			0	How can a fool be considered wise?	A fool can be considered wise if he keeps silent.
18:2	n4ej			0	In what does a foolish person not find delight?	A foolish person hates learning and does not delight in understanding.
18:3	zmiv			0	How is a wicked person treated?	A wicked person is treated with contempt and a person who acts shamefully, with reproach.
18:6	qr0h			0	What happens when a foolish person speaks?	What a foolish person says makes people argue and want to beat him.
18:8	f3ug			0	What deeply affects those who hear it?	What people who gossip say deeply affects those who hear it.
18:10	gom2			0	What is a tower of strength?	The name of Yahweh is like a strong tower into which the righteous can run and be safe.
18:12	jzwy			0	What must a person become before others will honor and respect him?	A person must become humble before others will respect him.
18:14	y8hq			0	When is it difficult to make someone feel better?	When they are inwardly weak and depressed.
18:17	bqhn			0	Who seems right at first?	The first person to state his case seems to be right until people whom he knows arrive and question him.
18:19	eqrz			0	What is more difficult to do than to conquer a fortified city?	It is more difficult to reconcile with an offended relative than it is to conquer a fortified city.
18:21	ga83			0	What strongly influences what happens to people?	What people say can influence what happens, even to cause people to die or to remain alive.
18:23	lsdk			0	How does a rich person answer others?	A rich person answers others harshly.
19:2	wz82			0	What must a person have in addition to zeal?	A person must have knowledge in addition to zeal.
19:5	bf3m			0	What will happen to a person who is a false witness?	Someone will surely punish people who lie easily.
19:7	rlfv			0	What happens when a poor man calls out to his friends?	When a poor man calls out to his friends, they are gone.
19:8	cuq6			0	What does a person do who loves his life?	A person who loves his life loves to learn.
19:11	b4f2			0	What does a person with insight do when offended?	Insightful people do not get angry quickly.
19:13	oqto			0	What is like a constant dripping of water?	A quarreling wife is like a constant dripping of water.
19:14	j43f			0	From where does a insightful wife come?	An insightful wife is from Yahweh.
19:17	do26			0	How does a person lend to Yahweh?	Giving things to poor people is like loaning them to Yahweh.
19:19	zv8y			0	Who will have to be rescued a second time?	A very angry person will have to be rescued a second time.
19:20	nhba			0	How can a person become wise for the rest of his life?	A person can become wise for the rest of your life by paying attention to what people advise them and by accepting instruction.
19:23	qqvz			0	What leads people to live for a long time?	Revering Yahweh causes people to live for a long time.
19:24	dk4v			0	What will a lazy one not do?	A lazy one will not even lift the food to his mouth.
19:26	oni8			0	What does a child cause who does violence to his father and causes his mother to flee?	A child who does violence to his father and causes his mother to flee causes shame and embarrassment.
19:28	p557			0	What kind of witness mocks justice?	A worthless witness scorns what is just.
20:2	jl3i			0	What is the anger of a king compared to?	The king’s anger can frighten people like the roaring of a lion.
20:3	d3r8			0	What are fools eager to do?	Foolish people are eager to argue with others.
20:6	mudh			0	What kind of person is difficult to find?	A faithful person is difficult to find.
20:9	qxi9			0	What is something that no one can truthfully say about himself?	No one can say truthfully that he has made his heart pure and is clean from sin.
20:11	rvc9			0	By what is even a young person known?	Even a young man will show others who he is by what he does.
20:13	n4ey			0	What causes a person to become poor?	If you sleep a lot, you will become poor.
20:15	o67l			0	What things are rare and precious?	The knowledgeable things that people say are rare and precious.
20:17	ppo9			0	What does food gained by deceit taste like afterward?	Food gained by deceiving others tastes like gravel afterward.
20:20	fmfb			0	What happens to a person who curses his father or mother?	People who curse their parents will be like an oil lamp that is extinguished in a totally dark place.
20:22	o996			0	Instead of trying to pay someone back for a wrong, what should you do?	You should wait for Yahweh to resolve the matter, so that he may vindicate you.
20:25	ve3n			0	What is it dangerous to thoughtlessly declare?	It is dangerous to thoughtlessly declare that a man will dedicate something to Yahweh before he considers.
20:28	kv4a			0	What guards a king?	Covenant faithfulness and trustworthiness guard a king.
20:29	dwiv			0	What is the splendor of young men?	The splendor of young men is their strength.
21:1	gfr3			0	What does Yahweh direct wherever he wants them to go?	Yahweh directs what kings think according to all that he desires.
21:3	nq9k			0	What is more acceptable to Yahweh than sacrifice?	To do what is right and fair is more acceptable to Yahweh than sacrifice.
21:6	v23g			0	What happens to the wealth of someone who acquires riches by a speaking falsely?	That wealth quickly vanishes like mist, and doing that will kill the person who lied.
21:7	t0bf			0	Why are the wicked punished?	The wicked are punished because they refuse to do what is right.
21:10	ix7m			0	What is not seen in the eyes of the wicked?	Grace is not seen in the eyes of the wicked.
21:11	kxia			0	Who learns wisdom when a mocker is punished?	The naive learn wisdom when a mocker is punished.
21:14	dten			0	What does a secret gift accomplish?	A secret gift subdues anger.
21:16	xoz4			0	Where does one who wanders from understanding rest?	One who wanders from understanding rests in the assembly of the spirits of the dead.
21:19	nvml			0	Where is it better to live than with a quarrelsome wife?	It is better to live in the wilderness than with an argumentative, nagging wife.
21:22	lyqs			0	What is a wise man able to bring down?	A wise man is able to bring down the walls that people believe will protect them.
21:24	gvnt			0	What is the name for a proud and haughty person?	A proud and haughty person is called “Mocker.”
21:27	lzih			0	What kind of sacrifice is detestable?	The sacrifice of a wicked person is detestable, and even more so when he offers it while intending to act wickedly.
21:30	ey85			0	What things are nothing compared to Yahweh?	Wisdom, understanding, or counsel are nothing compared to Yahweh.
21:31	u1cn			0	Who gives the victory in the day of battle?	Yahweh determines who wins that fight.
22:2	u6vf			0	What do the rich and poor have in common?	Yahweh is the maker of both the rich people and poor people.
22:4	ctiz			0	For what is the reward of riches, honor, and life?	The reward of riches, honor, and life is given to people who are humble and revere Yahweh.
22:6	iibw			0	If a child is taught the way he should go, what will he not do when he grows old?	If a child is taught how to behave properly, he will not turn away from that training when he grows old.
22:7	xdid			0	What is the relationship between the one who borrows and the one who lends?	The one who borrows is a slave to the one who lends.
22:10	fud8			0	What will cease if the mocker is driven away?	Judgment and dishonor will cease if the mocker is driven away.
22:13	k5c0			0	What excuse does a lazy person use not to work?	A lazy person says there is a lion in the streets that will kill him if he goes outside.
22:14	i6ck			0	How dangerous is what an adulterous woman says?	What an adulterous woman says is as dangerous as a deep hole that men could fall into.
22:15	kqhz			0	What drives foolishness from a child?	The rod of discipline drives foolishness from a child.
