Reference	ID	Tags	Quote	Occurrence	Question	Response
3:19	qu43			0	Why did John rebuke Herod?	John rebuked Herod because Herod had married his own brother’s wife and had done many other evil things.
3:20	cblf			0	Who put John into prison?	Herod put John into prison.
3:21	t9le			0	What happened right away after John baptized Jesus?	After John baptized Jesus, the heavens opened up.
3:22	ppto			0	Who came down from heaven after John baptized Jesus?	The Holy Spirit came down on Jesus like a dove.
3:22	izpa			0	What did the voice from heaven say?	The voice from heaven said, “You are my beloved son. I am very pleased with you.”
3:23	ndmr			0	About how old was Jesus when he began to teach?	Jesus was about 30 years old when he began to teach.
4:1	ti9c			0	Who led Jesus into the wilderness?	The Holy Spirit led Jesus into the wilderness.
4:2	qzua			0	How long did the devil tempt Jesus in the wilderness?	The devil tempted Jesus in the wilderness for 40 days.
4:3	jpbn			0	What did the devil challenge Jesus to do with the stones on the ground?	The devil told Jesus to turn the stones into bread.
4:4	ojkz			0	What was Jesus’ response to the devil?	Jesus said that it was written that man shall not live on bread alone.
4:5	oi56			0	What did the devil show to Jesus from a high place?	The devil showed Jesus all of the kingdoms of the world.
4:7	t1ax			0	What did the devil want Jesus to do?	The devil wanted Jesus to bow down before him.
4:8	j69z			0	What was Jesus’ response to the devil?	Jesus said that it was written that you must worship the Lord your God, and you must serve him only.
4:9	plz7			0	What did the devil tell Jesus to do when he took him to the highest point of the temple?	He told Jesus to jump down from there.
4:12	jttf			0	What was Jesus’ response to the devil?	Jesus said that it was written that you must not test the Lord your God.
4:13	aupr			0	What did the devil do after Jesus refused to jump from the temple?	The devil left Jesus until another time.
4:17	wnko			0	From which book of the scriptures did Jesus read when he stood up in the synagogue?	Jesus read from the prophet Isaiah.
4:21	r497			0	What did Jesus say was being fulfilled on that day?	Jesus said that the scripture he had just read from Isaiah was being fulfilled that day.
4:24	wikq			0	What kind of reception did Jesus say a prophet receives in his own country?	Jesus said that no prophet is accepted in his own country.
4:26	pdoq			0	In Jesus’ first example to the people in the synagogue, where did God send Elijah to help someone?	God sent Elijah to Zarephath, near the city of Sidon, to help a widow woman.
4:27	ntoc			0	From what country was the person God had Elisha help in Jesus’ second example to the people in the synagogue?	God had Elisha help Naaman, who was from Syria.
4:28	ny7z			0	How did the people in the synagogue respond when they heard these examples from Jesus?	They were filled with rage.
4:29	x7xq			0	How did the people in the synagogue try to kill Jesus?	They planned to throw him off the cliff on which their town was built.
4:30	twbl			0	How did Jesus avoid being killed by the people from the synagogue?	Jesus walked right through their midst.
4:34	dz1m			0	In the synagogue, what did the demon speaking through the man know about Jesus?	The demon said that he knew Jesus was the Holy One of God.
4:36	f7m7			0	How did the people react after Jesus cast out the demon?	The people were astonished and kept talking about it with one another.
4:40	r8mt			0	What did Jesus do for the sick who were brought to him?	Jesus laid his hands on each of them and healed them.
4:41	xytr			0	What did the demons say as they were cast out, and why did Jesus not let them speak?	The demons said that Jesus was the Son of God, and Jesus did not let them speak because they knew he was the Christ.
4:43	qj8p			0	What did Jesus say was the reason he was sent?	Jesus said he was sent to preach the gospel about the kingdom of God to many cities.
5:4	efbb			0	After using Simon’s boat as a place to teach the people, what did Jesus ask Simon to do with his boat?	Take the boat out to deeper water and let his nets down into the water to catch some fish.
5:5	tae9			0	Even though Peter had caught nothing the previous night, what did he do?	He obeyed and let down the nets.
5:6	wnvw			0	What happened when they let down the nets?	They gathered so many fish that their nets began to break.
5:8	inzb			0	What did Simon then want Jesus to do? Why?	Simon wanted Jesus to go away from him because Simon knew that he (Simon) was a sinful man.
5:10	m4zr			0	What did Jesus say to Simon about his future work?	Jesus said that from now on Simon would be catching men.
5:15	fsjg			0	At this time, who was coming to hear Jesus teach and to be healed of their sicknesses?	Large crowds of people were coming to Jesus.
5:20	rbbe			0	What did Jesus say to the paralyzed man whose friends let him down through the housetop?	Jesus told him that his sins were forgiven him.
5:21	ykea			0	Why did the scribes and the Pharisees think that this statement was blasphemy?	They said Jesus’ words were blasphemy because God alone can forgive sins.
5:24	cf3m			0	What authority on earth did Jesus demonstrate that he had when he healed the paralytic man in this way?	Jesus healed the man so they would know that he had authority on earth to forgive sins.
5:32	g2e5			0	When Jesus was eating and drinking at Levi’s house, what did Jesus say that he came to do?	He came to call sinners to repentance.
5:35	a1ts			0	When did Jesus say that his disciples would fast?	Jesus said his disciples would fast after he (Jesus) was taken away from them.
5:36	qa45			0	In Jesus’ parable, what will happen if a new piece of cloth is used to mend an old garment?	The new will tear, and the old will not match the piece that is from the new.
5:37	w21b			0	In Jesus’ second parable, what will happen if new wine is put into old wine skins?	A. the new wine will burst the wineskins, and it will be spilled out, and the wineskins will be destroyed.
5:38	wc0p			0	What did Jesus say must be done to keep new wine properly?	New wine must be put into fresh wine skins.
6:1	eiyn			0	What were Jesus’ disciples doing on the Sabbath that the Pharisees said was against the law?	They were picking heads of grain, rubbing them between their hands, and eating the grain.
6:5	j2t9			0	What title did Jesus claim for himself that gave him the authority to say what was lawful to do on the Sabbath?	Jesus claimed the title, Lord of the Sabbath.
6:11	hmcc			0	When Jesus healed the man with the shriveled hand on the Sabbath, how did the scribes and Pharisees react?	They were filled with rage and talked about what they might do to Jesus.
6:13	zr2s			0	What name did Jesus give to the 12 men that he chose on the mountain?	Jesus called them “apostles.”
6:20	a30a			0	What kind of people did Jesus say are blessed?	Those who are poor are blessed.
6:21	fjad			0	What kind of people did Jesus say are blessed?	Those who are weeping are blessed.
6:22	q4f9			0	What kind of people did Jesus say are blessed?	Those who are hated, insulted, and rejected because of the Son of Man are blessed.
6:23	sugy			0	According to Jesus, why should such people rejoice and leap for joy?	They should rejoice because they will have a great reward in heaven.
6:27	dyy2			0	How did Jesus say his disciples should treat their enemies and those who hate them?	They should love their enemies and do good to those who hate them.
6:35	lx9x			0	What is the Most High Father’s attitude toward unthankful and evil people?	He is kind and merciful toward them.
6:42	jam3			0	Before removing the speck from our brother’s eye, what did Jesus say we must do?	First, we must remove the log from our own eyes so that we can see clearly to take the spec out of our brother’s eye.
6:45	qxfm			0	What comes forth from the good treasure in a good man’s heart?	From the good treasure of a good man’s heart, what comes forth is good.
6:45	lk20			0	What does an evil man produce?	An evil man produces what is evil.
6:47	se5n			0	What does Jesus say the person who hears and does Jesus’ words is like?	He is like a man who builds a house on the solid rock, so that his house survives the flood.
6:49	i6u0			0	What is the person like who hears Jesus’ words and does not obey them?	He is like a man who builds a house without a foundation, so that it collapses when the flood comes.
7:3	elok			0	What did the centurion first ask Jesus to do when he sent the Jewish elders to Jesus?	He asked Jesus to come and heal his slave.
7:6	pqmt			0	Why did the centurion then send friends to tell Jesus that he did not have to come to the house?	The centurion said he was not worthy that Jesus should come to his house.
7:7	bsmv			0	How did the centurion then want Jesus to heal the slave?	The centurion then wanted Jesus to heal the slave by just saying a word.
7:9	qlsd			0	What did Jesus say about the faith of the centurion?	Jesus said that not even in Israel had he found anyone with such faith.
7:13	r92j			0	What was Jesus’ attitude toward the widow whose only son had died?	He was moved with compassion.
7:16	ab9a			0	What did the people say about Jesus after he raised the widow’s son from the dead?	They said that a great prophet had been raised among them, and that God had visited his people.
7:22	vhdw			0	How did Jesus demonstrate to John’s disciples that he was the one who was coming?	Jesus healed the blind, lame, lepers, and deaf, and he raised the dead.
7:26	tixf			0	What did Jesus say that John was?	Jesus said John was much more than a prophet.
7:30	fkr1			0	What did the Pharisees and the experts in Jewish law do to themselves when they refused to be baptized by John?	They rejected God’s purpose for themselves.
7:33	k4yg			0	What accusation was made against John the Baptizer because he did not eat bread or drink wine?	They said, “He has a demon.”
7:34	jkzs			0	What accusation was made against Jesus because he came eating and drinking?	They said, “He is a gluttonous man and a drunkard.”
7:38	xjeo			0	What did the woman of the city do to Jesus in the Pharisee’s house?	She wet Jesus’ feet with her tears, wiped them with her hair, kissed his feet, and anointed his feet with perfumed oil.
7:47	yz8l			0	What did Jesus say was the reason the woman loved much?	She loved much because her sins, which were many, have been forgiven.
7:49	zj8i			0	How did those reclining at the table react when Jesus told the woman that her sins were forgiven?	They asked, “Who is this who even forgives sins?”
8:3	txmu			0	What did a large group of women do for Jesus and his disciples?	The women served them from their own possessions.
8:11	ubfy			0	In Jesus’ parable, what is the seed that is sown?	The seed is the word of God.
8:12	ieeb			0	Who are the seeds that fall by the wayside, and what happens to them?	They are people who hear the word, but then the devil comes and takes it away so that they may not believe and be saved.
8:13	i5xv			0	Who are the seeds that fall on the rocky ground, and what happens to them?	They are people who receive the word with joy, but then fall away during a time of testing.
8:14	xpgl			0	Who are the seeds that fall among the thorns, and what happens to them?	They are people who hear the word, but then it is choked by the cares and riches and pleasures of this life, and they do not produce mature fruit.
8:15	tpqt			0	Who are the seeds that fall on the good ground, and what happens to them?	They are people who hear the word, hold onto it, and produce fruit with endurance.
8:21	cx2n			0	Who did Jesus say are his mother and brothers?	Jesus said that the people who hear the word of God and obey it are his mother and brothers.
8:25	pa23			0	What did the disciples say when Jesus calmed the winds and water?	They said, “Who is this that commands even the winds and the water, and they obey him?”
8:29	av16			0	What did the demons cause the man from the region of the Gerasenes to do?	They made him live without clothes in the tombs, they made him break chains and shackles, and they often drove him into the wilderness.
8:33	i745			0	Where did the demons go after Jesus commanded them to leave the man?	The demons entered into a herd of pigs, which rushed into the lake and drowned.
8:39	z7k5			0	What did Jesus tell the man to go and do?	Jesus told him to go to his house and describe all that God had done for him.
8:48	p21r			0	According to Jesus, what had caused the woman with bleeding to be healed?	She was healed because of her faith in Jesus.
8:55	jgt8			0	What did Jesus do at Jairus’ house?	Jesus raised Jairus’ daughter from the dead.
9:2	u637			0	What did Jesus send the Twelve out to do?	Jesus sent them out to proclaim the kingdom of God and to heal the sick.
9:7	icz0			0	Why was Herod perplexed when he heard about what was happening?	He was perplexed because some said that John the Baptizer had risen from the dead.
9:8	mtis			0	Who else did people think might be causing the things that were happening?	Some said Elijah had appeared, and some said an ancient prophet had risen.
9:13	l3uk			0	What food did the disciples have to feed the crowd?	They had five loaves of bread and two fish.
9:14	nid6			0	How many men were following Jesus in the crowd that was in the desert place?	About 5000 men were in the crowd.
9:16	eg5d			0	What did Jesus do with the five loaves and two fish?	He looked up to heaven, blessed them, broke them into pieces, and gave them to the disciples to give to the crowd.
9:17	k35i			0	How many baskets of leftover food were there?	There were 12 baskets full of leftover food.
9:20	r6in			0	When Jesus asked the disciples who he was, what did Peter answer?	He said, “The Christ from God.”
9:23	zvgf			0	Jesus said that if anyone wants to come after him, he must do what?	He must deny himself, take up his cross daily, and follow Jesus.
9:29	agyq			0	What happened to Jesus’ appearance on the mountain?	The appearance of his face became different, and his clothing flashed as bright as lightning.
9:30	wo95			0	Who appeared with Jesus?	Moses and Elijah appeared with Jesus.
9:35	w8ap			0	What did the voice say from the cloud that overshadowed them?	The voice said, “This is my Son, the one who is chosen; listen to him.”
9:39	dl2i			0	Before Jesus cast out the demon, what did it cause the man’s son to do?	The demon caused him to cry out and have convulsions with foam.
9:44	n9w8			0	What statement did Jesus make to the disciples that they did not understand?	He said, “The Son of Man would be handed over into the hands of men.”
9:48	nspo			0	Who did Jesus say is the one who is great among the disciples?	The one who is least among them is the one who is great.
9:51	e4t5			0	As the days were approaching when Jesus would go up to heaven, what did he do?	He set his face to go to Jerusalem.
9:62	szmh			0	To be fit for the kingdom of God, what must a person not do once he has “put his hand to the plow”?	That person must not look back.
10:4	fmh0			0	What did Jesus tell the 70 not to carry with them?	He told them not to carry a money bag, a sack, or sandals.
10:9	iuct			0	What did Jesus tell the 70 to do in each city?	He told them to heal the sick and to say to the people, “The kingdom of God has come close to you.”
10:12	op7j			0	If a city did not receive those whom Jesus sent to them, what would the judgment be like for that city?	It would be worse for them than the judgment on Sodom.
10:20	ziwo			0	When the 70 returned and reported with joy that they were able to cast out demons, what did Jesus say to them?	He said, “Rejoice that your names are written in the heavens.”
10:21	fjku			0	To whom did Jesus say it was well-pleasing to the Father to reveal the kingdom of God?	It was well-pleasing to the Father to reveal the kingdom of God to those who are untaught, like infants.
10:27	w64k			0	According to Jesus, what does the Jewish law say a person must do to inherit eternal life?	You must love the Lord your God with all your heart, and with all your soul, and with all your strength, and with all your mind, and your neighbor as yourself.
10:31	x812			0	In Jesus’ parable, what did the Jewish priest do when he saw the half-dead man on the road?	He passed by on the other side of the road.
10:32	t8ik			0	What did the Levite do when he saw the man?	He passed by on the other side of the road.
10:34	czk3			0	What did the Samaritan do when he saw the man?	He bound up his wounds, put him on his animal, brought him to an inn, and took care of him.
10:37	ab3v			0	After telling the parable, what did Jesus tell the teacher of the Jewish law to go and do?	Go and show mercy like the Samaritan in the parable.
10:39	ejbf			0	What did Mary do at the same time?	She sat at Jesus’ feet and listened to him.
10:40	njpz			0	How did Martha act when Jesus came to her house?	She was distracted with her serving.
10:42	gnoc			0	Who did Jesus say had chosen the better thing to do?	He said that Mary had chosen the good part that would not be taken away from her.
11:3	x3s1			0	What did Jesus want his disciples to pray would happen to the Father’s name?	He wanted them to pray that the Father’s name would be made holy.
11:4	nxgh			0	As we ask God to forgive our sins, what should we do about other people who sin against us?	We should forgive them just as God has forgiven us.
11:8	u5vi			0	In Jesus’ parable, why did the man get up and give his friend bread at midnight?	Because of his friend’s persistence.
11:13	zda1			0	What will the Father in heaven give to those who ask him?	He will give them the Holy Spirit.
11:15	vyas			0	When they saw him drive out demons, what did some accuse Jesus of doing?	They accused him of driving out demons by Beelzebul, the ruler of demons.
11:20	kpkl			0	By what power did Jesus answer that he drove out demons?	He said he drove out demons by the finger of God.
11:26	kk3v			0	If an unclean spirit leaves a man but then later returns, what will be the final condition of the man?	The final condition of that man will be worse than the first condition.
11:28	f4db			0	When the woman cried out, blessing Jesus’ mother, who did Jesus say was blessed?	Those who hear the word of God and keep it are blessed.
11:32	aci8			0	Jesus said that he was greater than which two Old Testament men?	He is greater than Solomon and Jonah.
11:39	n0tr			0	What did Jesus say the Pharisees were filled with on the inside?	He said they were full of greed and evil.
11:42	efn9			0	What did Jesus say the Pharisees neglected?	They neglected justice and the love of God.
11:46	e2xn			0	What did Jesus say the teachers of the law were doing to other men?	They were burdening men with burdens difficult to carry, but not touching those burdens themselves.
11:50	a7kn			0	For what did Jesus say this generation would be held responsible?	They would be held responsible for all the blood of the prophets shed since the foundation of the world.
11:54	jqg1			0	What did the scribes and Pharisees do after hearing Jesus’ words?	They were lying in wait to trap him in his words.
12:3	y120			0	According to Jesus, what will happen to everything you say in darkness?	It will be heard in the light.
12:5	uwuu			0	Who did Jesus say that you should fear?	You should fear the one who, after he has killed us, has authority to throw you into hell.
12:8	ibxm			0	What will Jesus do for everyone who confesses Jesus’ name before men?	Jesus will confess that person before the angels of God.
12:15	jap9			0	According to Jesus, of what does our life not consist?	Our life does not consist in the abundance of our possessions.
12:18	t13l			0	In Jesus’ parable, what was the rich man going to do because his fields yielded abundantly?	He was going to take down his barns and build bigger ones, and store all his grain and goods there.
12:19	hiid			0	What did the rich man tell himself to do since he had much grain stored up?	He told himself to relax, eat, drink, and be merry.
12:20	sz6u			0	What did God say to the rich man?	He said, “Foolish man, tonight your soul is required of you; and the things you have prepared, whose will they be?”
12:31	g72l			0	Instead of being anxious about the things of life, what did Jesus say we should do?	We should seek the kingdom of God.
12:33	rtvr			0	Where did Jesus say our treasure should be?	Our treasures should be in the heavens.
12:37	h23z			0	According to Jesus, which servants of God are blessed?	Those are blessed who are found watching when Jesus comes.
12:40	yngq			0	Do we know the hour when Jesus will come?	No, he will come when we do not expect him.
12:46	pt7v			0	What happens to the servant who abuses the other servants and is not ready for his master’s return?	The master will cut him in two and appoint a place for him with the unbelievers.
12:48	z0ob			0	What is required of those to whom much is given?	Much is required of them.
12:52	tkcv			0	According to Jesus, what kind of divisions will he bring on the earth?	There will be people in the same house divided against each other.
12:58	hpl2			0	According to Jesus, what should we do before we go with our adversary before the magistrate?	We should make an effort to be released from our obligation before we arrive at the magistrate.
13:3	f9d1			0	Did the Galileans who were killed by Pilate suffer in this way because they were more sinful than the other Galileans?	No, they were not more sinful.
13:8	o1ca			0	In Jesus’ parable, what did the servant want to do with the fig tree that did not bear fruit?	He wanted to dig around it and put manure on it so that it might bear fruit.
13:9	p9ig			0	What would the servant do with the fig tree if it still did not bear fruit after he put manure on it for a year?	If it still did not bear fruit, his master would cut it down.
13:11	za5b			0	In the synagogue, what had caused the woman to be bent over for eighteen years?	A spirit of weakness had caused her to be bent over and unable to stand up straight.
13:14	gq6d			0	Why was the synagogue ruler indignant when Jesus healed the woman?	He was angry because Jesus had healed the woman on the Sabbath.
13:15	vkjh			0	How did Jesus show that the synagogue ruler was a hypocrite?	Jesus reminded him that he would untie his animal on the Sabbath to allow it to drink, yet he was indignant when Jesus released the woman on the Sabbath.
13:19	m29v			0	How is the kingdom of God like a mustard seed?	The kingdom of God starts small like a seed, but then grows into something very large.
13:24	mvua			0	When asked if many would be saved, what did Jesus answer?	He said, “Struggle to enter through the narrow door, because many will seek to enter and will not be able.”
13:28	r4nl			0	What will the people do who are thrown outside and are not able to enter God’s kingdom?	They will wail and grind their teeth.
13:28	je79			0	Who be in the kingdom of God?	Abraham, Isaac, Jacob, the prophets, and many from the east, west, north, and south will be in the kingdom.
13:33	ihpm			0	Where did Jesus say a prophet must be killed?	It is not possible for a prophet to be killed anywhere but in Jerusalem.
13:34	uk84			0	What did Jesus desire to do with the people of Jerusalem?	He desired to gather them the way a hen gathers her brood of chicks.
13:34	zdxk			0	How did the people of Jerusalem respond to Jesus’ desire for them?	They were not willing to be gathered by Jesus.
13:35	oha4			0	What did Jesus prophesy about Jerusalem and its people?	Their house was abandoned, and they would not see Jesus again until they said, “Blessed is he who comes in the name of the Lord.”
14:3	czam			0	What did Jesus ask the experts in the Jewish law and the Pharisees?	He asked them if it was lawful to heal on the Sabbath, or not.
14:4	yqwn			0	What was the experts’ and Pharisees’ answer to Jesus?	They kept silent.
14:5	rh3a			0	How did Jesus show that the experts and Pharisees were hypocrites?	Jesus reminded them that they would help their own son or ox that fell into a well on the Sabbath.
14:11	u4nk			0	What did Jesus say will happen to whoever exalts himself?	The one who exalts himself will be humbled.
14:11	zvck			0	What did Jesus say will happen to whoever humbles himself?	The one who humbles himself will be exalted.
14:14	ntxe			0	According to Jesus, how will a person be rewarded who invites the poor, crippled, lame, and blind into their home?	They will be repaid at the resurrection of the just.
14:18	o6dz			0	In Jesus’ parable of the dinner, what did the people do who were originally invited?	They began to make excuses about why they could not come to the dinner.
14:21	j9b0			0	Who did the master then invite to his dinner?	He invited the poor, the crippled, the blind, and the lame.
14:24	ogwc			0	What did the master then say about those who were first invited to his dinner?	He said that none of them would taste his dinner.
14:26	kmi9			0	According to Jesus, what must his disciples do?	They must hate their own family and life in order to be Jesus’ disciple.
14:27	yhck			0	According to Jesus, what else must his disciples do?	Each disciple must carry his own cross and come after Jesus in order to be his disciple.
14:28	xrcf			0	In Jesus’ example about what it requires to follow him, what must a person do first who desires to build a tower?	That person must count the cost.
14:33	kl2t			0	According to Jesus, what must his disciples do?	They must renounce everything that they possess.
14:35	q666			0	If salt loses its taste, what is done with it?	It is thrown away.
15:4	kf6s			0	In Jesus’ parable, what does the shepherd do who loses one of his 100 sheep?	He leaves the other 99 and goes and finds the lost sheep.
15:5	bcmr			0	In Jesus’ parable, what does the shepherd do when he finds his lost sheep?	He brings it back, rejoicing.
15:8	rayn			0	In Jesus’ parable, what does the woman do who loses one of her ten silver coins?	She diligently searches until she finds it.
15:9	xwq0			0	In Jesus’ parable, what does the woman do when she finds her lost silver coin?	She rejoices with her friends and neighbors.
15:10	zjx8			0	What happens in heaven when one sinner repents?	There is joy before the angels of God.
15:12	tjx8			0	In Jesus’ parable, what request did the younger son make to his father?	He asked his father to immediately give him the wealth that he would inherit.
15:13	jcgn			0	What did the younger son do with his inheritance?	He wasted the money by living recklessly.
15:15	o8hb			0	After his money was gone, what did the younger son do in order to live?	He hired himself out to feed another man’s pigs.
15:18	rjhd			0	When he began to think clearly, what did the younger son decide to do?	He decided to go and confess his sin to his father.
15:19	pfko			0	What did the younger son plan to ask his father to do for him?	He decided ask his father to hire him as one of his servants.
15:20	k49o			0	What did the father do when he saw the younger son coming back home?	His father was moved with compassion, ran to him, and hugged and kissed him.
15:22	n982			0	What did the father quickly do for the younger son?	The father gave him a robe, a ring, and sandals.
15:23	kzi7			0	How did the father celebrate the return of his younger son?	The father had the servants kill the fattened calf so they could eat and celebrate.
15:28	d3im			0	What was the older son’s reaction when he was told about the feast for the younger son?	He was angry and would not go in to the feast.
15:29	xpls			0	What was the older son’s complaint to his father?	The older son complained that he had followed his father’s rules, but had never been given a goat to have a feast with his friends.
15:31	oacm			0	What was the father’s response to the older son?	He said, “Child, you are always with me, and all that is mine is yours.”
15:32	gk62			0	Why did the father say it was proper to have a feast for the younger son?	It was proper to feast because the younger son had been lost and was found.
16:1	tesv			0	What report did the rich man hear about his manager?	He heard that the manager was wasting the rich man’s possessions.
16:5	r9uo			0	What did the manager do just before he was forced to leave his job?	He summoned each one of his master’s debtors.
16:6	wcfw			0	What did the manager do for his master’s first debtor?	He allowed him to reduced his debt.
16:7	u323			0	What did the manager do for his master’s second debtor?	He also allowed him to reduced his debt.
16:8	o750			0	What was the rich man’s response to his manager’s actions?	He praised the manager because he had acted shrewdly.
16:9	cztp			0	What did Jesus tell others to do based on this story?	He said, “Make friends for yourselves by means of worldly wealth, so that when it is gone, they may welcome you into the eternal dwellings.”
16:10	for6			0	What did Jesus say about the person who is faithful with very little?	The person will also be faithful with much.
16:13	l7ey			0	Jesus said we cannot serve two masters. To what two masters was he referring?	We must choose between serving God and serving wealth.
