Reference	ID	Tags	Quote	Occurrence	Question	Response
3:6-7	c55r			0	What does the young woman see coming from the wilderness that is perfumed with myrrh and frankincense and powders?	She sees the portable litter of Solomon coming with 60 warriors around it.
3:8	kasu			0	At what were the warriors good?	The warriors were good with the sword and in warfare.
3:9	c16j			0	What did King Solomon make for himself?	King Solomon made a sedan chair from wood from Lebanon.
3:10	n2g7			0	What did King Solomon’s sedan chair look like?	The chair had posts of silver, a back of gold, a seat of purple cloth, and was decorated and made comfortable with love from the daughters of Jerusalem.
3:11	qmcu			0	At what does the young woman want the women of Jerusalem to look?	She wants them to look at King Solomon.
3:11	b4y0			0	What was King Solomon wearing on his marriage day?	He wore a crown with which his mother crowned him on his marriage day.
4:1	uui2			0	How does the woman’s lover describe her eyes?	Her eyes are as doves behind her veil.
4:1	pyvp			0	How does the woman’s lover describe her hair?	Her hair is like a flock of goats hopping down Mount Gilead.
4:2	lr74			0	How does her lover describe her teeth?	Her teeth are like a flock of newly shorn and washed sheep, two of each and none missing.
4:3	uw0k			0	What does the woman’s beloved say about her lips and mouth?	He says that her lips are like a thread of scarlet and that her mouth is lovely.
4:3	nzb1			0	How does the woman’s beloved describe her cheeks?	He describes her cheeks as being like pomegranate halves behind her veil.
4:4	lejg			0	How does the woman’s beloved describe her neck?	He describes her neck as the tower of David built in rows of stone with a thousand soldiers’ shields hanging on it.
4:5	z789			0	How does the woman’s beloved describe her two breasts?	He describes her two breasts as two fawns, twins of a gazelle, grazing among the lilies.
4:6	rn57			0	Where will her lover go until dawn comes and the shadows flee?	He says he will go to the mountain of myrrh and the hill of frankincense.
4:7	vofp			0	In what way is his love beautiful?	She is beautiful in every way.
4:7	twmi			0	What does his beautiful love not have?	His beautiful love does not have any blemish.
4:9	j4su			0	What does Solomon call his bride?	Solomon calls her his sister.
4:10	mfbw			0	What does Solomon say the love of his wife is better than?	Solomon says her love is better than wine.
4:10	hsfs			0	What is the smell of her perfume better than?	The smell of her perfume is better than any spice.
4:11	pdtr			0	With what does he say his bride’s lips drip, and what is under her tongue?	He says his bride’s lips drip with nectar, and she has honey and milk under her tongue.
4:11	fy1q			0	What does the woman’s clothes smell like?	Her clothes smell like the fragrance of Lebanon.
4:12	v9ds			0	What kind of garden and what kind of spring does Solomon say his sister, his bride, is like?	Solomon says she is like a garden locked up and a spring that is sealed.
4:13-14	crq6			0	To what does he liken the woman’s shoots?	He likens her shoots to a grove of pomegranate trees with choice fruit and plants and all the finest spices.
4:15	rtha			0	With what kinds of water does Solomon describe his lover?	He describes her as a garden spring, a well of fresh water, and streams flowing down from Lebanon.
4:16	oav0			0	On what does the young woman want the north and south winds to blow and why?	She wants the north and south winds to blow on her garden so that its spices would give off their fragrance.
4:16	vtra			0	What does she want her beloved to do and to eat?	She wants her beloved to come into his garden and to eat some of its choice fruit.
5:1	egc9			0	Where has Solomon come?	Solomon has come into his garden.
5:2	xzsj			0	Of what is Solomon’s bride dreaming?	She is dreaming of her beloved’s knocking and talking.
5:3	b7ak			0	What has Solomon’s beloved already done?	She has already taken off her robe and washed her feet.
5:4	ex2d			0	Where had Solomon put his hand?	Solomon had put his hand through the opening of the door latch.
5:5	nqtx			0	With what were the bride’s hands dripping when she opened the door?	Her hands were dripping with moist myrrh.
5:6	ocv9			0	What did the bride find when she opened the door and how did she feel?	She found that her beloved had turned and gone, so her heart sank and she became sad.
5:7	qanf			0	What did the watchmen do when they found Solomon’s bride?	They struck and wounded her and took away her veil.
5:8	mfws			0	What does the bride ask the women of Jerusalem to promise?	She asks the women of Jerusalem to promise that if they find her beloved they will tell him she is lovesick for him.
5:8	kqzc			0	How does the young woman’s beloved make her feel?	The young woman’s beloved makes her feel sick with love.
5:9	eda8			0	What do the young women ask of the bride?	They ask her how and why her beloved is better than another beloved.
5:10	tbiu			0	How does the young woman describe her beloved?	She describes him as radiant, ruddy, and outstanding.
5:11	tazy			0	How does the woman describe her beloved’s head and hair?	She describes his head as pure gold and his hair as curly and black.
5:12	kixv			0	How does the woman describe her beloved’s eyes?	She describes his eyes like doves washed in milk.
5:13	n7zy			0	How does Solomon’s bride describe his cheeks and lips?	She describes his cheeks like spice gardens and his lips like myrrh-soaked lilies.
5:14	u1uz			0	How does the woman describe her beloved’s arms and abdomen?	She describes his arms as rods of gold with topaz and his abdomen as a plate of ivory covered with sapphires.
5:15	ypky			0	How does the woman describe her beloved’s legs and his appearance?	She describes his legs as marble pillars with gold bases and his appearance like Lebanon, as special as the cedars.
5:16	voqe			0	How does Solomon’s bride describe her beloved’s mouth and Solomon himself to Jerusalem’s daughters?	She describes his mouth as most sweet and that Solomon is most desirable.
6:1	z9n8			0	What questions do the women of Jerusalem ask of the young woman?	They ask her where her beloved has gone and whether they can go with her to look for him.
6:1	qpwg			0	For what did the young women want to seek?	The young women wanted to seek for the young woman’s beloved.
6:2	g745			0	What does the young woman say her beloved was doing?	The young woman said he was in his spice gardens to graze in the garden and to gather lilies.
6:3	pexd			0	To whom do the young woman and her lover belong?	The young woman and her lover belong to each other.
6:3	rgj3			0	Where does the young woman’s lover graze?	The young woman’s lover grazes among the lilies.
6:4	aksf			0	What two cities does the woman’s lover use to describe her?	He describes her as two cities, Tirzah and Jerusalem.
6:4	as68			0	How does her beloved feel about her?	He feels that she is completely beautiful and lovely, but also awe-inspiring.
6:5	bdre			0	Why does the woman’s lover want her to turn her eyes away from him?	The woman’s lover wants her to turn her eyes away from him because her eyes excite him.
6:5	p5hg			0	How does the woman’s lover describe her hair?	He describes her hair as a flock of goats descending the slopes of Mount Gilead.
6:6	m6pm			0	How does her lover describe her teeth?	He describes her teeth as a flock of ewes, each with twins and none missing, coming up from the washing place.
6:7	r72i			0	How does her lover describe her cheeks?	Her lover describes her cheeks as pomegranate halves behind her veil.
6:8	i7zx			0	How many other women does the woman’s lover say there may be?	He says there may be 60 queens, 80 concubines, and young women without number.
6:9	uhu7			0	How does the woman’s lover describe his dove?	The woman’s lover describes her as pure, the only one, and the special and favorite daughter of her mother.
6:9	k32n			0	What did the queens and the concubines say about her when they saw her?	The queens and concubines called her blessed, and they praised her.
6:10	mrmw			0	How does the woman’s lover describe her?	The woman’s lover describes her like the dawn, the moon, the sun, and as completely awesome.
6:11	m082			0	Why did the woman’s lover go into the grove of nut trees?	The woman’s lover went into the grove of nut trees to see if the vines had budded and the pomegranates were in bloom.
6:12	a7d9			0	How did the woman’s lover feel?	The woman’s lover felt as though he were riding in the chariot of a prince.
6:13	nd2b			0	What did the woman’s lover want her to do?	The woman’s lover wanted her to turn back to him.
6:13	ajyb			0	Why does the woman’s lover want her to turn to him?	The woman’s lover wants her to turn to him so that he might gaze on her.
6:13	mybs			0	What does the man ask the other people?	He asks why they look at her as if mesmerized by a dancer.
7:1	waby			0	How does Solomon describe his lover’s feet in her sandals and the curves of her thighs?	He describes her feet in her sandals as beautiful and the curves of her thighs like the work of a craftsman.
7:2	a73z			0	How does Solomon describe his love’s navel and belly?	Solomon describes his love’s navel as a round bowl which never lacks spiced wine and her belly as a mound of wheat surrounded with lilies.
7:3	i59u			0	How does Solomon describe his lover’s two breasts?	Solomon describes her two breasts like two fawns, twins of a gazelle.
7:4	xw0h			0	How does Solomon describe his lover’s neck, eyes, and nose?	Solomon describes her neck as an ivory tower, her eyes like a pool, and her nose like the tower of Lebanon.
7:5	xcpx			0	How does Solomon describe his lover’s head and hair?	Solomon describes her head like Mount Carmel and her hair like purple, captivating him.
7:7	hy8t			0	How does Solomon describe his lover and her breasts?	He describes her height as a date palm tree and her breasts as date clusters.
7:8	kbdw			0	What does he also want his lover’s breasts and breath to be like?	He also wants his lover’s breasts to be like date clusters and her breath to be sweet like dates and the smell of an apple.
7:9	iu8k			0	What does he want his lover’s mouth to be like?	He wants her mouth to be like the best wine.
7:10	zgw1			0	To whom does the young woman belong and whom does he desire?	The young woman belongs to her beloved, and her beloved desires her.
7:11	t5h6			0	Where does the young woman want her beloved to go with her?	She wants him to go into the countryside to spend the night in the villages.
7:12	lnc4			0	Why does she want her beloved to rise early?	She wants him to rise early to see if the vines in the vineyards have budded and if the pomegranates have begun blooming.
7:12	y6on			0	What does she say she will give to her beloved when they get to the vineyards?	She says she will give him her love.
7:13	d46g			0	What does she say the mandrakes would do?	She says the mandrakes would give off their fragrance.
7:13	ayne			0	What does she say was at the door where she and her lover were staying?	She says that at the door where they were staying there were all sorts of choice fruits, new and old, that she had stored up for him.
8:1	dnlh			0	What does the woman wish that her lover was like and why?	She wishes he were like her brother so that she could kiss her lover at any time and no one would despise her.
8:2	ksh6			0	Where would the woman have liked to bring her lover?	She would have liked to bring him to her mother’s house.
8:3	xkmh			0	What were her lover’s left and right hands doing?	His left hand was holding her head and his right hand was embracing her.
8:4	sk0u			0	What does the woman want Jerusalem’s women to promise?	The woman wants Jerusalem’s women to promise that they would not stir up love before its proper time.
8:5	jnlm			0	What do the women of Jerusalem ask?	They ask who is coming up from the wilderness, leaning on her beloved.
8:5	zdcq			0	What did the young woman tell her lover when she woke him under the apple tree?	She told him that his mother had conceived and given birth to him under the apple tree.
8:6	nbql			0	What does the young woman want her lover to do and why?	She wants him to set her as a seal over his heart, because love is as strong as death, and jealousy flashes like a hot flame.
8:7	jbpi			0	What could not stop love?	Floods of water could not put out the fire of love.
8:8	dued			0	What does the woman’s brothers say about their little sister?	They said that her breasts had not yet grown and that they wondered what they would do for her when she is promised in marriage.
8:9	zldu			0	What would the woman’s brothers do if she were a wall?	If she were a wall, they would build a tower of silver on her.
8:9	r6bj			0	What would the woman’s brothers do if she were a door?	If she were a door, they would cover her with boards of cedar.
8:10	u41y			0	How did the young woman describe herself?	She described herself as a wall with breasts large like towers, and completely mature.
8:11	wyn6			0	What did the young woman say that Solomon did with his vineyard at Baal Hamon?	Solomon leased his vineyard to those who would take care of it.
8:12	zm31			0	What does the young woman say about her own vineyard and those who maintained it?	She said the 1000 shekels that it brought belonged to Solomon and that those who maintained it would get 200 shekels.
8:13	ga8b			0	What did the woman’s lover say to her who lived in the gardens, about what his friends, as well as he, wanted to hear?	He said that his friends, as well as he, wanted to be the ones to hear her voice.
8:14	k16v			0	What does the young woman want her beloved to do and to be like?	She wants her beloved to hurry and to be like a deer.
