Reference	ID	Tags	Quote	Occurrence	Question	Response
3:21	jk14			0	What did Abner tell David he planned to do?	Abner said he would gather all of Israel to David so they could make a covenant with him, and so David could reign over all that he desired.
3:23	vn40			0	How did David and Abner part ways?	David sent Abner away, and he went in peace.
3:25	jgzv			0	What did Joab accuse Abner of doing?	Joab accused Abner of coming to deceive David and to learn all about his plans.
3:27	ooay			0	What did Joab do after he had Abner brought back to Hebron?	To avenge the death of his brother Asahel, Joab took Abner aside to the middle of the gate and struck him in the stomach, and he died.
3:29-30	yptl			0	Why did David curse Joab for murdering Abner?	Joab and Abishai his brother had murdered Abner because he had killed Asahel their brother at Gibeon in the battle. They should not have taken revenge.
3:29	qvzs			0	After Joab killed Abner, what curse did David pronounce on Joab’s family?	David pronounced a curse that the guilt for Abner’s blood would be on Joab and his father’s house forever. He asked that there will always be someone in Joab’s family who has sores or who is a leper or who cannot walk without a crutch or who dies in battle or who does not have enough food to eat.
3:31	r2xy			0	What did David tell Joab and all the people with him to do?	David told them to tear their clothes, put on sackcloth, and mourn for Abner.
3:35	ir96			0	What did David swear when the people urged him to eat?	David swore an oath that he would not taste bread or anything else for the rest of this day.
3:37	dmt2			0	What did all the people of Israel understand from David’s mourning for Abner?	They understood that the king had not wanted Joab to kill Abner.
3:38	bxru			0	What did the king say to his servants about Abner?	The king told his servants that a commander and a great man had fallen that day in Israel.
3:39	wjad			0	What did David hope for the sons of Zeruiah?	David hoped that Yahweh would repay the evildoer according to his evil.
4:1	ybqy			0	What caused Ishbosheth’s hands to become weak?	When Ishbosheth heard that Abner was dead in Hebron, his hands became weak.
4:2	smmc			0	What were the names of two of Ishbosheth’s commanders?	The names of two of his commanders were Baanah and Rechab.
4:4	v49z			0	What was the name of Jonathan’s son who was crippled in his feet?	The name of Jonathan’s son who was crippled in his feet was Mephibosheth.
4:6	p0y5			0	How did Rechab and Baanah get into Ishbosheth’s house?	They went into the middle of the house as if they were getting wheat.
4:7	nys9			0	What did Rechab and Baanah do once they were inside Ishbosheth’s house?	They went to his private bedroom and they stabbed and killed him as he was lying asleep on his bed, and then they removed his head.
4:8	v3xc			0	Where did Rechab and Baanah go after they killed Ishbosheth?	They brought the head of Ishbosheth to David at Hebron.
4:11	jt0q			0	What did David say about Rechab and Baanah?	David said they were wicked men who had murdered a righteous man in his own house on his bed.
4:12	tp7z			0	On David’s orders, what did the young men do to Rechab and Baanah?	The young men killed Rechab and Baanah, cut off their hands and feet, and hung them beside the pool at Hebron.
4:12	frd3			0	What did David have done with the head of Ishbosheth?	David had the head of Ishbosheth buried in Abner’s grave in Hebron.
5:2	kyk0			0	What did the tribes of Israel say Yahweh had promised David?	They said Yahweh had promised that David would shepherd his people Israel and become their ruler.
5:3	wfx8			0	Who came to Hebron, made a covenant with David, and anointed him king over Israel?	All the elders of Israel came to Hebron, made a covenant with David, and anointed him king over Israel.
5:5	v1vg			0	How many years did David reign in Jerusalem over all Israel and Judah?	David reigned in Jerusalem for 33 years over all Israel and Judah.
5:6-7	eu5e			0	By what other names was Jerusalem called?	The stronghold of Zion was also called the City of David.
5:6-7	ozj5			0	From whom did David capture the stronghold of Zion?	David captured the stronghold of Zion from the Jebusites.
5:10	g0zz			0	Why did David become greater and greater?	David became greater and greater because Yahweh, the God of Armies, was with him.
5:11	ayrp			0	What did Hiram, king of Tyre, send to David?	Hiram sent messengers, cedar trees, carpenters, and stonemasons to David to build a house for David.
5:14-16	i4ub			0	How many sons were born to David in Jerusalem?	Eleven sons were born to David in Jerusalem.
5:17	zdnu			0	What did the Philistines do when they heard that David had been anointed king over Israel?	When the Philistines heard David had been anointed king, they marched toward Jerusalem to try to capture David.
5:19	g6k9			0	What did Yahweh tell David when David asked if he should attack the Philistines?	Yahweh told David to go up because he would definitely enable David’s army to defeat them.
5:20	yq2q			0	Where did David attack the Philistines, and what was the outcome?	David attacked the Philistines at Baal Perazim and defeated them there.
5:23	pmbh			0	When the Philistines came up a second time, how did Yahweh tell David to attack them?	Yahweh told David not to go up to attack them from the front, but to circle around behind them and attack from opposite the balsam trees.
5:24	j2jh			0	What sound did Yahweh tell David to listen for before attacking the Philistines?	Yahweh told David to attack when he heard the sound of marching in the tops of the balsam trees.
5:25	pxhm			0	What was David’s response to Yahweh’s command?	David did just as Yahweh had commanded him.
5:25	qvvw			0	What was the outcome of this battle against the Philistines?	David’s soldiers defeated the Philistine soldiers and chased them from the city of Geba all the way west to the city of Gezer.
6:1-2	u32q			0	Why did David gather all the chosen men of Israel?	David gathered the chosen men of Israel to bring up the Box of God from Baalah of Judah.
6:3	lmkw			0	On what did they set the Box of God?	They set the Box of God on a new cart pulled by two oxen.
6:3	l55f			0	Who was guiding the new cart?	Uzzah and Ahio, the sons of Abinadab, were guiding the new cart.
6:6	f7ge			0	What happened at the threshing floor of Nacon?	The oxen stumbled, and Uzzah reached out to steady the Box of God.
6:7	wrsm			0	What did God do in response to Uzzah’s action?	God became angry and struck Uzzah for his fault, and Uzzah died there by the Box of God.
6:8-9	wcqj			0	How did David feel about what Yahweh had done to Uzzah?	David was angry because Yahweh had broken out against Uzzah. Then David became afraid of Yahweh, and he said that it was too dangerous for him to try to bring the sacred chest to where he lived in Jerusalem.
6:10-11	yt1r			0	What did David do with the Box of God after Uzzah died?	David decided not to bring the sacred chest to the City of David. Instead, he had the people take it into the house of Obed Edom, there by the road.
6:12	cpqz			0	Why did David bring the Box of God from Obed Edom’s house to the City of David?	David brought it because he was told that Yahweh had blessed the house of Obed Edom because of the Box of God.
6:14	cye1			0	What did David do as the Box of God was being brought up?	As the Box of God was being brought up, David, wearing a linen ephod, danced before Yahweh with all his strength.
6:16	jgnp			0	What was Michal’s response when she saw King David leaping and dancing before Yahweh?	When Michal saw King David leaping and dancing before Yahweh, she despised him in her heart.
6:17	jsls			0	After the Box of Yahweh was set in its place, what offerings did David make to Yahweh?	David offered burnt offerings and peace offerings to Yahweh.
6:19	s0xu			0	What did David distribute to all the people?	He distributed a cake of bread, a date cake, and a raisin cake to each person.
6:20	za6z			0	What did Michal say to David when he returned home?	She sarcastically asked how the king of Israel had honored himself by uncovering himself before the eyes of his servants’ female servants, like a worthless person.
6:21-22	eso0			0	What was David’s response to Michal’s rebuke?	David said that he celebrated before Yahweh, who chose him as leader. He said he would humble himself even more, and that the female servants would honor him.
7:1	ecsy			0	What did Yahweh give David?	Yahweh gave David rest from all his surrounding enemies.
7:2	th5e			0	What did the king say to Nathan the prophet?	The king said to Nathan that he was living in a house of cedar, but the Box of God was dwelling in a tent.
7:3-4	p05s			0	What did Nathan tell David before the word of Yahweh came to him?	Nathan told David to do all that was in his heart, because Yahweh was with him.
7:7	qcjm			0	What question did Yahweh ask about the leaders of Israel?	Yahweh asked if he had ever commanded one of the leaders of Israel to build him a house of cedars.
7:8-9	fdhg			0	What did Yahweh say he had done for David?	Yahweh said he took David from the pasture to be ruler over Israel, had been with him everywhere, and had cut off all his enemies from before him.
7:10	q9n5			0	What did Yahweh say he was going to do for Israel?	Yahweh said he had established a place for them and will plant them so they could live in their own place and not be afflicted by wicked people anymore.
7:12-13	l1qo			0	Who did Yahweh say would build a house for his name?	Yahweh said he would raise up David’s own offspring after him, and that offspring would build a house for his name.
7:16	vwik			0	What did Yahweh say about David’s house and kingdom?	Yahweh said David’s descendants would continually rule the kingdom of Israel after him.
7:18-20	sfrq			0	After Nathan told David all the words Yahweh had said, what did David do?	David went in and sat before Yahweh and prayed to him.
7:20	y34w			0	After hearing the prophecy, what did David say about Yahweh?	David said that Yahweh knew his servant so well.
7:21	x5e8			0	Why did David say Yahweh had done this great thing and revealed it to him?	David said Yahweh had done it for the sake of his word and according to his own heart.
7:23	o9vb			0	Why did God go to redeem Israel?	God redeemed Israel to make them a people for himself and to make a name for himself.
7:27	rpbx			0	Why did David say he had been bold enough to pray like this to Yahweh?	David said he found the heart to pray because Yahweh had revealed that he would build a house for David.
7:28	hw7v			0	What did David say about Yahweh’s words?	David said that Yahweh’s words are true.
7:29	bvc8			0	What did David ask Yahweh to do?	David asked Yahweh to be pleased to bless his house so that it would continue forever before him.
8:1	edwp			0	What did David gain by attacking and subduing the Philistines?	They captured Metheg Ammah and made the Philistines subject to the Israelites.
8:2	elho			0	How did David decide which Moabite soldiers would live or die?	He made them lie on the ground and measured them with a rope, measuring two rope lengths to be killed and one full rope length to be kept alive.
8:2	fzrh			0	What happened to the Moabites who were left alive?	The rest of the Moabites had to accept David as their ruler. Every year they had to give him the payment that he demanded.
8:3-4	nsre			0	What did David capture from Hadadezer?	David captured from him 1,700 horsemen and 20,000 men on foot.
8:5	stsv			0	What did David do to the Arameans of Damascus when they came to help Hadadezer?	David struck 22,000 men among the Arameans.
8:6	fujx			0	Why was David victorious?	Each time David led his soldiers into battle, Yahweh enabled them to win victories over their enemies.
8:10	t07b			0	What did Toi, king of Hamath, do when he heard that David had defeated Hadadezer’s army?	Toi sent his son Joram to greet and bless David, and Joram brought vessels of silver, gold, and bronze.
8:11	xzr7			0	What did David do with the silver and gold from the nations he had subdued?	David consecrated the silver and gold to Yahweh.
8:13	c2k4			0	Where did David strike the Arameans?	David killed 18,000 Arameans in the Valley of Salt.
8:15	r2mf			0	What did David do for all his people?	David did justice and righteousness for all his people.
8:18	vrgi			0	How did David’s sons serve his kingdom?	David’s sons were his advisors.
9:1	qv7k			0	Why did David want to show covenant faithfulness to anyone left in Saul’s house?	David wanted to show covenant faithfulness for the sake of Jonathan.
9:3	yexz			0	How did Ziba answer the king when he was asked if anyone was left in Saul’s house?	Ziba told the king that one son of Jonathan was still alive but not able to walk.
9:6	s1q6			0	Who was left in Saul’s house?	Mephibosheth, the son of Jonathan, the son of Saul, was left.
9:7	j9hk			0	What kindness did David show Mephibosheth for Jonathan’s sake?	David restored to Mephibosheth all the land of his grandfather Saul, and he had Mephibosheth eat meals with his family continually.
9:10	fg0p			0	What did David tell Ziba to do for Mephibosheth?	David told Ziba that he, his sons, and his servants were to work the land for Mephibosheth and bring in the harvest.
9:13	tjbi			0	Where did Mephibosheth live after David showed him kindness?	Mephibosheth lived in Jerusalem because he ate meals with David’s family in the palace.
9:13	dxtt			0	What physical problem did Mephibosheth have?	Mephibosheth was lame in both of his feet.
10:1	dt8k			0	Who became king of the Ammonites after the former king died?	Hanun his son became the new king.
10:2	gvji			0	How did David show kindness to Hanun?	David sent his servants to console Hanun concerning the death of his father.
10:3	rx2w			0	What did the Ammonite commanders say about David’s show of kindness to Hanun?	The commanders told Hanun that David had sent his servants to explore the city in order to spy on it and overthrow it.
10:4	dpsr			0	What did Hanun do to David’s servants?	He commanded his soldiers to seize David’s officials and insult them by shaving off one side of their beards and cut off the lower part of their robes so that their buttocks would show. Then he sent them back to Israel.
10:6	aq0c			0	Why did the Ammonites hire soldiers from other nations?	The Ammonites hired soldiers because they saw that they had greatly insulted David.
10:6-8	z0si			0	Where did the Ammonites and their hired soldiers position themselves for battle?	The Ammonites formed a battle line at their city gate, while their hired soldiers from Aram, Tob, and Maacah were by themselves in the field.
10:7	d5j2			0	What did David do when he heard that the Ammonites had hired soldiers?	When David heard of it, he sent Joab and all the army of mighty men to fight against them.
10:9-10	gr2n			0	How did Joab prepare for the battle?	Joab chose some of the best men of Israel and arrayed them to meet the Arameans, and he put the rest of the people in the hand of his brother Abishai to meet the Ammonites.
10:14	n73m			0	What did the Ammonites do when they saw that the Arameans had fled from Joab?	When the Ammonites saw that the Arameans had fled, they also fled from Abishai and went into the city.
10:15-16	ki85			0	What did the Arameans do when they saw they had been defeated by Israel?	The Arameans gathered themselves together again at Helam, and Hadadezer sent for many troops from Aramean kingdoms beyond the Euphrates River.
10:17	z7fd			0	What did David do when he heard that the Arameans had gathered again?	David gathered all Israel, crossed the Jordan, and came toward Helam to fight the Arameans.
10:19	k3ei			0	What did all the kings who were servants of Hadadezer do when they saw they were defeated by Israel?	They made peace with Israel and served them. The Arameans would not help the Ammonites anymore after that, because they were afraid of Israel.
11:1	b9rx			0	When did kings normally go out to war?	Kings normally went out to war at the return of the year, in the spring.
11:1	x99e			0	Where was King David at this time?	David sent out his commander Joab with his officers and the rest of the Israelite army, but David himself stayed in Jerusalem.
11:2-3	g4cz			0	Who did David see one evening when he was walking on the roof of his palace?	David saw a very beautiful woman bathing, and her name was Bathsheba.
11:3	rq0a			0	Who was Bathsheba’s husband?	Bathsheba’s husband was Uriah the Hittite.
11:4-5	b8im			0	What did David do with Bathsheba?	David sent for her, he had sexual relations with her, and she became pregnant.
11:6	zyc1			0	After David found out Bathsheba was pregnant, what did he do?	He told Joab to send Uriah the Hittite to him.
11:8	ndkj			0	When Uriah came to David, what did David try to get him to do?	David tried to get Uriah to go down to his house and relax for a while.
11:9	di80			0	What did Uriah do after David told him to go to his house?	Uriah did not go to his house, but instead slept at the entrance of the king’s house with all the servants of his master.
11:11	ybx4			0	Why did Uriah say he would not go to his own house?	Uriah said he would never go to his house to eat, drink, and lie with his wife while the Box, Israel, and Judah were dwelling in tents, and Joab and his men were camping in the open field.
11:15	ca9b			0	What did David’s letter to Joab say?	The letter said to put Uriah in the front of the strongest battle and then to retreat from him so he would be struck and die.
11:19-20	bbrz			0	What did Joab think might happen when his messenger brought news of the war to David?	Joab thought David might become angry because he had allowed the Ammonites to kill some of his soldiers.
11:20	qjy5			0	What news did Joab think David might be angry about?	Joab thought David might be angry that soldiers got so close to the city to fight because the Ammonite soldiers would shoot arrows at them from the top of the city wall.
11:21	yaaw			0	What did Joab tell the messenger to say if David got angry?	Joab told the messenger to say that his servant Uriah the Hittite was also dead.
11:25	qm51			0	What did David tell the messenger to say to Joab?	David told the messenger to encourage Joab by telling him to not feel badly since no one ever knows who might die in a battle. David advised him to strengthen his battle against the city and destroy it.
11:26	q6b1			0	What did Uriah’s wife do when she heard that her husband was dead?	When she heard her husband was dead, she mourned for him.
11:27	mi20			0	What happened to Bathsheba?	After her mourning passed, David sent for her, and she became his wife, and she bore him a son.
11:27	mkpz			0	Who was displeased with what David had done?	Yahweh was very displeased with what David had done.
12:1	rsmr			0	Why did Nathan go to David?	Nathan went to David because Yahweh sent him.
12:1-3	tfvh			0	What was Nathan’s story about?	The story was about a rich man with many flocks and herds and a poor man who had only one little ewe lamb that was like a daughter to him.
12:4	p04o			0	What did the rich man do with the poor man’s lamb?	When a traveler came to the rich man, he took the poor man’s lamb and prepared it as a meal for his guest.
12:5	mejl			0	What was David’s reaction to Nathan’s story?	David was very angry and said that he wanted to execute the man who did that.
12:7	y72t			0	What did Nathan tell David after David reacted in anger?	Nathan told David, “You are the man.”
12:9	aqvm			0	What did Yahweh say David had done?	Yahweh said David had struck Uriah the Hittite with the sword, had taken his wife to be his own wife, and had murdered him with the sword of the Ammonites. Yahweh said that David did not take seriously what he commanded when he said that his people must not commit adultery or murder. David did things that Yahweh considers to be very evil!
12:10-11	cmbp			0	What did Yahweh say would happen because David despised him and took Uriah’s wife?	Yahweh said that he would make someone from David’s own family cause disaster for him. Yahweh would take David’s wives away from him and give them to that person instead. He will have sexual relations with them in public.
12:13	vq6z			0	After he confessed his sin, what did Nathan say would happen to David?	Nathan told David that Yahweh had taken away his sin and that he would not die.
12:14	rzfb			0	What did Nathan say would happen to the son born to David?	Nathan said that because David had shown great contempt for Yahweh by doing this, the son born to him would surely die.
12:16-17	erte			0	What did David do when the child was very sick?	David prayed to God that the child would not die, fasted, and went in and slept on the floor of his room.
12:18	dtee			0	When did the child die?	The child died on the seventh day.
12:20	x1gp			0	What did David do once he knew the child was dead?	David arose from the ground, washed and anointed himself, changed his clothes, and went to the house of Yahweh and prostrated himself. Then he asked his servants for food and he ate it.
12:23	bk4y			0	Why did David stop fasting after the child died?	David reasoned that there was no reason to fast since he could not bring the child back again.
12:25	eijb			0	Why did Yahweh send word through Nathan to name the new son Jedidiah?	Yahweh said to name him Jedidiah because of Yahweh.
12:26	bfbo			0	Against whom was Joab fighting at this time?	Joab was fighting against Rabbah of the sons of Ammon.
12:28	ymk7			0	Why did Joab tell David to gather the rest of the army and capture the city?	Joab did not want to capture the city himself, because if he did, it would renamed to honor him and not King David.
12:31	kav9			0	What did David make the people of Rabbah do after he captured the city?	David brought out the people and set them to work with saws, iron picks, and iron axes. David’s troops also forced them to make bricks.
13:1	mls7			0	To whom was Amnon, the son of David, attracted?	Amnon loved his beautiful half-sister Tamar, who was the sister of Absalom.
13:4	wary			0	How did Amnon respond when Jonadab asked him why he was so weak?	Amnon told Jonadab that he loved Tamar, his brother Absalom’s sister.
13:6	k7e6			0	What did Amnon do to get to see Tamar?	Amnon pretended to be sick, and when David came to see him, he asked David to let Tamar come and make food for him so he could eat from her hand.
13:11	kodi			0	What did Amnon do when Tamar came to feed him?	When Tamar came to feed him, he seized her and told her to come and lie with him.
13:12-14	mdg8			0	What did Amnon do when Tamar begged him not to force her?	He refused to do what she said he should do. He was stronger than she was, so he forcibly had sexual relations with her.
13:15	iefq			0	How did Amnon feel toward Tamar after he raped her?	Amnon hated her with a very great hatred that was greater than the love with which he had loved her.
13:15	ywkl			0	What did Amnon command Tamar to do?	Amnon commanded Tamar to leave.
13:17	dci6			0	What did Amnon order his servant to do?	He ordered his servant to send Tamar outside and to lock the door behind her.
13:19	v1i2			0	What did Tamar do after she was put out of Amnon’s room?	Tamar tore the long robe that she was wearing. She put ashes on her head, and she put her hand on her head. As she went away, she kept screaming.
13:21	aacn			0	What was King David’s response when he heard about these things?	When King David heard all these things, it made him very angry, but he did nothing about it.
13:22	l2b8			0	How did Absalom feel toward Amnon after he raped Tamar?	Absalom hated Amnon because he had humbled his sister Tamar.
13:23-24	smul			0	Whom did Absalom invite to visit him at Baal Hazor?	Absalom invited the king and all the king’s sons to visit him.
13:25	ayw9			0	What did the king say in response to Absalom’s invitation?	The king said they should not all go because they would be a heavy burden to Absalom.
13:26	v7qp			0	What did David say when Absalom asked him to let Amnon go with them?	But the king replied, “You do not need to invite him to the celebration either.”
13:27	e4bt			0	Who went with Absalom?	Absalom urged David, so he sent Amnon and all the king’s sons with him.
13:28	ibz8			0	What did Absalom command his servants to do to Amnon?	Absalom commanded his servants to kill Amnon when Amnon began to be drunk with wine.
13:29	q3rc			0	What did the king’s sons do after Absalom’s servants killed Amnon?	All the king’s sons arose, and they got onto their mules and escaped by riding away fast.
13:30	mi7u			0	What was the first news David heard about the incident?	The first report to David said that Absalom had killed all the king’s sons and not one was still alive.
13:32	z0hf			0	What did Jonadab say had happened and why?	Jonadab said that only Amnon is dead. Absalom has been determined to kill him ever since the day that Amnon raped his sister Tamar.
13:37	luah			0	Where did Absalom go after having Amnon killed?	Absalom fled to Talmai, the son of Ammihud, king of Geshur.
13:38	vexl			0	How long was Absalom in Geshur?	Absalom was in Geshur for three years.
13:39	h5po			0	What did King David intend to do?	King David had intended to attack Absalom and punish him for killing Amnon.
14:1-2	b2xk			0	What did Joab do when he knew the king’s heart was against Absalom?	Joab sent to Tekoa and brought a wise woman from there to act as if she had been in mourning for a long time.
14:2-3	ns0m			0	What did Joab want the wise woman to do?	Joab wanted the wise woman to pretend to be a mourner and to go speak to the king the words Joab told her to say.
14:5	ftve			0	When the wise woman went to the king, whom did she say she was?	The wise woman told the king she was a widow.
14:6	xtdr			0	What did the wise woman tell the king her two sons had done?	She told the king that her two sons fought in a field, and one struck the other and killed him.
14:7	jmgp			0	What did the wise woman tell the king she was afraid would happen to her remaining son?	She said she was afraid the whole clan would kill her remaining son, destroying her heir and leaving no descendants to preserve her family’s name.
14:11	cdk5			0	Why did the wise woman ask the king to remember Yahweh his God?	She asked the king to remember Yahweh so that the avenger of blood would not destroy her son.
14:11	sc8k			0	Who did the king swear by when he told the woman that not one hair of her son would fall to the ground?	The king swore by the life of Yahweh.
14:13	c663			0	Why did the woman say the king had been doing the wrong thing?	The woman said the king was acting badly because he had not brought back his own banished son.
14:14	odxs			0	What did the woman say God does instead of taking away life?	She said that God forgives people who have sinned against him so that they can once more be in a good relationship with him.
14:15-16	vd8s			0	Why did the woman say she came to speak to the king?	She said she came because the people had frightened her, and she hoped the king would listen and deliver her.
14:17	n357			0	What did the woman say about the king?	She said that what the king says will comfort her, because he is like an angel of God, and he knows how to determine what is right and what is wrong.
14:19	kc5c			0	What did the king ask the woman?	The king asked the woman if Joab arranged for her to do all this.
14:20	y5c1			0	Why did Joab have the woman go to the king?	Joab did that to try to get David to feel differently about this matter.
14:22	eb2o			0	What did Joab do when the king told him to bring Absalom back?	Joab lay facedown on the ground in honor and gratitude to the king.
14:24	rehg			0	What instructions did the king give about Absalom?	The king said that Absalom could return to his own house but could go and speak with the king.
14:25-26	kjhe			0	What was notable about Absalom’s appearance?	He was so handsome that people throughout Israel praised Absalom for being a very handsome man. He did not seem to have any flaws in any part of his body. His hair was long, thick, and heavy.
14:28	h011			0	How long did Absalom live in Jerusalem without seeing the king’s face?	Absalom lived in Jerusalem for two years, during which David still did not allow Absalom to come and speak with him.
14:30	agqm			0	What did Absalom tell his servants to do after Joab refused to come to him?	Absalom told his servants to go and burn Joab’s barley field with fire.
14:32	neos			0	What did Absalom want Joab to do?	Absalom wanted Joab to go to the king and ask why he had come from Geshur, and to say that he wanted to come and speak with him.
14:33	z3nq			0	What did the king do when Absalom bowed before him?	The king kissed Absalom on the cheek to show that he was no longer hostile to him.
15:1	bofk			0	What did Absalom prepare for himself?	Absalom prepared a chariot and horses for himself.
15:1	ezbk			0	Who ran before Absalom’s chariot?	He hired fifty men to run in front of his chariot.
15:2	laaf			0	Whom would Absalom call to as he stood by the gate?	Absalom would call to any man who had a dispute and was coming to the king for judgment.
15:3	lpha			0	What would Absalom say about the cases of the men who came for judgment?	Absalom would say to them that their matter was good and right, but the king is not able to decide everyone’s case, and he has not appointed anyone else to judge cases for people like you.
15:4	q6fp			0	Why did Absalom say he wished he were a judge in the land?	Absalom said he wished he were a judge so that every person with a dispute could come to him and he would give them justice.
15:5	polz			0	What did Absalom do when a man approached to prostrate himself?	Absalom would stretch out his hand, hold the man up, and kiss him on the cheek.
15:6	oszm			0	What did Absalom steal from the men of Israel?	Absalom stole the hearts of the men of Israel. The Israelites began to wish that Absalom were their king instead of David.
15:7	ijg6			0	What reason did Absalom give the king for needing to go to Hebron?	Absalom said he had to go to Hebron to fulfill a vow he had made to Yahweh.
15:10	ojrt			0	What did the spies that Absalom sent throughout Israel say?	The spies said that when people heard the sound of the shofar, they should say that Absalom has become the king at Hebron.
