Reference	ID	Tags	Quote	Occurrence	Question	Response
2:6	zuqz			0	What does Paul call the Colossians to do now that they have received Christ Jesus?	Paul calls the Colossians to walk in Christ Jesus in the same way that they received him.
2:8	exp5			0	Upon what are the empty deceits that Paul is concerned about based?	The empty deceits are based upon human tradition and the sinful belief systems of the world.
2:9	j96c			0	What lives in Christ?	All the fullness of God’s nature lives in Christ.
2:10	nr08			0	Who is the head of all rule and authority?	Christ is the head of all rule and authority.
2:11	oxvn			0	What is removed through the circumcision of Christ?	The sinful body of flesh is removed through the circumcision of Christ.
2:12	cl9z			0	What happens in baptism?	A person is buried with Christ in baptism.
2:13	qd9n			0	What is a person’s condition before Christ makes him alive?	A person is dead in his sins before Christ makes him alive.
2:14	qmky			0	What did Christ do with the record of debts charged against us?	Christ removed the record of debts and nailed it to the cross.
2:15	qg82			0	What did Christ do with the rulers and authorities?	Christ removed the rulers and authorities, openly exposed them, and led them as his captives in a victory procession.
2:16	v5it			0	What does Paul say are a shadow of the things to come?	Paul says that food, drink, feast days, and Sabbaths are a shadow of the things to come.
2:17	f82o			0	To what reality do the shadows point?	The shadows point to the reality of Christ.
2:19	wx2i			0	From what does the whole body grow with the growth from God?	The whole body holds fast to Christ, the head, to grow with the growth from God.
2:21	rpy1			0	What kinds of commandments does Paul say are part of the world’s beliefs?	Commandments to not handle, not taste, and not touch are part of the world’s beliefs.
2:23	e01i			0	Against what do the rules of man-made religion have no value?	The rules of man-made religion have no value against the indulgence of the flesh.
3:1	femj			0	To where has Christ been raised?	Christ has been raised to sit at the right hand of God.
3:1-2	nvqy			0	What should believers seek, and what should they not seek?	Believers should seek the things above and not the things of the earth.
3:3	lgs1			0	Where has God put the believer’s life?	God has hidden the believer’s life in Christ.
3:4	c3iv			0	What will happen to the believer when Christ is revealed?	When Christ is revealed, the believer will also be revealed with him in glory.
3:5	kkr7			0	What must the believer put to death?	The believer must put to death the sinful desires of the earth.
3:6	kdva			0	What happens to those who are disobedient to God?	The wrath of God comes upon those who are disobedient to God.
3:8	v608			0	What are some of the things that Paul says the believers must get rid of, which are part of the old self?	The believers must get rid of wrath, anger, evil intentions, insults, and obscene speech.
3:10	qw6m			0	In whose image is the believer’s new self created?	The believer’s new self is created in the image of Christ.
3:12	egq2			0	What are some of the things that Paul says the believers must put on, which are part of the new self?	The believers must put on a heart of compassion, kindness, lowliness, meekness, and patience.
3:13	w8ro			0	In what way should the believer forgive?	The believer should forgive in the same way that the Lord has forgiven him.
3:14	wp9t			0	What is the bond of perfection among believers?	Love is the bond of perfection.
3:15-17	jpyu			0	What should the believer give to God in his attitude, song, word, and deed?	In his attitude, song, word, and deed, the believer should give thanks to God.
3:15	rean			0	What should rule in the believer’s heart?	The peace of Christ should rule in the believer’s heart.
3:16	japv			0	What should live in the believer richly?	The word of Christ should live in the believer richly.
3:18	akjv			0	How should a wife respond to her husband?	A wife should submit to her husband.
3:19	hqz9			0	How should a husband treat his wife?	A husband should love his wife and not be bitter against her.
3:20	x7je			0	How should a child treat his parents?	A child should obey his parents in all things.
3:21	v3wd			0	What should a father not do to his children?	A father should not provoke his children.
3:23-24	gj77			0	For whom are believers working in whatever they do?	Believers are working for the Lord in whatever they do.
3:24	bc4j			0	What will those receive who serve the Lord in whatever they do?	Those who serve the Lord in whatever they do will receive the reward of the inheritance.
3:25	ja48			0	What will those receive who do unrighteousness?	Those who do unrighteousness will receive the penalty for what they did.
4:1	n50r			0	What does Paul remind earthly masters that they also have?	Paul reminds earthly masters that they also have a master in heaven.
4:2	w7om			0	In what does Paul want the Colossians to continue steadfastly?	Paul wants the Colossians to continue steadfastly in prayer.
4:3	xvny			0	For what does Paul want the Colossians to pray?	Paul wants the Colossians to pray that he has an open door to speak the word, the mystery of Christ.
4:5-6	igt2			0	How does Paul instruct the Colossians to treat those who are outsiders?	Paul instructs them to live in wisdom, and speak with grace toward those who are outsiders.
4:7-9	qfoi			0	What task had Paul given Tychicus and Onesimus?	Paul gave them the task of making everything known concerning him to the Colossians.
4:10	wv4f			0	What instructions did Paul give concerning Mark, the cousin of Barnabas?	Paul told the Colossians to receive Mark if he comes to them.
4:12	f29y			0	For what does Epaphras pray for the Colossians?	He prays that the Colossians will stand complete and fully assured in all the will of God.
4:14	xm1y			0	What is the name of the physician that is with Paul?	The physician’s name is Luke.
4:15	uafc			0	In what kind of place was the church in Laodicea meeting?	The church in Laodicea was meeting in a house.
4:16	bwcc			0	To what other church had Paul also written a letter?	Paul also had written a letter to the church in Laodicea.
4:18	vzcp			0	How did Paul show that this letter was actually from him?	Paul wrote his name in his own handwriting at the end of the letter.
