Reference,ID,Tags,Quote,Occurrence,Question,Response
2:4,bw7z,,,0,What was Yahweh’s promise to David?,Yahweh promised that David would never cease to have a descendant on Israel’s throne.
2:5-6,rd3b,,,0,"What did King David’s tell Solomon about Joab, the son of Zeruiah?",King David told Solomon not to let him die peacefully.
2:7,ns5w,,,0,What had the sons of Barzillai done for King David?,The sons of Barzillai had given David food and drink when he fled from Absalom.
2:8,y99o,,,0,What had Shimei done to King David?,Shimei had violently cursed King David.
2:9,kyln,,,0,What did Kind David tell Solomon to do to Shimei?,"David told Solomon not to let Shimei go free from punishment, but to bring him down to the grave with blood."
2:11,w7lq,,,0,How long did King David reign over Israel?,David reigned for 40 years.
2:15,lw8c,,,0,What did Adonijah say to Bathsheba when he came to her?,Adonijah said that all Israel expected him to be King but Yahweh gave it to his brother Solomon.
2:16,vpf0,,,0,What did Adonijah request from Bathsheba?,Adonijah requested that she ask Solomon for Abishag the Shunammite to be given to him as his wife.
2:20-21,ewoc,,,0,Why did Bathsheba go to Solomon?,Bathsheba went to Solomon to ask that Abishag would be given to Adonijah as his wife.
2:23,ph2z,,,0,What did King Solomon say in response to Bathsheba?,Solomon said that Adonijah had spoken this request at the cost of his life.
2:25,cjs9,,,0,Who did King Solomon send to execute Adonijah?,Solomon sent Benaiah son of Jehoiada to execute Adonijah.
2:27,sti8,,,0,What did King Solomon tell Abiathar the priest to do?,Solomon told Abiathar to go back to his fields and dismissed him from being priest.
2:28,bi6r,,,0,Where did Joab go to flee from Solomon?,Joab fled to the tent of Yahweh and took hold of the horns of the altar.
2:29,z2hg,,,0,What did King Solomon send Benaiah son of Jehoiada to do?,Solomon sent him to kill Joab.
2:30,mwk2,,,0,What did Joab say to Benaiah the son of Jehoiada?,Joab told him that he would not come out of the temple and would die at the altar.
2:31,ov8d,,,0,What did King Solomon tell Benaiah to do to Joab?,Solomon told Benaiah to do as Joab had said.
2:32-33,hcg4,,,0,Why did King Solomon want Joab to be killed?,"Solomon wanted Joab to be killed because Joab murdered two righteous men, Abner, commander of the army of Israel, and Amasa, the commander of the army of Judah, without King David knowing about it."
2:35,uluh,,,0,What did King Solomon do to reward Benaiah son of Jehoiada?,Solomon put him in charge of the army in place of Joab.
2:36,dg65,,,0,Where did King Solomon allow Shimei to live?,Solomon told Shimei that he could live in Jerusalem.
2:37,futr,,,0,What warning did King Solomon give to Shimei when he allowed him to live in Jerusalem?,"Solomon told Shimei that if he left Jerusalem to go any other place, he would die."
2:40,lobf,,,0,Why did Shimei saddle his donkey and leave Jerusalem to go to Gath?,Shimei went to Gath to bring back two of his servants who had run away from him.
2:44,skbb,,,0,What did King Solomon say that Shimei had done to Yahweh?,"Solomon told Shimei that he had not kept his oath to Yahweh, and that Yahweh would return his evil back on his own head."
2:46,zjsu,,,0,What did King Solomon do when he was told that Shimei had left Jerusalem?,Solomon told Benaiah the son of Jehoiada to put Shimei to death.
3:1,nzgm,,,0,How did King Solomon ally himself with Pharaoh king of Egypt?,Solomon allied himself to Pharaoh by marrying his daughter.
3:3,d4nz,,,0,What thing did King Solomon do that was not a statute of Yahweh?,Solomon sacrificed and burned incense at the high places.
3:4,y6bg,,,0,Where was the great shrine located?,The great shrine was located in Gibeon.
3:5,bjsg,,,0,How did Yahweh appear to King Solomon?,Yahweh appeared to Solomon in a dream at night.
3:9,s9ia,,,0,What did King Solomon ask of Yahweh?,Solomon asked Yahweh to give him an understanding heart to judge his people.
3:10,gjlb,,,0,Did King Solomon’s request please the Lord?,"Yes, Solomon’s request pleased the Lord."
3:12,rk7u,,,0,What did God give to King Solomon?,"God gave Solomon a wise and understanding heart, so that there was no one else like him either before or after him."
3:13,tn2z,,,0,Did God give King Solomon something for which he did not ask?,"Yes, God gave Solomon both riches and honor."
3:14,j0gy,,,0,What did God say he would do if Solomon walked in God’s statutes and commands as King David did?,God said he would lengthen Solomon’s days.
3:15,dy3c,,,0,What did King Solomon do after he woke up from sleeping?,Solomon entered Jerusalem and offered burnt offerings and peace offerings and made a feast for his servants.
3:16,me8d,,,0,Who came and stood before King Solomon?,Two women who were prostitutes came and stood before Solomon.
3:20,f6aa,,,0,What did the one woman say to King Solomon?,The one woman said that the other woman took her living son from her and laid the other woman’s dead son at her breast while she slept.
3:25,ob71,,,0,What command did King Solomon give to his servants?,Solomon said to bring a sword and divide the living child in two and give the parts to the two women.
3:26,xmj1,,,0,What did the first woman say to King Solomon?,The first woman said to give the living child to the second woman and not kill it.
3:27,qzuw,,,0,What did King Solomon say to do with the living child?,"Solomon said to give the living child to the first woman, his mother, and do not kill it."
3:28,wg52,,,0,What did all of Israel do when they heard of the judgment the king had given?,All of Israel feared the king because they saw the wisdom that God put within him to do justice.
4:1,rv5q,,,0,Was Solomon king over all Israel?,"Yes, Solomon was king over all of Israel."
4:2-5,snkc,,,0,Did King Solomon have officials and officers?,King Solomon had many men who were officials and officers.
4:7,m4cw,,,0,How long did each of Solomon’s deputies provide food for his household?,Each deputy had to make provision for one month of the year.
4:20,v13o,,,0,How numerous were Judah and Israel?,Judah and Israel were as numerous as the sand on the seashore.
4:21,hx04,,,0,How far did Solomon rule?,Solomon ruled over the kingdoms from the River to the land of the Philistines and to the border of Egypt.
4:22-23,hj84,,,0,What was Solomon’s provision for one day?,"Solomon’s provision for one day included flour, meal, oxen, sheep, deer, gazelles, roebucks, and fattened fowl."
4:25,xl21,,,0,How did Judah and Israel live all of the days of Solomon?,"Judah and Israel lived in safety, every man under his vine and under his fig tree, all the days of Solomon."
4:26,b7hf,,,0,How many stalls of horses did Solomon have for his chariots?,"Solomon had 40,000 stalls of horses for his chariots."
4:28,ptzq,,,0,What was brought for Solomon’s horses?,Barley and straw were brought for the chariot horses and the work horses.
4:29,wk1l,,,0,What did God give to Solomon?,God gave Solomon great wisdom and understanding.
4:31,x5hm,,,0,How far did Solomon’s fame reach?,Solomon’s fame reached to all of the surrounding nations.
4:32,jsxa,,,0,How many proverbs and songs did Solomon have?,"Solomon had 3,000 proverbs and 1,005 songs."
4:34,a8px,,,0,How far did people come to hear the wisdom of Solomon?,People came from all over the world to hear the wisdom of Solomon.
5:1,c12q,,,0,Who sent servants to Solomon?,Hiram king of Tyre sent his servants to Solomon.
5:3,b5go,,,0,Why was David not able to build a house for the name of Yahweh?,David was not able to build a house for the name of Yahweh because he led his soldiers to fight many wars against his enemies.
5:5,d5v5,,,0,What did Yahweh tell David?,"Yahweh told David, “Your son whom I will set on the throne will build a temple for my name.”"
5:6,ut70,,,0,What did Solomon ask Hiram to do?,Solomon asked Hiram to command his servants to cut cedars from Lebanon for him.
5:7,bs5t,,,0,What did Hiram do when he heard Solomon’s words?,"Hiram rejoiced greatly and said, “May Yahweh be blessed today.”"
5:8,x1oz,,,0,Did Hiram do what Solomon asked him to do?,"Yes, Hiram sent word saying, “I will do all you desire concerning the timber of cedar and cypress.”"
5:9,ldwz,,,0,What would Hiram’s servants do with the trees?,"Hiram’s servants brought the trees down from Lebanon to the sea, where they were made into rafts to sail the wood to the place that Solomon indicated."
5:9,j667,,,0,What did Hiram want Solomon to do for him?,Hiram desired that Solomon would supply food for his men.
5:11,fgyb,,,0,What food did Solomon give to Hiram?,"Solomon gave Hiram 20,000 measures of wheat and 20 measures of pure oil olive oil every year."
5:12,yfsf,,,0,Was there peace between Hiram and Solomon?,"Yes, there was peace between Hiram and Solomon, and the two of them made a covenant."
5:13,aj1r,,,0,How many forced laborers did Solomon have out of Israel?,"Solomon had 30,000 forced laborers out of Israel."
5:14,a699,,,0,Who did Solomon put over all of the forced laborers?,Solomon put Adoniram over all of the forced laborers.
5:16,l6kh,,,0,Did Solomon have men who supervised all of the workers?,"Yes, Solomon had 3,300 chief officers who were over the work and supervised the workers."
5:17,ford,,,0,What did the workers quarry for the foundation of the house of Yahweh?,The workers quarried large stones for the foundation of the house of Yahweh.
6:1,yimp,,,0,When did Solomon begin building the temple of Yahweh?,Solomon began building the temple of Yahweh in the 480th year after the people of Israel came out of Egypt.
6:2,w1a9,,,0,What were the dimensions of the temple that Solomon built for Yahweh?,"The temple that Solomon built was 60 cubits long, 20 cubits wide, and 30 cubits high."
6:4,qc07,,,0,Did Solomon make windows for the house?,"Yes, Solomon made framed windows for the house."
6:7,yzdd,,,0,Where were the stones for the house prepared?,The stones for the house were prepared at the quarry.
6:9,s5y2,,,0,What did Solomon use to cover the house?,Solomon covered the house with beams and boards of cedar.
6:10,cuvh,,,0,How were the side rooms joined to the house?,The side rooms were joined to the house with beams of cedar.
6:13,fade,,,0,Did Yahweh promise to live among the people of Israel?,"Yes, Yahweh promised to live among the people of Israel and to never abandon them."
6:15,gbtx,,,0,What did Solomon use to build the interior walls of the house?,Solomon used boards of cedar to build the interior walls of the house.
6:17,n1w9,,,0,What was the length of the main hall of the house?,The main hall of the house was 40 cubits long.
6:19,nlkw,,,0,Why did Solomon prepare the inner sanctuary inside the house?,Solomon prepared the inner sanctuary inside the house in order to place the Box of the Covenant of Yahweh there.
6:22,fukm,,,0,What did Solomon use to overlay the inside of the temple and the altar of the inner sanctuary?,Solomon overlaid the entire interior of the temple and the altar of the inner sanctuary with gold.
6:23,z7bs,,,0,What was the height of the cherubim that Solomon made for the most holy place?,Solomon made the two cherubim for the most holy place ten cubits high.
6:27,mlna,,,0,Where did Solomon place the cherubim he had made?,Solomon placed the cherubim in the midst of the inner house.
6:29,ld7y,,,0,What did Solomon carve on the walls of the house?,"Solomon carved figures of cherubim, palm trees, and open flowers on the walls of the house."
6:31,di5x,,,0,Did Solomon make doors for the entrance to the inner sanctuary?,"Yes, Solomon made doors of olive wood for the entrance to the inner sanctuary."
6:38,gjm2,,,0,How long did Solomon take to build the temple?,Solomon took seven years to build the temple.
7:1,gikk,,,0,How long did Solomon take to build his own palace?,Solomon took 13 years to build his own palace.
7:2,n94o,,,0,What forest did Solomon use to build his palace?,Solomon built his palace from the Forest of Lebanon.
7:6,wksb,,,0,How big was the Porch of Pillars at Solomon’s palace?,The colonnade at Solomon’s palace was 50 cubits long and 30 cubits wide.
7:7,icch,,,0,With what was floor of Solomon’s Porch of Justice covered?,The floor of Solomon’s Porch of Justice was covered with cedar wood.
7:8,dpql,,,0,"What did Solomon build for his wife, Pharaoh’s daughter?","Solomon built a house like his own for Pharaoh’s daughter, his wife."
7:10,rzfd,,,0,How big were the foundation stones of the buildings?,The foundation stones used for the buildings were eight and ten cubits in length.
7:12,gxt0,,,0,How many rows of cut stones did the great courtyard surrounding the palace have?,The great courtyard surrounding the palace had three rows of cut stones.
7:14,en0l,,,0,Who came to work with bronze for king Solomon?,Hiram came from Tyre to work with bronze for King Solomon.
7:15,kmf8,,,0,How many pillars of bronze did Hiram make?,Hiram made two pillars of bronze.
7:20,k0kg,,,0,What was included at the very top of the pillars?,There were two hundred pomegranates in rows at the top of the pillars.
7:23-25,z0sn,,,0,How many oxen did the sea stand on?,"The sea stood on twelve oxen, with three facing north, south, east and west."
7:27,b6xr,,,0,What was the height of the ten bronze stands that Hiram made?,The height of each of the ten stands was three cubits.
7:33,k8lh,,,0,What were the wheels underneath the panels made of?,The wheels underneath the panels were made of cast from bronze.
7:38,xxix,,,0,How much water could each of Hiram’s basins hold?,Hiram’s basins held 40 baths of water per basin.
7:40,trv8,,,0,Did Hiram finish the work in the temple of Yahweh?,"Yes, Hiram finished all of the work that he did for King Solomon in the temple of Yahweh."
7:42,m98y,,,0,How many pomegranates did Hiram make for the decorative latticework?,Hiram made 400 pomegranates for the decorative latticework.
7:48,o53a,,,0,What did Solomon use to make all of the furnishings in the temple of Yahweh?,Solomon used gold to make all of the furnishings in the temple of Yahweh.
7:51,gqi0,,,0,What did Solomon put in the storerooms of the house of Yahweh?,"Solomon put into the storerooms all of the silver, gold and furnishings that David his father had dedicated."
8:1,rzmn,,,0,Why did Solomon assemble the leaders of Israel before himself?,Solomon assembled the leaders of Israel to bring up the Box of the Covenant of Yahweh from the City of David.
8:2,wlhg,,,0,Who assembled before King Solomon at the feast?,All the men of Israel assembled before King Solomon at the feast.
8:3,rkln,,,0,Who carried the Box?,The priests carried the Box.
8:5,gnwj,,,0,What was sacrificed before the Box?,King Solomon sacrificed sheep and oxen that could not be counted before the Box.
8:6,z1hg,,,0,To where did the priests bring the Box of the Covenant of Yahweh?,"The priests brought the Box of the Covenant of Yahweh into the inner sanctuary, the Holy of Holies."
8:11,kayx,,,0,What filled the house of Yahweh?,The glory of Yahweh filled his house.
8:14,nfmd,,,0,What did the king do for the assembly of Israel?,The king blessed all of the assembly of Israel while they were standing.
8:19,bsgi,,,0,What had Yahweh told David?,Yahweh told David that his son would build the house for his name.
8:22,av3r,,,0,What did Solomon do before the altar of Yahweh?,Solomon stood before the altar of Yahweh and spread out his arms toward heaven.
8:26,u7sm,,,0,What did Solomon pray and ask of Yahweh?,Solomon prayed that the promise Yahweh made to David would be confirmed.
8:29,ljxt,,,0,What did Solomon pray for Yahweh to do?,Solomon prayed that Yahweh would have his eyes on the temple both night and day.
8:30,guy6,,,0,From where would Yahweh listen when Israel prayed to him?,"Yahweh would listen from the heavens, the place where he lived."
8:32,a4oy,,,0,What did Solomon ask Yahweh to do for the righteous person?,Solomon asked that the righteous would be declared innocent and rewarded according to his righteousness.
8:33,jiuf,,,0,When would Israel be defeated by an enemy?,Israel would be defeated by an enemy when they sinned against Yahweh.
8:35,fd4x,,,0,Why would the skies be shut and no rain fall?,The skies would be shut and rain not fall because the people sinned against Yahweh.
8:40,fkdm,,,0,Why did Solomon ask Yahweh to listen from heaven and forgive the sins of the people?,Solomon asked Yahweh to forgive the people so they would fear him all of the days they lived on the land Yahweh gave them.
8:41,wsh6,,,0,Why would a foreigner come from a distant country?,A foreigner would come from a distant country because of Yahweh’s name.
8:43,r55v,,,0,Why did Solomon ask Yahweh to do whatever the foreigner asks him to do?,Solomon asked Yahweh to do whatever the foreigner asks him to do so that all people groups would know his name and fear him.
8:46,nbwr,,,0,Why would an enemy carry Israel away captive to their land?,An enemy would carry Israel away captive because Yahweh was angry with Israel and handed them over to their enemy.
8:47,l9vs,,,0,What would the Israelites say in the land of their enemy?,"The Israelites would say, “We have acted wickedly and sinned. We have acted wickedly.”"
8:48,a0qu,,,0,What would the Israelites do in the land of their enemy?,The Israelites would return to Yahweh with all their heart and all their soul and pray toward him.
8:50,lwcd,,,0,What did Solomon ask Yahweh to do when his people prayed to him?,Solomon asked Yahweh to forgive his people and to have compassion on them.
8:51,ofmn,,,0,From where did Yahweh rescue his people?,"Yahweh rescued his people from out of Egypt, as out of a furnace."
8:52,epyo,,,0,What did Solomon ask Yahweh to do when his people cried to him?,Solomon asked Yahweh to open his eyes to their requests and to listen to them.
8:53,h4d9,,,0,Why did Yahweh separate his people from among all the peoples of the earth?,Yahweh separated his people from among all the peoples of the earth to belong to him and to receive his promises.
8:55,enft,,,0,What did Solomon do after he finished all his prayer and request to Yahweh?,"After he finished his prayer, Solomon stood and blessed all the assembly of Israel in a loud voice."
8:60,scai,,,0,What did Solomon want all peoples of the earth to know?,Solomon wanted all the peoples of the earth to know that Yahweh is God and there is no other God.
8:61,aqln,,,0,What did Solomon tell Yahweh’s people to do?,Solomon told them to keep their heart true to Yahweh and to walk in his statutes and commandments.
8:62,g4lk,,,0,Who offered sacrifices to Yahweh?,The king and all Israel with him offered sacrifices to Yahweh.
8:63,kgow,,,0,How many oxen and sheep did Solomon sacrifice?,"Solomon sacrificed 22,000 cattle and 120,000 sheep to Yahweh."
8:64,obmb,,,0,Why did the king consecrate the courtyard that was in front of the temple of Yahweh?,The king consecrated the courtyard because the bronze altar before Yahweh was too small for all of the offerings.
8:66,soww,,,0,When did the king send the people away back to their homes?,"On the eighth day, the king sent the people back to their homes."
9:2,cftz,,,0,"After Solomon finished building the house of Yahweh, what did Yahweh do?","When Solomon finished the house of Yahweh, he appeared to Solomon a second time."
9:3,oe8c,,,0,What did Yahweh say to Solomon?,"Yahweh said to Solomon, “I have heard your prayer and request you made before me.”"
9:4,uw1v,,,0,What did Yahweh want Solomon to obey?,Yahweh wanted Solomon to obey all the commandments and decrees that he had commanded him.
9:5,g0y8,,,0,"What did Yahweh promise to David, Solomon’s father?",Yahweh promised to establish the throne of David’s kingdom over Israel forever.
9:7,hloi,,,0,What did Yahweh tell Solomon he would do if Solomon did not keep his commandments?,Yahweh told Solomon that he would cut off Israel from the ground that he had given them.
9:8,c8n0,,,0,What would people ask when they passed by the temple of Yahweh?,"People would ask, “Why has Yahweh done this to this land and to this house?”"
9:9,cq35,,,0,Why would Yahweh bring this disaster on them?,Yahweh would bring disaster on them because they abandoned their God and worshiped other gods.
9:10,si4s,,,0,What happened at the end of 20 years?,"At the end of 20 years, Solomon finished building the temple of Yahweh and the king’s palace."
9:11,g83p,,,0,With what did Hiram king of Tyre furnish Solomon?,"Hiram king of Tyre furnished Solomon with cedar trees, cypress trees, and gold."
9:12,fj55,,,0,What did Hiram come from Tyre to see?,Hiram came from Tyre to see the cities that Solomon had given him.
9:13,xpus,,,0,What did Hiram call the cities which Solomon had given him?,"Hiram called the cites the land of Cabul, which means worthless."
9:14,gme2,,,0,How much gold did Hiram send to king Solomon?,Hiram had sent 120 kikkars of gold to the king.
9:15,nisg,,,0,"What did Solomon have built at Hazor, Megiddo, and Gezer?","Solomon had cities built at Hazor, Megiddo, and Gezer."
9:16,clr3,,,0,What did Pharaoh king of Egypt do at Gezer?,"Pharaoh king of Egypt took Gezer and burned it, and also killed the Canaanites in the city."
9:17,qnct,,,0,What did Solomon do at Gezer and Beth Horon?,Solomon rebuilt Gezer and Beth Horon.
9:21,vf2l,,,0,What did Solomon do with the people in the land who were not of Israel?,The people in the land who were not of Israel Solomon made into forced laborers.
9:22,san9,,,0,What did Solomon do with the people of Israel?,"Solomon made the people of Israel become soldiers, servants, officials, officers and commanders."
9:23,p5qh,,,0,How many chief officers did Solomon have?,Solomon had 550 chief officers who were over the supervisors.
9:25,e8ay,,,0,What did Solomon offer three times a year?,Solomon offered burnt offerings and peace offerings on the altar of Yahweh three times a year.
9:26,yhjx,,,0,What did Solomon do at Ezion Geber?,Solomon built a fleet of ships at Ezion Geber.
9:28,k7j4,,,0,Why did Solomon send servants to Ophir?,Solomon sent servants to Ophir to bring back gold.
10:1,uysy,,,0,Why did the queen of Sheba come to Solomon?,The queen of Sheba came to Solomon to test him with hard questions.
10:2,js82,,,0,What did the Queen of Sheba bring to Jerusalem?,"The Queen of Sheba brought spices, gold, and precious gemstones to Jerusalem with her."
10:3,hq6f,,,0,How many of the queen’s questions did Solomon answer?,Solomon answered all of the questions of the Queen of Sheba.
10:5,i8ay,,,0,How did the Queen of Sheba react when she saw all of Solomon’s wisdom?,"When the Queen of Sheba saw all of Solomon’s wisdom, it took her breath away."
10:7,wfvo,,,0,What did the queen of Sheba say to Solomon?,"The queen of Sheba said to Solomon, “You have exceeded the fame that I heard about you.”"
10:8,phv7,,,0,Why did the Queen of Sheba say that Solomon’s servants were blessed?,The Queen of Sheba said that Solomon’s servants were blessed because they heard his wisdom.
10:9,hyh1,,,0,How did Yahweh show his love to Israel?,Yahweh showed his love for Israel by making Solomon their king.
10:10,tgdz,,,0,What did the Queen of Sheba give to Solomon?,"The Queen of Sheba gave to Solomon 120 talents of gold, a large amount of spices, and precious stones."
10:11,cwvl,,,0,What did the fleet of Hiram bring from Ophir?,"The fleet of Hiram brought gold from Ophir, and almug wood and precious stones."
10:12,hnoz,,,0,What did the king make for the temple of Yahweh?,The king made almug wood pillars for the temple of Yahweh.
10:13,o3hs,,,0,What did King Solomon give to the queen of Sheba?,King Solomon gave to the Queen of Sheba everything she asked for.
10:14,inki,,,0,What was the weight of the gold that came to King Solomon in one year?,The weight of the gold that came to King Solomon in one year was 666 kikkars.
10:15,petr,,,0,Who brought gold and silver to Solomon?,The kings of Arabia and governors in the country brought gold and silver to Solomon.
10:16,f8jy,,,0,How many large shields of beaten gold did King Solomon make?,King Solomon made 200 shields of beaten gold.
10:17,vh3x,,,0,Where did King Solomon put 300 shields of beaten gold?,King Solomon put 300 shields of beaten gold into the Palace of the Forest of Lebanon.
10:18,niq4,,,0,What did the king make out of ivory and finest gold?,The king made a great throne of ivory and the finest gold.
10:19,holn,,,0,What was standing beside the armrests of the throne that the king made?,Two lions were standing beside the armrests of the throne that the king made.
10:20,d2k3,,,0,What stood on the side of the six steps at the throne?,Twelve lions were standing on the sides of the six steps at the throne.
10:21,o70u,,,0,Of what were the drinking cups in the Palace of the Forest of Lebanon made?,The drinking cups in the Palace of the Forest of Lebanon were made of pure gold.
10:22,z8e7,,,0,What did the king’s ships bring every three years?,"Every three years, the king’s ships brought gold, silver, ivory, apes, and peacocks."
10:24,l7cu,,,0,Why did all the earth seek out Solomon?,All the earth sought out Solomon to hear the wisdom God put in his heart.
10:25,vqfw,,,0,What tribute did Solomon’s visitors bring to him?,"Those who visited brought tribute such as gold, silver, clothing, armor, and spices, horses and mules."
10:26,tcix,,,0,Where did Solomon station his chariots and horsemen?,Solomon stationed his chariots and horsemen in the chariot cities and in Jerusalem.
10:27,x02t,,,0,What did the king do with cedar wood?,The king made cedar wood become as abundant as the sycamore fig trees in the lowlands.
10:28,jp4f,,,0,From where were Solomon’s horses brought?,Solomon’s horses were brought from Egypt and Kue.
10:29,bgbi,,,0,What was the purchase price of each chariot Solomon owned?,The chariots were purchased for 600 shekels of silver each.
11:1,cve2,,,0,Whom did King Solomon love?,King Solomon loved many foreign women.
11:2,igga,,,0,What did Yahweh command about marrying women from foreign nations?,Yahweh commanded Israel not to marry women from foreign nations.
11:3,t0sz,,,0,What did Solomon’s wives do to his heart?,"Solomon’s wives turned his heart away from God, worshiping foreign gods."
11:4,imm7,,,0,How was David’s heart toward Yahweh?,David’s heart was completely faithful to Yahweh his God.
11:5,frj4,,,0,What did Solomon follow?,"Solomon followed Ashtoreth, the goddess of the Sidonians, and Milcom, the disgusting god of the Ammonites."
11:6,tb8m,,,0,What did Solomon do in the sight of Yahweh?,Solomon did that which was evil in the sight of Yahweh.
11:7,pr7w,,,0,What did Solomon build for Chemosh?,"Solomon built a shrine for Chemosh, the idol of Moab."
11:8,wkf2,,,0,What did Solomon do at the shrines of his foreign wives?,Solomon burned incense and sacrificed to their gods at the shrines.
11:9,u85g,,,0,How many times did Yahweh appear to Solomon?,Yahweh appeared twice to Solomon.
11:10,lf0g,,,0,What did Yahweh command Solomon?,Yahweh commanded Solomon not to go after foreign gods.
11:11,r8e0,,,0,What did Yahweh tell Solomon he would do because of the foreign gods?,Yahweh told Solomon he would tear the kingdom from him and give it to his servant.
11:13,m1ss,,,0,How many tribes did Yahweh promise to give to Solomon’s son?,Yahweh promised to give one tribe to Solomon’s son.
11:14,n7jv,,,0,Whom did Yahweh raise up as an adversary to Solomon?,Yahweh raised up Hadad the Edomite as an adversary to Solomon.
11:15,efrz,,,0,Who went up to bury the dead who had been killed in Edom?,"Joab, the commander of the army, went up to bury the dead who were killed in Edom."
11:16,ks69,,,0,How long did Joab and Israel remain in Edom?,Joab and Israel remained in Edom six months.
11:17,kpi3,,,0,To where was Hadad taken?,Hadad was taken to Egypt.
11:19,pkvp,,,0,Whom did Pharaoh give as a wife to Hadad?,Pharaoh gave to Hadad the sister of Queen Tahpenes as his wife.
11:20,oscm,,,0,What was the name of Hadad’s son?,Hadad’s son was named Genubath.
11:21,qipw,,,0,What did Hadad ask of Pharaoh?,Hadad asked Pharaoh if he might depart and go to his own country.
11:23,woxj,,,0,What was the name of another adversary that God raised up against Solomon?,"God raised up another adversary to Solomon named Rezon, the son of Eliada."
11:24,s98e,,,0,To where did Rezon’s men travel?,Rezon’s men went to Damascus and lived there.
11:25,rxv1,,,0,How long was Rezon an enemy of Israel?,Rezon was an enemy of Israel all of the days of Solomon.
11:26,k9d0,,,0,Who else rebelled against the king?,Jeroboam the son of Nebat also rebelled against King Solomon.
11:27-31,xpiv,,,0,Why did Jeroboam raise his hand against the king?,Jeroboam the son of Nebat raised his hand against the king because the prophet Ahijah told him he would become king of ten tribes.
11:28,w8ex,,,0,What did Solomon give Jeroboam command over?,Solomon gave Jeroboam command over all the labor of the house of Joseph.
11:29,q2x3,,,0,Who found Jeroboam in the road as he went out of Jerusalem?,The prophet Ahijah found Jeroboam in the road as he went out of Jerusalem.
11:30,q489,,,0,What did Ahijah do to his new garment?,Ahijah took hold of the new cloak he was wearing and tore it into twelve pieces.
11:31,r57k,,,0,What did Yahweh say about Solomon’s kingdom?,"Yahweh said that he would tear the kingdom out of Solomon’s hand, giving ten tribes to Jeroboam."
11:32,nxwt,,,0,How many tribes would Solomon keep?,Solomon would keep one tribe for the sake of David.
11:34,nw7d,,,0,How long did Yahweh make Solomon to be ruler?,Yahweh made Solomon ruler all the days of his life.
11:36,r7bt,,,0,In which city did Yahweh choose to put his name?,Yahweh chose to put his name in the city of Jerusalem.
11:38,lb9e,,,0,What did Yahweh promise to do for Jeroboam if he walked in his ways?,Yahweh promised to be with him and give him an established house if Jeroboam walked in his ways.
11:40,osrj,,,0,What did Solomon try to do to Jeroboam?,Solomon tried to kill Jeroboam.
11:42,wb56,,,0,How long did Solomon reign in Jerusalem?,Solomon reigned in Jerusalem for 40 years.
