Reference,ID,Tags,Quote,Occurrence,Question,Response
5:10,bk2a,,,0,What does David ask God to do to his enemies because of their many transgressions and their rebellion against God?,David asks God to declare his enemies guilty and to drive them out.
5:11,un0j,,,0,Why should those who take refuge in God shout for joy?,They should shout for joy because God defends them.
5:12,wt2z,,,0,What will Yahweh do for the righteous?,Yahweh will bless the righteous and surround them with his favor as with a shield.
6:1,jm01,,,0,What is David asking Yahweh not to do?,He asks Yahweh not to rebuke him in his anger or discipline him in his wrath.
6:2,t2ow,,,0,What is David asking Yahweh to do because David is frail?,David asks Yahweh to have mercy on him and to heal him.
6:4,yqjb,,,0,Why does David say that Yahweh should rescue and save him?,Because of Yahweh’s covenant faithfulness.
6:5,hnmg,,,0,What will not be remembered in death?,In death there is no remembrance of Yahweh.
6:6,i9c1,,,0,What does David do to his bed because he is weary and groaning?,All night he soaks it with his tears.
6:7,nz3h,,,0,What happens to David’s eyes because of his grief and because of all his adversaries?,"His vision becomes weak, so that he cannot see well."
6:8-9,pr2f,,,0,Why should those who practice iniquity get away from David?,Because Yahweh has heard the sound of his weeping and his appeal for mercy and accepts his prayer.
6:10,k6tp,,,0,What does David ask God to make happen to his enemies?,He asks that all his enemies will be ashamed and greatly troubled and they will turn back.
7:1,gasw,,,0,In whom does David take refuge?,David takes refuge in Yahweh his God.
7:1,sxhn,,,0,What is David asking Yahweh to do?,"David is asking Yahweh to save him from those who chase him, and to rescue him."
7:3-5,prqa,,,0,What does David say should happen to him if he has done wrong?,"David says that if he has done wrong, his enemy should be allowed to chase and capture him and leave him lying dead."
7:6,ry2o,,,0,What is David asking Yahweh to do in Yahweh’s anger?,David is asking Yahweh show that he is greater than what David's furious enemies can do.
7:6,re4t,,,0,What does David say Yahweh has already ordered?,David says that Yahweh has already ordered judgment.
7:7,ifk6,,,0,What does David want Yahweh to do concerning the peoples?,David wants Yahweh to take his rightful place ruling over all the peoples.
7:8,w4l2,,,0,Who does David want Yahweh to judge?,"David wants Yahweh to judge all the peoples, including himself."
7:9,hdch,,,0,What does David say the righteous God does?,David says God examines thoughts and desires.
7:10,qri5,,,0,Where does David’s protection come from?,David’s protection comes from God.
7:10,o27d,,,0,Who does God save?,God saves the upright in heart.
7:11,iq3f,,,0,How does David describe God?,David describes God as a righteous judge who is indignant each day.
7:12,u5zi,,,0,What will God do if a person does not repent?,God will sharpen his sword and will prepare his bow for battle.
7:14,tuxc,,,0,How does David describe the wicked person who does not repent?,"David describes the wicked person as filled with evil intentions, as though pregnant with them, and as one who lies as naturally as giving birth."
7:15,kr21,,,0,What happens to the wicked man who digs a pit?,He falls into the hole he has made.
7:16,cm2c,,,0,What happens to the trouble and violence of the wicked man?,He experiences the bad and violent things that he wants to do to others.
7:17,gg26,,,0,For what will David give thanks to Yahweh?,David will give thanks to Yahweh for his righteousness.
7:17,ocx2,,,0,To whom will David sing praise?,"David will sing praise to the name of Yahweh, the Most High."
8:1,tx07,,,0,Whose name is magnificent in all the earth?,The name of Yahweh our Lord is magnificent.
8:2,dmd9,,,0,What did Yahweh establish out of the mouth of children and nursing ones?,Yahweh established strength.
8:2,k04k,,,0,Why did Yahweh establish strength from the mouths of children and nursing ones?,He established it in order to cause the enemy and avenger to end.
8:3,yjpt,,,0,What does the psalmist see when he looks at the sky that causes him to wonder why God pays attention to people?,"He sees the heavens, the moon, and the stars that God set in place."
8:5,mfq4,,,0,How does the human race compare to the heavenly beings?,Yahweh made humans only a little lower than the heavenly beings.
8:5,dvxd,,,0,With what did Yahweh crown humans?,He crowned them with glory and majesty.
8:6,q600,,,0,What did Yahweh make mankind to do?,Yahweh made mankind to rule over the works of Yahweh’s hands.
8:7-8,mdxd,,,0,What are some things that Yahweh put under mankind’s feet?,"He put all sheep and oxen, and even the animals of the field, the birds of the sky, and the fish of the sea, and everything that passes on the paths of the seas under mankind’s feet."
8:9,wu9k,,,0,Whose name is magnificent in all the earth?,The name of Yahweh our Lord is magnificent.
9:1,iny1,,,0,How will David give thanks to Yahweh and of what will he tell?,He will give thanks to Yahweh with his whole heart and tell about all his marvelous deeds.
9:3,wyb8,,,0,"When David’s enemies turn back, what happens to them?",The enemies stumble and perish before Yahweh.
9:4,rs0p,,,0,What has the righteous judge done for David?,The righteous judge sits on his throne and has defended David’s just cause.
9:5,ho3x,,,0,What does Yahweh do to the nations and the wicked?,"He rebukes the nations, destroys the wicked, and blots out their name forever and ever."
9:6,lgch,,,0,What happens to the enemy?,"The enemy are finished in desolation forever, and all remembrance of them perishes."
9:7,a2x7,,,0,Who sits forever and has established his throne for justice?,Yahweh sits forever and has established his throne for justice.
9:8,pfi1,,,0,How does Yahweh judge the world and what does he do for the nations?,Yahweh judges the world fairly and makes just decisions for the nations.
9:9,bj9s,,,0,What will Yahweh be for the oppressed?,Yahweh will be a stronghold for the oppressed in times of trouble.
9:10,kv83,,,0,What does the psalmist say about those who know Yahweh’s name?,"Those who know Yahweh’s name trust in him, because Yahweh has not abandoned those who seek him."
9:11,af14,,,0,"What does David say the people are to do for Yahweh, who sits in Zion?",They are to sing praises to Yahweh and tell the nations what Yahweh has done.
9:12,yzqs,,,0,What does Yahweh not forget?,He does not forget the cry of the poor.
9:13,bqa4,,,0,What is David asking Yahweh to do for him?,He is asking Yahweh to have mercy on him.
9:13,cvd6,,,0,By whom is David oppressed?,David is oppressed by those who hate him.
9:14,zxaj,,,0,Where will David rejoice in salvation?,David will rejoice in salvation in the gates of the daughter of Zion.
9:15,ds8y,,,0,What has happened to the nations?,The nations have sunk down into the pit that they made and their feet are caught in the net that they hid.
9:16,wz01,,,0,Who has revealed himself and done justice?,Yahweh has revealed himself and done justice.
9:17,dlii,,,0,Where are the wicked sent?,"They are sent to Sheol, along with all the nations that forget God."
9:18,fqt1,,,0,What will not happen to the needy and the afflicted?,"The needy will not be forgotten forever, nor will the hope of the afflicted perish forever."
9:19,zuih,,,0,What does David want Yahweh to prevent humanity from doing?,David wants Yahweh to arise and not let humanity prevail.
9:20,tojm,,,0,What is David asking Yahweh to do to the nations?,He is asking Yahweh to terrify them and make them know that they are mere men.
10:1,xc3p,,,0,What does the psalmist ask Yahweh at the beginning of the psalm?,The psalmist asks why Yahweh stands far off and hides in times of trouble.
10:2,bamt,,,0,What does the psalmist ask Yahweh to do to the wicked?,The psalmist asks that the wicked be caught in the schemes they have planned to use against the afflicted.
10:3,o9d4,,,0,What does the wicked man do regarding Yahweh?,The wicked man despises Yahweh and praises those who steal from others.
10:4,tuqc,,,0,Why does the wicked man not seek God?,The wicked man does not seek God because he is so proud.
10:6,g5oa,,,0,What does the wicked man say in his heart?,The wicked man says in his heart that he will never be shaken and will never face distress.
10:7,qdzi,,,0,What is the wicked man always talking about?,"He constantly curses, lies, threatens others, and is always talking about harming others and doing wrong."
10:8,uxzj,,,0,What does the wicked man do to innocent people?,"He hides in ambush near the villages, murders the innocent in secret, and watches for helpless people."
10:9,qukw,,,0,What animal is the wicked man like?,He is like a lion that hides in a secret place and waits to seize the afflicted.
10:11,b0ze,,,0,What does the wicked man say in his heart about God?,"The wicked man says that God has forgotten, that God has hidden his face, and that God will never see."
10:11,lrd0,,,0,What does the wicked man think about his evil deeds?,He thinks that God will not notice his evil deeds.
10:12,yh2b,,,0,What does the psalmist ask Yahweh to do?,The psalmist asks Yahweh to take action to prove that he is powerful by paying attention to oppressed people.
10:13,f1v6,,,0,What does the wicked man say in his heart?,The wicked man says in his heart that God will not seek him out.
10:14,in6f,,,0,What does the psalmist say Yahweh does for helpless people?,"Yahweh sees the mischief done to them, and helpless people and orphans trust him as their helper."
10:15,pfs3,,,0,What does the psalmist ask Yahweh to do to the wicked?,The psalmist asks Yahweh to make the wicked powerless and their wickedness come to nothing.
10:16,l3u0,,,0,What does the psalmist say about Yahweh’s reign?,"Yahweh is king forever and ever, and the nations have perished from his land."
10:17-18,fhve,,,0,How does Yahweh respond to the afflicted?,"Yahweh hears the desires of the afflicted, strengthens their heart, attends to them, and acts justly for the orphan and oppressed."
10:18,fhv3,,,0,How does Yahweh respond to the needs of the oppressed?,"He strengthens their heart, listens to their prayer, and defends them."
11:1,c4y7,,,0,In whom does David take refuge?,David takes refuge in Yahweh.
11:1,au9q,,,0,What do some people tell David he should do?,They tell him to flee to the mountains like a bird.
11:2,hxvj,,,0,How do the wicked prepare to attack the upright in heart?,They prepare their bows and make ready their arrows while hiding in darkness.
11:4,dkuj,,,0,What is Yahweh doing in his holy temple?,His eyes watch and examine all people.
11:5,vhrp,,,0,Who does Yahweh test?,He tests both the righteous and the wicked.
11:5,qb70,,,0,Who does Yahweh hate?,He hates those who love to do violence.
11:6,agw7,,,0,What does the psalmist ask Yahweh to do to the wicked?,"He asks Yahweh to rain snares, fire, and brimstone upon them, with a scorching wind as their portion."
11:7,xaba,,,0,What does Yahweh think of righteousness?,He loves righteousness.
11:7,a5hr,,,0,What will happen to the upright?,The upright will see Yahweh’s face.
12:1,ni94,,,0,Why does David ask Yahweh for help?,David asks Yahweh for help because the faithful have come to an end and have vanished from among the sons of man.
12:2,e7hc,,,0,How does everyone speak to his neighbor?,"Everyone speaks lies to his neighbor and speaks insincerely, with flattering lips."
12:3,g0b6,,,0,What does David want Yahweh to do to the flattering lips?,David wants Yahweh to cut off all flattering lips so that they cannot continue to boast.
12:4,p6de,,,0,What do some people boast about?,"Some boast that with their tongue they will be powerful, they control what they say, and that no one is master over them."
12:5,l9ta,,,0,What will Yahweh do for the poor and the needy?,Yahweh will arise and provide safety for which they long.
12:6,wv05,,,0,What are the words of Yahweh like?,"Yahweh’s words are pure words, like silver refined in a furnace and purified seven times."
12:7,gpqe,,,0,What does David say Yahweh will do for his people?,David says Yahweh will keep and protect them from this wicked generation forever.
12:8,z4au,,,0,What causes the wicked to walk proudly?,The wicked walk proudly when people praise wicked actions.
13:1,osxf,,,0,What does David repeatedly ask Yahweh at the beginning of this psalm?,David repeatedly asks Yahweh how long he will forget him and hide his face from him.
13:2,f92x,,,0,What is David experiencing while waiting for Yahweh to answer?,"David must carry sorrow in his heart every day, and his enemy has the upper hand over him."
13:3,pdod,,,0,How does David ask Yahweh to respond to his prayer?,"He asks Yahweh to consider him, answer him, and restore his strength."
13:3,hs65,,,0,What does David fear will happen if Yahweh does not answer?,David fears he will die.
13:4,ddji,,,0,What does David not want his enemy to say about him?,He does not want his enemy to say that he has prevailed over David.
13:4,t2fv,,,0,What will happen if David is defeated?,His enemies will rejoice when he is brought down.
13:5,l9at,,,0,In what has David trusted?,David has trusted in Yahweh’s covenant faithfulness.
13:5,l1s3,,,0,What does David ask that his heart might do?,He asks that his heart might rejoice in Yahweh’s salvation.
13:6,p7as,,,0,Why will David sing to Yahweh?,David will sing because Yahweh has treated him very generously.
14:1,a42i,,,0,What does a fool say in his heart?,"A fool says, “There is no God.”"
14:2,rmxk,,,0,Why does Yahweh looks down on the sons of mankind?,"He looks down to see if there are any who understand, who seek after him."
14:3,rkib,,,0,Who has done evil and corrupted themselves?,Everyone has done evil and corrupt things and no one does what is right.
14:4,auhi,,,0,Who does not call on Yahweh?,"Those who make a practice of doing wicked things and acting violently toward Yahweh’s people, do not call on Yahweh."
14:5,nd5n,,,0,Why do those who do not call on Yahweh tremble with dread?,They tremble with dread because God is with the righteous assembly.
14:6,wgc6,,,0,Who is the refuge of the poor person?,Yahweh is his refuge.
14:7,ymzf,,,0,What does David want to come from Zion?,David wants the salvation of Israel to come from Zion.
14:7,qy7l,,,0,When will Jacob rejoice and Israel be glad?,When Yahweh restores the prosperity of his people.
15:1-2,f181,,,0,What kind of person may stay in Yahweh’s tabernacle and live on his holy hill?,"The person who walks blamelessly, does what is right, and speaks truth from his heart may stay in Yahweh’s tabernacle and live on his holy hill."
15:3,hoq8,,,0,What does this blameless person not do with his tongue?,He does not insult or say bad things with his tongue.
15:4,cmug,,,0,Who does this blameless person despise?,He despises the person God rejects.
15:4,kq5t,,,0,Who does this blameless person honor?,He honors those who fear Yahweh.
15:4,v7zh,,,0,"When this person swears to his own disadvantage, what does he not do?","He does not take back his promises, even if it causes them trouble to do that."
15:5,jthh,,,0,"When this blameless person lends money, what does he not do?",He does not charge interest.
15:5,o8z9,,,0,What does this blameless person not take bribes to do?,He does not take bribes to testify against the innocent.
15:5,u2jg,,,0,What will never happen to the blameless person who does these things?,He will never be shaken.
16:1,d6rw,,,0,What does David ask God to do for him?,David wants God to protect him because he takes refuge in God.
16:2,t7pw,,,0,What does David recognize about his relationship to Yahweh?,"David recognizes that Yahweh is his Lord, and that everything good David has comes from Yahweh."
16:3,wha5,,,0,Who are the holy ones on the earth?,"They are majestic people, and David delights greatly in them."
16:4,n1wt,,,0,What will happen to those who hasten after another god?,Their sorrows will be multiplied.
16:4,psci,,,0,In what ways will David not worship other gods?,"He will not pour out drink offerings of blood, and he will not speak their names with his lips."
16:5,vx3p,,,0,What does David say Yahweh is to him?,"David says Yahweh is the portion of his inheritance and his cup, and Yahweh controls what happens to him."
16:6,h8wh,,,0,What does David recognize that Yahweh has done for him?,David recognizes that Yahweh has greatly blessed him.
16:7-8,iuiq,,,0,Why does David bless Yahweh?,David blesses Yahweh because Yahweh counsels him.
16:9,kyjj,,,0,How does David’s heart respond to Yahweh?,"David’s heart is glad, and he rejoices. He will rest securely."
16:10,pgy5,,,0,What does David say Yahweh will not allow to happen to his faithful one?,Yahweh will not abandon his faithful one to Sheol where dead people go and will save him from dying.
16:11,svzj,,,0,What benefits does David get from Yahweh?,"Yahweh reveals to David the path of life, gives him joy in Yahweh’s presence, and provides delights at his right hand forever."
17:1,ov4w,,,0,What does David ask God to do for him?,"David asks Yahweh to listen to his plea for justice, pay attention to his call for help, and give ear to his prayer."
17:2,i6u9,,,0,What does David pray will come from Yahweh’s presence?,David prays that his vindication will come from Yahweh’s presence.
17:3,iglg,,,0,What does David say Yahweh found when he tested David at night?,"Yahweh examined David’s heart, visited him in the night, and detected nothing wrong; David has determined that he will not sin by what he says."
17:4,g7py,,,0,How has David kept himself from the paths of the violent?,"By the word of Yahweh’s lips, David has kept himself from the paths of the violent."
17:6,h1cb,,,0,Why does David call on God?,David calls on God because God answers him.
17:7,fu9j,,,0,What does David ask God to show him?,He asks God to show his covenant faithfulness to him in a wonderful way.
17:7,jq2c,,,0,Who does God save by his right hand?,He saves those who take refuge in him from their enemies.
17:8-9,ztvx,,,0,How does David ask God to protect him from the wicked?,David asks God to protect him as carefully as people protect their own eyes and to protect him from the wicked like mother birds protect their babies under their wings.
17:10,twb8,,,0,How does David describe his enemies?,"He says his enemies have no mercy on anyone, and their mouths speak with pride."
17:11,y3tq,,,0,What have David’s enemies done to him?,"They have surrounded him and set their eyes on him, crouching low to attack him."
17:13,z4wx,,,0,What does David ask Yahweh to do to his enemies?,"He asks Yahweh to arise, confront his enemies and make them bow down, and to rescue him from the wicked with his sword."
17:14,zbwa,,,0,From whom is David asking Yahweh to rescue him by his hand?,He is asking Yahweh to rescue him from men of this world whose prosperity is in this life alone.
17:14,wbhc,,,0,What does Yahweh provide for the men of this world?,"Yahweh fills their bellies with riches; they are satisfied with sons, and they leave their abundance to their children."
17:15,vzij,,,0,What does David expect to happen when he sees Yahweh’s face in righteousness?,He will be satisfied with a sight of Yahweh.
18:1,z537,,,0,What does David express toward Yahweh?,David says that he loves Yahweh.
18:3,h95o,,,0,What happens when David calls on Yahweh?,David is saved from his enemies.
18:6,wtyn,,,0,Where was Yahweh when he heard David’s voice?,Yahweh heard David’s voice from his temple.
18:7,hg1n,,,0,Why were the foundations of the mountains shaken?,They were shaken because God was angry.
18:9-10,qw0f,,,0,How did Yahweh come down from the heavens?,"With a dark cloud under his feet, he rode on a cherub and flew swiftly on the wings of the wind."
18:14,ju2h,,,0,How did Yahweh scatter his enemies?,He shot his lightning like arrows and made his enemies so afraid that they ran away in different directions.
18:15,wvce,,,0,What exposed the foundations of the world?,Yahweh’s rebuke and the blast of the breath of his nostrils exposed the foundations of the world.
18:16,xta1,,,0,Out of what did Yahweh pull David?,It was as if he pulled David out of the deep water of the ocean.
18:19,tuhb,,,0,Why did Yahweh save David?,Yahweh saved David because Yahweh delighted in him.
18:27,yzdj,,,0,What does Yahweh do to afflicted people?,He saves afflicted people.
18:27,osfw,,,0,What does Yahweh do to those who are proud?,Yahweh humiliates them.
18:30,etne,,,0,How does David describe God’s way?,He says God’s way is perfect.
18:37,u0d2,,,0,What did David do to his enemies?,David pursued his enemies and destroyed them.
18:41,h96h,,,0,What happened when David’s enemies called to Yahweh?,Yahweh did not answer them.
18:43,x00m,,,0,Over what has Yahweh made David the head?,Yahweh made David the head over nations.
18:48,z5oq,,,0,From whom does Yahweh deliver David?,Yahweh delivers David from his enemies.
18:50,w50l,,,0,To whom does Yahweh show his covenant faithfulness?,"He shows his covenant faithfulness to his anointed one, to David and to his descendants forever."
19:1,enq6,,,0,What do the heavens declare and the sky proclaim?,"The heavens declare the glory of God, and the sky proclaims the work of his hands."
19:2,agh4,,,0,What do the days and nights continually declare?,"Day after day, words flow forth, and night after night knowledge is declared."
19:4,bhqn,,,0,What goes out through all the earth and to the end of the world?,Their words go out through all the earth to the end of the world.
19:5,qd26,,,0,What is the sun like?,The sun is like a bridegroom and like a strong man.
19:7,ljqd,,,0,What does the law of Yahweh do?,The law of Yahweh restores the soul.
19:7,homz,,,0,What does the testimony of Yahweh do?,The testimony of Yahweh makes the simple wise.
19:8,xjrt,,,0,What do the precepts of Yahweh do?,The precepts of Yahweh make the heart rejoice.
19:8,olys,,,0,What does the commandment of Yahweh do?,The commandment of Yahweh shows them how he wants them to behave.
19:10,llhn,,,0,How do the judgments of Yahweh compare to gold?,"They are of greater value than gold, even much more than much fine gold."
19:11,sf0i,,,0,What do the judgments of Yahweh do for the servant?,"By them the servant is warned, and there is great reward in keeping them."
19:12,qbvk,,,0,From what does David ask Yahweh to acquit him?,He asks Yahweh to acquit him from his hidden faults.
19:14,eeav,,,0,What does David want to be acceptable to Yahweh?,David wants the words of his mouth and the meditation of his heart to be acceptable to Yahweh.
20:1,pvjm,,,0,What does the psalmist pray that Yahweh will do for the king in his time of trouble?,The psalmist prays that Yahweh will answer the king in his time of trouble and protect him.
20:2,jerx,,,0,From where does David want Yahweh to send help and support?,He asks that Yahweh send help from the sanctuary and support from Zion.
20:3,eig7,,,0,What does David want Yahweh to remember and accept?,David asks that Yahweh remember all the grain offerings and accept the burnt offering.
20:4,hkrc,,,0,What does the psalmist ask Yahweh to grant the king?,The psalmist asks that Yahweh grant the king what his heart desires and fulfill all his plans.
20:5,uozy,,,0,In what does David say they will rejoice?,David says they will rejoice in the salvation that Yahweh gives.
20:6,owzh,,,0,Who does David say that Yahweh will rescue?,David knows that Yahweh will rescue his anointed.
20:7,ymkg,,,0,In what do other people trust?,Some trust in chariots and others in horses to defeat their enemies.
20:7,madq,,,0,What do David and his people do instead of trusting in chariots or horses?,They remember to trust in the power of Yahweh their God.
20:8,xfnb,,,0,What does the psalmist say happens to enemies compared to his own people?,"The enemies bow down and fall, but the psalmist and his people rise and stand firm."
20:9,qzlt,,,0,What does the psalmist ask Yahweh to do at the end of the psalm?,"The psalmist asks Yahweh to save, and prays that the king will answer them when they call."
21:1,t5ac,,,0,In what does the king rejoice?,He rejoices in Yahweh’s strength and in the salvation Yahweh provides.
21:2,o8im,,,0,What has Yahweh done for the king?,Yahweh has given the king his heart’s desire and has not held back the request of his lips.
21:3,o02w,,,0,What has Yahweh brought to the king and placed on his head?,He has brought the king rich blessings and placed a crown of refined gold on his head.
21:4,gpsc,,,0,What did Yahweh give the king after the king asked for it?,Yahweh gave the king life and long days forever and ever.
21:5,tlep,,,0,Why is the king’s glory great?,His glory is great because of Yahweh’s salvation.
21:5,ditp,,,0,What has Yahweh bestowed upon the king?,Yahweh has bestowed splendor and majesty.
21:7,z1b6,,,0,Why will the king not be shaken?,He will not be shaken because he trusts in Yahweh through the Most High’s covenant faithfulness.
21:8,lz5r,,,0,What will Yahweh’s hand find?,"Yahweh’s hand will find all his enemies, those who hate him."
21:9,t89b,,,0,What will Yahweh do to his enemies?,"He will burn them up, and they will be consumed in his wrath."
21:10,j0n7,,,0,What will Yahweh do to the offspring of his enemies?,He will destroy their offspring and their descendants.
21:11-12,fpsn,,,0,Why will the plot of Yahweh’s enemies not succeed?,It will not succeed because Yahweh will turn them back and draw his bow against them.
21:13,zx21,,,0,How will the people exalt Yahweh?,They will sing and praise his power.
22:1,fqsq,,,0,What is David asking God?,"David is asking why God has abandoned him, why he is so far from David."
22:2,q3ih,,,0,What does David do in the daytime and at night?,"David cries out in the daytime, and at night David is not silent."
22:3,sv9g,,,0,How does David refer to God?,"David refers to God as holy, sitting as king with the praises of Israel."
22:4-5,a778,,,0,What did David’s ancestors do and how did God respond?,"They trusted in God, he rescued them, and they were not disappointed."
22:6,gt55,,,0,How does David describe himself?,"David says he is a worm and not a man, a disgrace to humanity and despised by the people."
22:8,cih5,,,0,What do the people that taunt and mock David say to him?,They say that he trusts in Yahweh and that Yahweh should rescue him since Yahweh delights in him.
22:9-10,ik82,,,0,How long has David trusted God?,David trusted Yahweh when he was on his mother’s breasts and since he was in his mother’s womb.
22:11,gbvz,,,0,What is David asking God to do for him?,He is asking God to not be far away from him because trouble is near and there is no one to help.
22:12-13,f8z5,,,0,What is surrounding David like a roaring lion?,"His enemies, like many strong bulls of Bashan, surround him, and they are opening their mouths wide against him like a roaring lion."
22:14-15,vd80,,,0,How does David describe himself?,"He says he is being poured out like water, all his bones are dislocated, his heart is like wax, his strength has dried up, his tongue sticks to the roof of his mouth."
22:16,i2s5,,,0,What has surrounded David and encircled him?,"Dogs have surrounded him and a company of evildoers encircled him, having pierced his hands and feet."
22:18,tlo6,,,0,What was done to the garments and the clothes?,The garments were divided and lots were cast for the clothes.
22:19,vr60,,,0,What does David request of Yahweh?,He requests that Yahweh not be far away and hurry to help him.
22:20-21,vpid,,,0,From what does David want to be rescued and saved?,"He wants his life delivered from the sword, rescued from the hand of the dog, and saved from the mouth of the lion and the horns of wild oxen."
22:22,aucn,,,0,"What will David declare to his brothers, and where will he praise Yahweh?",He will declare Yahweh’s name to his brothers and praise him in the midst of the assembly.
22:23,fibl,,,0,"Who should praise, honor, and stand in awe of Yahweh?","All who fear Yahweh, all descendants of Jacob, and all descendants of Israel should praise, honor, and stand in awe of him."
22:24,jsgv,,,0,When did Yahweh hear the afflicted one?,He heard the afflicted one when he cried to him.
22:25,yz4e,,,0,Where will David praise and fulfill his vows?,He will praise Yahweh in the great assembly and fulfill his vows before those who fear Yahweh.
22:26,elux,,,0,"Who will eat, be satisfied, and praise Yahweh?","The poor will eat and be satisfied, and those who seek Yahweh will praise him."
22:27,x0gc,,,0,What will all the peoples of the earth and what will the families of the nations do?,The peoples of the earth will remember and turn to Yahweh and all the families of the nations will bow down before him.
22:28,uuac,,,0,Over what does Yahweh rule?,Yahweh rules over the nations.
22:29,kogg,,,0,Who will bow before Yahweh?,Both the wealthy of the earth and those who are dying and cannot preserve their own lives will bow before him.
22:30-31,l233,,,0,What will future generations do?,They will come and declare to a people not yet born what Yahweh has done.
23:1,ajxo,,,0,Who is David’s shepherd?,David’s shepherd is Yahweh.
23:2,dt7r,,,0,Where does Yahweh make David lie down?,Yahweh makes David lie down in green pastures.
