Reference,ID,Tags,Quote,Occurrence,Question,Response
3:6,egpu,,,0,Why did King Joram leave Samaria?,King Joram left Samaria to mobilize all Israel for war.
3:9,skgu,,,0,What three armies marched around the Sea of the Arabah for seven days?,"The armies of Israel, Judah, and Edom marched for seven days."
3:11,o3io,,,0,What had Elisha done for Elijah?,"Elisha had poured water on the hands of Elijah, acting as his servant."
3:14,u3x9,,,0,Why did Elisha pay attention to the king of Israel?,Elisha paid attention to the king of Israel because Elisha honored the presence of Jehoshaphat king of Judah.
3:15,ohjn,,,0,When did the hand of Yahweh come upon Elisha?,"When the harpist played, the hand of Yahweh came upon Elisha."
3:20,tfpy,,,0,When was the country filled with water?,"In the morning about the time of offering the grain sacrifice, there came water from the direction of Edom, and the country was filled with water."
3:21,uzcl,,,0,Who from the Moabites gathered themselves together to fight?,All who were able to put on armor gathered themselves together.
3:22-23,indx,,,0,What did the Moabites think when they saw the water?,"When the Moabites saw the water, they thought the three kings had killed each other."
3:27,mny2,,,0,What did the king of Moab do to his oldest son?,He took his oldest son and offered him as a burnt offering upon the wall.
4:1,iabi,,,0,What was going to happen to the children of the wife of one of the sons of the prophets?,The creditor was going to take her two children to be his slaves.
4:3,x5du,,,0,From where should the woman borrow jars?,The woman should borrow jars from her neighbors.
4:6,yx1k,,,0,When did the oil stop flowing?,"After her son said there were no more jars, the oil stopped flowing."
4:10,bsld,,,0,What did the important woman from Shunem and her husband make for Elisha?,"They made a little room on the roof for Elisha, with a bed, a table, a seat, and a lamp."
4:16,b3an,,,0,What was the woman to be holding in one year’s time?,"In one year’s time, she would be holding a son."
4:18-19,bwn0,,,0,When did the child develop pain in his head?,"When the child went out one day to his father, who was with harvesters, he cried out about pain in his head."
4:20,x6an,,,0,Where did the child sit until he died?,The child sat on his mother’s knees until he died.
4:25,o3u9,,,0,Where was the man of God?,The man of God was at Mount Carmel.
4:26,rnex,,,0,"When Gehazi asked the woman if everything was alright, what did she answer?","When Gehazi asked the woman if everything was alright, she answered, “It is alright.”"
4:27,yllz,,,0,What did the woman do when she came to the man of God at the mountain?,"When she came to the man of God at the mountain, she caught hold of his feet."
4:29,w9jv,,,0,What should Gehazi do if he met any man or if anyone greeted him?,"If Gehazi met any man or if anyone greeted him, he should not answer him."
4:31,xrgv,,,0,What did Gehazi lay on the child’s face?,He laid the staff on the child’s face.
4:34,rfzb,,,0,How did the boy’s body grow warm?,"Elisha stretched himself out on the boy, and the boy’s body grew warm."
4:35,gpbu,,,0,What did the child do before he opened his eyes?,The child sneezed seven times and then opened his eyes.
4:38-39,odhk,,,0,Who gathered wild gourds?,One of the prophets gathered wild gourds.
4:40-41,gsi3,,,0,How did Elisha remove the death from the pot?,Elisha threw some flour into the pot.
4:42-43,d4w4,,,0,How many people ate the twenty loaves of barley bread?,One hundred people ate the twenty loaves of barley bread.
5:1,z5kw,,,0,What had Yahweh given to Aram by Naaman?,Yahweh had given deliverance to Aram.
5:3,lsch,,,0,Whom did the little girl say would heal her master?,The girl said the prophet who was in Samaria would heal her master.
5:6,kw69,,,0,To whom did Naaman take the letter which was from the king of Aram?,Naaman took the letter to the king of Israel.
5:7,mxhd,,,0,What did the king of Israel think was the reason Naaman came to him for a cure?,The king of Israel thought Naaman was seeking to start an argument with him.
5:10,o5cn,,,0,What was Naaman told to do to be clean?,Naaman was told to go and wash himself into the Jordan seven times to be clean.
5:11,bz76,,,0,How did Naaman think Elisha would heal him?,"Naaman thought Elisha would come out to him and stand and call on the name of Yahweh his God, and wave his hand over the place and heal the leprosy."
5:14,ezct,,,0,Like what was Naaman’s flesh restored?,Naaman’s flesh was restored again like the flesh of a little boy.
5:15,tziw,,,0,"After Naaman was healed, what did he know?","After Naaman was healed, he knew that there was no God in all the earth except in Israel."
5:18,a4hy,,,0,For what did Naaman ask Yahweh to pardon him?,Naaman asked Yahweh to pardon him when he bowed himself in the house of Rimmon to serve his master.
5:22,ecin,,,0,"According to Gehazi, who came from the hill country of Ephraim?","According to Gehazi, two young men of the sons of the prophets came from the hill country of Ephraim."
5:24,bdjp,,,0,What did Gehazi hide in the house?,He hid the bags of silver in the house.
5:26-27,aqsp,,,0,What happened because Gehazi lied?,"Because Gehazi lied, he became a leper."
6:1-2,wbcj,,,0,Why did the sons of the prophets want to build a place to live?,"The place where they lived with Elisha was too small, so they wanted to build a new place to live."
6:5,d12t,,,0,Why was the man who lost the axe head worried?,He was worried because the axe was borrowed.
6:6,iedw,,,0,How did Elisha make iron float?,"He cut off a stick, threw it in the water, and made the iron float."
6:12,kxcd,,,0,Who told the king of Israel the words of the king of Aram?,Elisha told the king of Israel the words of the king of Aram.
6:15,qhzk,,,0,Why was Elisha’s servant worried?,He was worried because he saw a large army with horses and chariots surrounding the city.
6:18-19,n3pm,,,0,How did Elisha lead the Arameans to Samaria?,"Elisha asked Yahweh to blind them, and then Elisha told them to follow him."
6:20,lod6,,,0,Where were the Arameans when Yahweh opened their eyes?,The Arameans were in the middle of the city of Samaria when Yahweh opened their eyes.
6:22-23,krin,,,0,What did the king of Israel do to the Arameans?,"He put bread and water before them, and he sent them away."
6:25,dbzo,,,0,Why was a donkey’s head sold for eighty pieces of silver?,"There was a great famine in Samaria, so a donkey’s head was sold for eighty pieces of silver."
6:28-29,sz5j,,,0,What did the woman tell the king was troubling her?,"She answered, “This woman said to me, ‘Give your son so that we may eat him today, and we will eat my son tomorrow.’ So we boiled my son and ate him, and I said to her on the next day, ‘Give your son that we may eat him,’ but she has hidden her son.”"
6:32,kenl,,,0,"When the messenger came to Elisha, what did he tell the elders to do?","When the messenger came to Elisha, he told the elders to shut the door, and hold the door shut against him."
7:2,rvt6,,,0,What did Elisa say would happen to the captain who did not believe him?,Elisha said the captain would not eat any of the flour or barley.
7:3,u21g,,,0,Why did the four men with leprosy go to the army of the Arameans?,They went to the army of the Arameans because they said they might die stayed where they were.
7:6,lxi8,,,0,Why did the Aramean army think the king of Israel hired the kings of the Hittites and Egyptians to come against the Arameans?,"The Aramean army thought the king of Israel hired the kings of the Hittites and Egyptians to come against the Arameans because they heard a noise of chariots, and a noise of horses—the noise of another large army approaching."
7:11,n556,,,0,What did the gatekeepers do after they were told that the Arameans had deserted their camp?,The gatekeepers shouted out the news that the Arameans had deserted their camp.
7:12,cc0k,,,0,What did the king think was the reason the Arameans left their camp?,"The king thought they had gone out of the camp to hide themselves in the fields. Then when the Israelites came out of the city, the Arameans would take them alive, and conquer the city."
7:15,dmm3,,,0,Of what was the road full?,The road was full of clothes and equipment the Arameans had cast away in their hurry.
7:18-19,pb1x,,,0,"What did the captain say when Elisha told him, “About this time in the gate of Samaria, two measures of barley will be available for a shekel, and a measure of fine flour for a shekel.”?","The captain said to Elisha, “That could not happen even if Yahweh opened the windows of the sky and sent grain down to us!”"
8:1-2,r29d,,,0,Why did the woman whose son Elisha restored to life live in the land of the Philistines seven years?,The woman whose son Elisha restored to life lived in the land of the Philistines seven years because Elisha said Yahweh had called for a famine.
8:3,ba0w,,,0,Why did the woman go to the king?,The woman went to the king to beg him for her house and for her land.
8:5,v7gk,,,0,What was Gehazi telling the king when the woman whose son Elisha restored to life arrived?,Gehazi was telling the king how Elisha had restored to life the child who was dead.
8:9,xqm3,,,0,What did Hazael take with him to give to Elisha?,"Hazael took a gift with him of every kind of good thing of Damascus, carried by forty camels."
8:11-12,q5d1,,,0,Why did the man of God weep?,The man of God wept because he knew the evil that Hazael would do to the people of Israel.
8:14-15,prdr,,,0,"After Hazael told the king of Aram that he would recover, what did he do to King Ben Hadad?","After Hazael told King Ben Hadad that he would recover, he took the blanket and dipped it in water, and spread it on Ben Hadad’s face so that he died."
8:18,d5ji,,,0,Who was Jehoram’s wife?,Jehoram’s wife was Ahab’s daughter.
8:19,et66,,,0,Why was Yahweh not willing to destroy Judah?,Yahweh was unwilling to destroy Judah because he had told his servant David that that his descendants would always be kings.
8:20,c74j,,,0,When did Edom revolt from under the hand of Judah?,"In Jehoram’s days, Edom revolted from under the hand of Judah."
8:27,v6rr,,,0,Why did Ahaziah do what was evil in Yahweh’s sight?,"Ahaziah did what was evil in Yahweh’s sight, for Ahaziah was a son-in-law to the house of Ahab."
8:29,pakt,,,0,Where did King Joram return to be healed of the wounds that the Arameans had given him at Ramah?,King Joram returned to be healed in Jezreel.
9:1-3,hg7v,,,0,Why did one of the sons of the prophets take a little bottle of oil in his hand and go to Ramoth Gilead?,He took the bottle of oil and went to Ramoth Gilead to anoint Jehu.
9:6,i6ai,,,0,Who poured the oil on Jehu’s head?,The prophet poured the oil on Jehu’s head.
9:7,lk8p,,,0,How would Yahweh avenge the blood of his servants?,"If Jehu killed the family of Ahab, Yahweh would avenge the blood of his servants shed by the hand of Jezebel."
9:10,mu6n,,,0,What was going to happen to Jezebel?,"The dogs would eat Jezebel in Jezreel, and there would be no one to bury her."
9:12-13,xa0y,,,0,What did the servants of Jehu’s master do after Jehu said he was anointed as king?,"After Jehu said he was anointed as king, each of the servants quickly took off his outer garment and put it under Jehu at the top of the steps. They blew the trumpet and said, “Jehu is king.”"
9:15,d570,,,0,Why had King Joram gone back to Jezreel?,King Joram had gone back to Jezreel to be healed of the wounds that the Arameans had given him.
9:17-18,u0aj,,,0,What did the watchman see the messenger do?,The watchman saw the messenger speak to the men but did not come back ahead of them.
9:20,ix4d,,,0,How did the watchman know Jehu was driving the chariot?,"The watchman knew Jehu was driving the chariot, for he was driving wildly."
9:21,nr2h,,,0,How did Joram king of Israel ride out to meet Jehu?,"Joram king of Israel rode out with Ahaziah king of Judah, each in his chariot, to meet Jehu."
9:24,nece,,,0,What happened after Jehu shot Joram between his shoulders?,"After Jehu shot Joram between his shoulders, the arrow went through Joram’s heart, and he sank down in his chariot."
9:26,sxwk,,,0,What would bring to pass the things that were told would happen by the word of Yahweh?,Taking Joram’s body and throwing him into that field would bring to pass the things that were told would happen by the word of Yahweh.
9:28,gsk4,,,0,Who was buried in his sepulchre with his fathers in the City of David?,Ahaziah was buried in his sepulchre with his fathers in the City of David.
9:30,pla7,,,0,What happened when Jehu came to Jezreel?,"When Jehu came to Jezreel, Jezebel heard of it, and she painted her eyes, arranged her hair, and looked out the window."
9:32-33,yzw4,,,0,Who threw Jezebel down?,Some eunuchs threw Jezebel down.
9:35,em4t,,,0,Why could no one bury Jezebel?,"When they went to bury her, they found no more of her than the skull, the feet, and the palms of her hands."
10:3,dpnk,,,0,What did Jehu’s letter tell the elders and guardians of Ahab’s descendants to do?,It told the elders and guardians of Ahab’s descendants to select the best and most deserving of their master’s descendants and set him on his father’s throne and then defend him.
10:4-5,j2w8,,,0,Why did the elders and guardians of Ahab’s descendants not make any man king?,They did not make any man king because they realized that not even the two kings could stand before Jehu.
10:7,mb10,,,0,What did the elders and guardians of Ahab’s descendants do to the king’s sons?,"They took the king’s sons and killed them, seventy persons, put their heads in baskets, and sent them to Jehu in Jezreel."
10:10,b74w,,,0,"Why did Jehu say that no part of Yahweh’s word, the word that he spoke concerning the family of Ahab, would fall to the ground?","Jehu said that no part of Yahweh’s word, the word that he spoke concerning the family of Ahab, would fall to the ground, for Yahweh had done what he spoke about through his servant Elijah."
10:13-14,lqq7,,,0,How many brothers of Ahaziah did Jehu meet and kill?,He met and killed forty-two men.
10:15,mghy,,,0,Why did Jehu take Jonadab into the chariot?,"Jehu took Jonadab into the chariot because Jonadab said his heart was with Jehu, and he gave Jehu his hand."
10:19,i2xo,,,0,"Why did Jehu gather all the prophets of Baal, all his worshipers, and all his priests?","He gathered them deceitfully, with the intent to kill the worshipers of Baal."
10:21,c7pc,,,0,To where did the worshipers of Baal come?,They came into the temple of Baal.
10:24,nzpn,,,0,What would happen if any of the worshipers of Baal escaped?,"If any of the worshipers of Baal escaped, whoever let that man escape, his life would be taken for the life of he who escaped."
10:27,e7db,,,0,Into what did the guards and captains make the house of Baal?,They made the house of Baal into a latrine.
10:29,wero,,,0,How did Jehu not leave the sins of Jeroboam?,Jehu did not leave the sins of Jeroboam because he worshiped the golden calves in Bethel and Dan.
10:30,ns9j,,,0,Why would Jehu’s descendants sit on the throne of Israel to the fourth generation?,"Because Jehu did well in executing what was right in Yahweh’s eyes, and did to the house of Ahab and did all that was in Yahweh’s heart, his descendants would sit on the throne of Israel to the fourth generation."
10:34,szq3,,,0,Where were the other matters concerning Jehu written?,"The other matters concerning Jehu, and all that he did, and all his power, were written in the book of the matters of the days of the kings of Israel."
11:1-2,fn7d,,,0,Who was Athaliah not able to kill?,Athaliah could not kill Joash because the soldiers could not find him.
11:4,chty,,,0,What did the commanders of hundreds of the Carites and of the guard have to do before they saw the king’s son?,The commanders of hundreds of the Carites and of the guard had to make a covenant with Jehoiada and swear an oath in the house of Yahweh. Then he showed them the king’s son.
11:7,otua,,,0,What did the two groups who were not serving on the Sabbath have to do?,The two groups who were not serving on the Sabbath had to guard the house of Yahweh to protect young King Joash.
11:10,w4ys,,,0,What did Jehoiada hand over to the commanders?,"Jehoiada handed over to the commanders the spears and shields that had been King David’s, which were in the house of Yahweh."
11:14,dpu2,,,0,Why did Athaliah tear her clothes and shout?,Athaliah tore her clothes and shouted because she saw King Joash standing by the pillar.
11:15-16,uo39,,,0,Why was Athaliah killed at the king’s house?,"Athaliah was killed at the king’s house, for the priest had said, “Do not let her be killed in the house of Yahweh.”"
11:17-18,rvb6,,,0,"After Jehoiada made a covenant, what did the people do?","After Jehoiada made a covenant, the people tore down the house of Baal, smashed Baal’s altars and his idol figures to pieces, and killed Mattan, the priest of Baal."
11:19-20,t7qw,,,0,"When Joash sat on the throne of the kings, how did the people respond?","When Joash sat on the throne of the kings, all the people of the land rejoiced."
12:2,xnrj,,,0,Why did Joash do what was right in the eyes of Yahweh all the time?,"Joash did what was right in the eyes of Yahweh all the time, because Jehoiada the priest was instructing him."
12:4,ywj9,,,0,By what were the people motivated to give money for the temple?,The people were motivated by Yahweh in their hearts to give.
12:6-7,rdmd,,,0,Why did Joash tell the priests to take no more money from the taxpayers?,Joash told the priests this because they had not repaired anything in the temple.
12:9,v0nd,,,0,Who put money into the chest?,The priests who were guarding the temple entrance put into the chest all the money that was brought to the house of Yahweh.
12:12,nvlq,,,0,For what did the workers use the money?,"The workers used the money for buying timber and cutting stone to repair the temple of Yahweh, and for all that was needed to be paid to repair it."
12:16,bmpw,,,0,Why was the money for the guilt offerings and the money for the sin offerings not brought into the temple of Yahweh?,"The money for the guilt offerings and the money for the sin offerings was not brought into the temple of Yahweh, because it belonged to the priests."
12:18,xsli,,,0,How did King Joash prevent King Hazael from attacking Jerusalem?,"Joash took all the holy objects that Jehoshaphat and Jehoram and Ahaziah had consecrated to Yahweh, his own holy things, and all the gold that was found in the storerooms of the houses of Yahweh and of the king, and he sent them to Hazael, king of Aram. Then Hazael went away from Jerusalem."
12:21,af4d,,,0,Who attacked Joash?,"Jozacar, the son of Shimeath, and Jehozabad, the son of Shomer, his servants, attacked Joash."
13:4-5,qzy0,,,0,Why did Yahweh give Israel a rescuer?,"Jehoahaz implored Yahweh, so Yahweh gave Israel a rescuer."
13:7,p2k6,,,0,The king of Aram destroyed the army of Israel and made them like what?,The king of Aram had destroyed the army of Israel and made them like the dust at threshing time.
13:15,ago8,,,0,"When Elisha was sick, what did he tell Joash to bring?",He told Joash to bring a bow and some arrows.
13:18-19,t77c,,,0,What happened because Joash hit the ground only three times?,"Because he hit the ground only three times, he would strike Aram only three times."
13:21,fwq4,,,0,What happened to the man who was buried in Elisha’s grave?,The man who was buried in Elisha’s grave revived and stood up on his feet as soon as the man touched Elisha’s bones.
13:23,jvq9,,,0,Why did Yahweh not drive Israel away from his presence?,"Yahweh was gracious to Israel and had compassion on them and concern for them because of his covenant with Abraham, Isaac, and Jacob. So Yahweh did not destroy them, and he did not drive them away from his presence."
14:5,umpm,,,0,What did Amaziah do as soon as his rule was well established?,"As soon as his rule was well established, Amaziah killed the servants who had murdered his father, the king."
14:6,mwy8,,,0,Why did Amaziah not put the sons of the assassins to death?,"Amaziah did not put the sons of the assassins to death because Yahweh had commanded him, saying, “The fathers must not be put to death for their children, neither must the children be put to death for their parents. Instead, every person must be put to death for his own sin.”"
14:9,oqjb,,,0,What trampled down the thistle?,A wild beast in Lebanon trampled down the thistle.
14:14,dd50,,,0,What did Jehoash take to Samaria from Jerusalem?,"He took all the gold and silver, all the objects that were found in the house of Yahweh, and the valuable things in the king’s palace, and hostages also."
14:19,qlcc,,,0,How did Amaziah die?,"A conspiracy was made against Amaziah in Jerusalem, and he fled to Lachish. But men were sent after him to Lachish and they killed him there."
14:22,vs14,,,0,What did Uzziah do to Elath?,Uzziah rebuilt Elath and restored it to Judah.
14:25,uzrm,,,0,Through whom did Jeroboam hear that he should restore the border of Israel from Lebo Hamath to the sea of the Arabah?,"Jeroboam heard through Jonah the son of Amittai, the prophet, that he should restore the border of Israel from Lebo Hamath to the sea of the Arabah."
14:26-27,ddub,,,0,"Because Yahweh saw there was no rescuer for Israel, how did he save them?","Because Yahweh saw there was no rescuer for Israel, Yahweh saved them by the hand of Jeroboam the son of Jehoash."
15:5,qwzv,,,0,How did Yahweh afflict King Azariah?,Yahweh afflicted the king so that he was a leper to the day of his death and lived in a separate house.
15:7,ves9,,,0,Who became king in Azariah’s place?,"Jotham, his son, became king in his place."
15:10,rgcx,,,0,Where did Shallum kill Zechariah?,Shallum killed Zechariah in front of the people.
15:12,l7wh,,,0,For how long would Jehu’s descendants sit on the throne of Israel?,Jehu’s descendants would sit on the throne of Israel to the fourth generation.
15:13-14,jw8y,,,0,Why did Shallum reign only one month in Samaria?,Shallum reigned only one month in Samaria because Menahem the son of Gadi killed him.
15:16,afpi,,,0,Why did Menahem attack Tiphsah and all who were there?,Menahem attacked Tiphsah and all who were there because they did not open the city up to him.
15:19-20,sxz0,,,0,How did Menahem collect the one thousand talents of silver to give Pul?,Menahem collected one thousand talents of silver by requiring each of the wealthy men to pay fifty shekels of silver to him.
15:25,z7ko,,,0,Who killed Pekahiah?,Pekah killed Pekahiah.
15:29-30,x8oz,,,0,Why did Hoshea form a conspiracy against Pekah?,Hoshea formed a conspiracy against Pekah because Tiglath Pileser king of Assyria came and took many cities.
15:34,aaz8,,,0,Whose example did Jotham follow?,"Jotham followed the example of his father, Uzziah."
16:3,ksu0,,,0,What did Ahaz do to his son?,"Ahaz put his son in the fire as a burned offering, following the detestable practices of the nations."
16:5,xzx3,,,0,What could Rezin not do when he attacked Jerusalem?,"When Rezin attacked Jerusalem, he could not conquer Ahaz."
16:8,bppc,,,0,What gift did Ahaz give the king of Assyria?,"Ahaz took the silver and gold that was found in the house of Yahweh and among the treasures of the king’s palace, and he sent it as a gift to the king of Assyria."
16:10-11,qvnw,,,0,What altar did Ahaz want Uriah to replicate?,Ahaz wanted to replicate the altar at Damascus.
16:13,mo6e,,,0,Who made his burned offering and his grain offering?,The king made his burned offering and his grain offering.
16:15,y92v,,,0,What was the purpose of the bronze altar?,The bronze altar was for Ahaz to ask for God’s help.
16:18,c4ji,,,0,"Why did Ahaz remove the covered walkway for the Sabbath that they had built at the temple, along with the king’s entry outside the temple of Yahweh?","Ahaz removed the covered walkway for the Sabbath they had built at the temple, along with the king’s entry outside the temple of Yahweh, to please the king of Assyria."
17:3,yd6x,,,0,What did Hoshea do when he became Shalmaneser’s servant?,Hoshea became his servant and brought him tribute.
17:4,dcdt,,,0,How had Hoshea been plotting against Shalmaneser?,"Hoshea had been plotting against Shalmaneser, for Hoshea had sent messengers to So, king of Egypt."
17:7,v69d,,,0,Why did the captivity happen?,The captivity happened because the people of Israel had sinned against Yahweh their God.
17:12,h759,,,0,What had Yahweh said the Israelites must not do?,Yahweh had said they must not worship idols.
17:13,dx7g,,,0,By whom had Yahweh testified to Israel and to Judah?,Yahweh had testified to Israel and to Judah by every prophet and every seer.
17:14,xzjw,,,0,The Israelites were very stubborn like whom?,The Israelites were very stubborn like their fathers who did not trust in Yahweh their God.
17:17,cusg,,,0,How did the Israelites sell themselves?,The Israelites sold themselves to do that which was evil in the sight of Yahweh.
17:22-23,e65a,,,0,Why did Yahweh remove Israel from his sight?,"The people of Israel followed all the sins of Jeroboam and they did not depart from them, so Yahweh removed Israel from his sight."
17:25,ap4n,,,0,Why did Yahweh send lions among the new nations in Samaria?,"The nations in Samaria did not worship Yahweh, so he sent lions among them."
17:28,jjrm,,,0,What did the priest teach the new people in Bethel?,The priest taught them how they should fear Yahweh.
17:29,i9gc,,,0,Where did every ethnic group put the gods they made?,"Every ethnic group made gods of their own, and put them in the shrines that the Samaritans had made."
17:32,ckll,,,0,"Besides their own gods, who did the new nations in Israel honor?",The new nations also honored Yahweh.
17:34-35,teea,,,0,How did the new people in Israel not honor Yahweh?,"The new people did not honor Yahweh, because he commanded that they must not fear other gods."
17:40,wx6q,,,0,How did the nations in Israel not listen?,They did not listen because they continued to do what they had done in the past.
18:4,ndxy,,,0,What were the people of Israel doing to the bronze serpent Moses had made?,The people of Israel were burning incense to the bronze serpent Moses had made.
18:9-10,gx7w,,,0,For how long did Shalmaneser king of Assyria attack Samaria?,Shalmaneser king of Assyria attacked Samaria for three years.
18:11-12,dm3a,,,0,Why did the king of Assyria carry Israel captive away to Assyria?,The king of Assyria carried Israel captive away to Assyria because they disobeyed the solemn agreement that Yahweh had made with their ancestors.
18:15,bvqc,,,0,From where did Hezekiah get silver to give the king of Assyria?,Hezekiah got silver that was found in the house of Yahweh and in the treasuries of the king’s palace.
18:17-18,a8p8,,,0,From where did Tartan and Rabsaris and the chief commander call to King Hezekiah?,"They called to King Hezekiah from the conduit of the upper pool, on the highway of the Field of the Fuller."
18:21,adfr,,,0,What would happen if a man leaned on Egypt?,"If a man leaned on Egypt, it would stick into his hand and pierce it."
18:23,w53j,,,0,What wager did the king of Assyria make?,The king of Assyria wagered two thousand horses if Hezekiah was able to find riders for them.
18:25,rku8,,,0,What did Yahweh tell the king of Assyria to do?,Yahweh told the king of Assyria to attack Judah and destroy it.
18:26,yro8,,,0,"In what language did Eliakim, Shebnah, and Joah ask the chief commander to speak?","Eliakim, Shebnah, and Joah asked the chief commander to speak in Aramaic."
18:28,t31f,,,0,In what language did the chief commander shout?,The chief commander shouted in the Jews’ language.
18:31,f393,,,0,What would the king of Assyria let those who made peace with him do?,"He would let them eat from their own vine and from their own fig tree, and drink from the water in their own cistern."
18:36,rhbk,,,0,What did King Hezekiah command?,The king commanded the people to not answer the chief commander.
19:1,epsl,,,0,What did King Hezekiah do when he heard the report?,"When King Hezekiah heard the report, he tore his clothes, covered himself with sackcloth, and went into the house of Yahweh."
19:4,qszv,,,0,What did Hezekiah say Yahweh might do?,Hezekiah said that perhaps Yahweh will punish him for saying those things.
19:7,clyv,,,0,What would Yahweh do to stop the king of Assyria?,"Yahweh would put a spirit in him, and the king would hear a certain report and go back to his own land."
19:10,d89b,,,0,"According to Sennacherib, in what way did God deceive Hezekiah?","According to Sennacherib, God deceived Hezekiah by saying Jerusalem would not be given over into the hand of the king of Assyria."
19:14,h2o3,,,0,Where did Hezekiah spread the letter from the messengers?,Hezekiah spread the letter from the messengers in the house of Yahweh.
19:19,iuhm,,,0,Why should Yahweh save the people of Judah?,Yahweh should save the people of Judah so that all the kingdoms of the earth may know that Yahweh is God alone.
19:22,dwax,,,0,Against whom did the king of Assyria raise his voice?,The king of Assyria raised his voice against the Holy One of Israel!
19:24,tmrj,,,0,Who said he would dry up all the streams of Matsor under the soles of his feet?,Sennacherib said he would dry up all the streams of Matsor under the soles of his feet.
19:25,k3yu,,,0,Who determined long ago that impregnable cities would be reduced into heaps of ruins?,Yahweh determined long ago that impregnable cities would be reduced into heaps of ruins.
19:28,a28r,,,0,What would Yahweh put in Sennacherib’s nose?,Yahweh would put his hook in Sennacherib’s nose.
19:29,ia5f,,,0,What would be the sign for Hezekiah?,"The sign would be that the people of Judah would eat what grows wild, and in the second year what grows from that."
19:34,o0qy,,,0,Why would Yahweh defend Jerusalem?,Yahweh would defend Jerusalem for his own sake and for his servant David’s sake.
19:35,a9kj,,,0,How did Yahweh defend Jerusalem?,"The angel of Yahweh went out and struck the camp of the Assyrians, putting to death 185,000 soldiers."
20:1,cm68,,,0,What did Yahweh tell Hezekiah to do because he would die?,"Yahweh told Hezekiah to set his house in order, for he would die."
20:5,vg5d,,,0,Why was Yahweh about to heal Hezekiah?,"Because Yahweh heard Hezekiah’s prayer and saw his tears, he was about to heal him."
20:7,s6ex,,,0,How did Hezekiah recover?,"A lump of figs was put on his boil, and he recovered."
20:10-11,xrbj,,,0,How did Yahweh change the shadow?,Yahweh brought the shadow ten steps backward from where it had moved to on the stairway of Ahaz.
20:13,gir7,,,0,What did Hezekiah show the messengers from the king of Babylon?,Hezekiah showed them everything in his house and kingdom.
20:18,t9jv,,,0,What would happen to the sons born from Hezekiah?,"The people of Babylon would take away the sons born from him, and they would become eunuchs in the palace of the king of Babylon."
20:19,fx4m,,,0,Why did Hezekiah think that the word of Yahweh was good?,Hezekiah thought that the word of Yahweh was good because there would be peace and stability in his days.
21:3,rxjs,,,0,What did Manasseh rebuild?,"Manasseh rebuilt the shrines that Hezekiah, his father, had destroyed."
21:6,epyy,,,0,With whom did Manasseh consult?,"Manasseh practiced divination, and he observed signs, and he made a ritual pit and familiar spirits."
21:7,zn75,,,0,What did Manasseh place in the house of Yahweh?,Manasseh placed the carved figure of Asherah that he had made in the house of Yahweh.
21:11,njsl,,,0,Whom did Manasseh act more wickedly than?,Manasseh acted more wickedly than the Amorites who were before him.
