Reference,ID,Tags,Quote,Occurrence,Question,Response
9:20,kik2,,,0,Why were none of King Solomon’s drinking cups made of silver?,None of King Solomon’s drinking cups were made of silver because silver was not considered valuable in Solomon’s day.
9:22-23,cdk5,,,0,Why did all the earth seek the presence of Solomon?,"All the earth sought the presence of Solomon because of his riches, and in order to hear his wisdom which God had put in his heart."
9:26,pu9h,,,0,What kings did Solomon rule over?,"King Solomon ruled over all the kings from the Euphrates River to the land of the Philistines, and to the border of Egypt."
9:29-30,zqf5,,,0,How long did Solomon reign as king in Jerusalem over all Israel?,Solomon reigned in Jerusalem over all Israel for forty years.
10:1,ymu3,,,0,Why was all of Israel coming to Shechem?,All of Israel was coming to Shechem to make Rehoboam their king.
10:2,z9qn,,,0,What stood in the way of Rehoboam becoming the king of all Israel?,Jeroboam’s return from exile in Egypt stood in the way of Rehoboam becoming king of all Israel.
10:3-4,djqq,,,0,What request did Jeroboam and all Israel make of Rehoboam?,Jeroboam and all Israel asked Rehoboam to lighten the heavy yoke that King Solomon had put on them.
10:6-7,vq73,,,0,"What did the old men, who had stood before Solomon when he was alive, advise King Rehoboam to do?","The old men advised King Rehoboam to be good to the people and please them with good words, and then they would always be his servants."
10:8-9,jd0m,,,0,What did Rehoboam do after he ignored the advice the old men gave him?,"Rehoboam consulted with the young men who had grown up with him, by asking them how he should respond to the request to lighten the load of the people."
10:10-11,nfdr,,,0,What advice did the young men who had grown up with Rehoboam give him concerning the request of the people to lighten their load?,"The young men advised Rehoboam to tell the people that although my father burdened you with a heavy yoke, I will add to your yoke."
10:12-14,lmo5,,,0,What happened when Jeroboam and all the people of Israel came to Rehoboam on the third day?,King Rehoboam ignored the advice of the old men and answered them roughly by following the advice of the young men.
10:15,lkx3,,,0,Why did King Rehoboam not listen to the people of Israel?,The king’s decision not to listen to the people of Israel was a turn of events brought about by Yahweh to carry out the word he had spoken by Ahijah to Jeroboam.
10:16,hivt,,,0,What was Israel’s response to King Rehoboam’s statement that he would make their yoke heavier?,"When Israel heard from King Rehoboam, the people of Israel said they did not have any share in David, told the people of Israel to go back to their tents, and told Rehoboam to see to his own house."
10:18,za2u,,,0,"How did the people of Israel respond when King Rehoboam sent Adoniram, who was over the forced laborers, to them?",The people of Israel stoned Adoniram to death and King Rehoboam fled in his chariot to Jerusalem.
11:1,ci8d,,,0,Why did Rehoboam assemble the house of Judah and Benjamin to fight against Israel when he arrived in Jerusalem?,Rehoboam assembled the house of Judah and Benjamin in order to restore the kingdom to himself.
11:2-4,a21i,,,0,What message from Yahweh did Shemaiah deliver to Rehoboam and all of Israel?,The message from Yahweh was that they must not attack or fight against their brothers.
11:5-10,jzdk,,,0,Why did Rehoboam build cities in Judah?,Rehoboam built cities in Judah for defense.
11:11-12,io33,,,0,What were some of the accomplishments of Rehoboam?,"Rehoboam fortified the fortresses, put commanders in them, and put shields and spears in every city."
11:13-14,r2qu,,,0,Why did the Levites leave their pasture lands and property in order to come to Judah and Jerusalem?,"The Levites left their pastureland and property because Jeroboam and his sons had driven them away, so that they could no longer perform priestly duties for Yahweh."
11:14-15,buor,,,0,How did Jeroboam replace the priests and Levites who moved to Judah?,Jeroboam appointed for himself priests for the shrines and the idols of calves and goats that he had made.
11:16-17,zus5,,,0,What did people from the tribes of Israel do to strengthen Rehoboam and the kingdom of Judah?,"People, who set their hearts to seek Yahweh, came from all the tribes of Israel to Jerusalem to sacrifice to Yahweh."
11:22-23,nfk9,,,0,What was one way in which Rehoboam ruled wisely?,Rehoboam ruled wisely by scattering all his sons throughout all the land of Judah and Benjamin to every fortified city.
12:1,as4b,,,0,What wrong thing did Rehoboam do when his reign was established?,Rehoboam and all Israel abandoned the law of Yahweh.
12:2,kige,,,0,"Why did Shishak, king of Egypt, come up against Jerusalem?",Shishak came up against Jerusalem because the people had been unfaithful to Yahweh.
12:5-6,vb7p,,,0,What was the response of Rehoboam and the leaders of Judah when Shemaiah the prophet told them they had been given over into Shishak’s hand because they had forsaken Yahweh?,Rehoboam and the leaders of Judah humbled themselves and proclaimed that Yahweh was righteous.
12:7,rpmn,,,0,How did Yahweh respond when he saw that Rehoboam and the leaders of Judah had humbled themselves?,"Yahweh rescued them to some extent, but still allowed them to become servants under Shishak."
12:8,hl8u,,,0,Why did Yahweh allow the leaders of Judah to become the servants of Shishak?,Yahweh allowed them to become servants of Shishak so they could understand what it was to serve him as well as to serve the rulers of other countries.
12:9,be5g,,,0,What did Shishak take away from Jerusalem?,"Shishak took away the treasures in the house of Yahweh and the king’s house, as well as the shields of gold that Solomon made."
12:12,al5c,,,0,Why was Yahweh’s anger turned away from Rehoboam?,Yahweh’s anger was turned away because Rehoboam humbled himself and there was still some good to be found in Judah.
12:13-14,bbot,,,0,Why was it said that “King Rehoboam did what was evil”?,It was said that Rehoboam did what was evil because he did not fix his heart to seek Yahweh.
12:16,qyvw,,,0,What happened after Rehoboam died and was buried in Jerusalem?,Abijah his son became king in his place.
13:2,up4e,,,0,Against whom did Abijah fight?,Abijah fought against Jeroboam.
13:4,bjmx,,,0,Where is Mount Zemaraim?,Mount Zemaraim is in the hill country of Ephraim.
13:7,lwg2,,,0,Who gathered to Jeroboam?,"Worthless men, base fellows, gathered to Jeroboam."
13:8,l6ya,,,0,"According to Abijah, who said he could resist the ruling might of Yahweh?","According to Abijah, Jeroboam said he could resist the ruling might of Yahweh."
13:10,u7sy,,,0,Who had not forsaken Yahweh?,"Abijah’s nation, Judah, had not forsaken him."
13:12,y9or,,,0,Who would not succeed if they fought against Yahweh?,The people of Israel would not succeed if they fought against Yahweh.
13:13,j3tr,,,0,What was Jeroboam’s plan for the battle?,"Jeroboam prepared an ambush behind them; his army was in front of Judah, and the ambush was behind them."
13:18,gl86,,,0,Why did the people of Judah win?,The people of Judah won because they relied on Yahweh.
13:20,wzzw,,,0,How did Jeroboam die?,"Yahweh struck him, and he died."
14:2-3,yhy3,,,0,What actions of Asa were proof that he did what was good and right in the eyes of Yahweh?,"Asa took away the foreign altars and the shrines, broke down the sacred stone pillars, and cut down the Asherah poles."
14:5-6,c5po,,,0,Why was the land quiet and there were no wars during the reign of Asa?,The land was quiet and there were no wars during the reign of Asa because Yahweh had given him peace.
14:7,bl71,,,0,Why did Asa make plans to build walled cities?,Asa made plans to build walled cities because Yahweh had given them the land along with peace on every side.
14:9-11,dqhc,,,0,What was Asa’s response when the vast army of Zerah the Ethiopian came against the people of Israel?,Asa cried out to Yahweh for his help by acknowledging that he and his army were coming in Yahweh’s name against the vast army of Zerah.
14:12,qwd0,,,0,Who struck the Ethiopians before Asa and Judah?,Yahweh struck the Ethiopians before Asa and Judah.
14:14,cbzi,,,0,What did the army do to the villages around Gerar?,The army destroyed and plundered the villages around Gerar.
15:1-2,a4xn,,,0,What message from God did Azariah deliver to King Asa?,"The message was that Yahweh was with Asa, while Asa was with Yahweh, but if Asa left Yahweh, Yahweh would leave Asa."
15:3,zhnt,,,0,What was Israel without for a long time?,"Israel was without the true God, a teaching priest, and the law for a long time."
15:5,u6qv,,,0,"In those times, what were on all the inhabitants of the lands?","In those times, great troubles were on all the inhabitants of the lands."
15:6,nxk8,,,0,How did God trouble the inhabitants of the lands?,God troubled the inhabitants of the lands with all kinds of suffering.
15:8,x7dz,,,0,What did Asa rebuild when he heard the prophet’s message?,Asa rebuilt the altar of Yahweh when he heard the prophet’s message.
15:9,h11t,,,0,"Why did great numbers of people come to King Asa from Ephraim, Manasseh, and Simeon?",They came because they saw that Yahweh was with King Asa.
15:12,fcf6,,,0,What did the people make a covenant to do?,The people made a covenant to seek Yahweh with all their heart and with all their soul.
15:13,is5y,,,0,What would happen to anyone who refused to seek Yahweh?,Anyone who refused to seek Yahweh would be put to death.
15:15,f5ds,,,0,What did Yahweh give the people after they swore to him with all their heart?,Yahweh gave the people peace all around them.
15:17,h9aa,,,0,What was the condition of King Asa’s heart?,King Asa’s heart was completely devoted to Yahweh all his days.
15:19,epzl,,,0,What did not occur until Asa’s thirty-fifth year of reigning?,There was no war until Asa’s thirty-fifth year of reigning.
16:1,vmha,,,0,"Why did Baasha, king of Israel, act aggressively against Judah by building up Ramah?",Baasha acted aggressively so he might not allow anyone to leave or enter into the land of Asa.
16:2-3,qw09,,,0,"Why did Asa bring the silver and gold out of the storerooms and send it to Benhadad, king of Aram?",Asa sent the silver and gold to Ben Hadad to encourage him to break his treaty with Baasha and establish a treaty with Asa.
16:3,r6ld,,,0,Why did Asa want Ben Hadad to break his treaty with Baasha?,Asa wanted Ben Hadad to break the treaty so that Baasha would leave Asa alone.
16:4-6,pliu,,,0,What happened when Baasha stopped building up Ramah due to the attacks from Ben Hadad?,Asa and all Judah carried away the stones and timbers which Baasha was using to build up Ramah and used them to build up Geba and Mizpah.
16:7-8,vmy0,,,0,Why did Hanani the seer rebuke Asa?,Hanani rebuked Asa because he relied on a treaty with the king of Aram instead of relying on Yahweh as he did against the Ethiopians.
16:9,qt9h,,,0,Why do the eyes of Yahweh run everywhere throughout the whole earth?,The eyes of Yahweh run everywhere to show himself strong on behalf of those whose hearts are perfect toward him.
16:10,mx8n,,,0,What was Asa’s reaction to the rebuke of Hanani?,Asa was angry with Hanani and put him into prison.
16:12,u6j0,,,0,How did Asa react to the severe disease of his feet?,"Asa did not seek help from Yahweh, but only from physicians."
16:14,y26a,,,0,How was Asa honored after his death?,The people laid Asa on a bier filled with various spices and made a very great fire in his honor.
17:2,xvm7,,,0,Where did Jehoshaphat place forces?,Jehoshaphat placed forces in all the fortified cities of Judah.
17:3,k3kd,,,0,Why was Yahweh with Jehoshaphat?,Yahweh was with Jehoshaphat because he walked in the first ways of his father David.
17:4,t63u,,,0,"Whose behavior did Jehoshaphat not walk after, because he walked in God’s commandments?","He walked in God’s commandments, not after the behavior of Israel."
17:6,lh1h,,,0,On what was Jehoshaphat’s heart fixed?,Jehoshaphat’s heart was fixed on Yahweh’s ways.
17:9,ix6i,,,0,What book did the officials and Levites and priests have when they taught in Judah?,"They taught in Judah, having the book of the law of Yahweh with them."
17:10,bxsb,,,0,What did the monarchies around Judah not do because the terror of Yahweh fell on them?,"The terror of Yahweh fell on them that were around Judah, so that they made no war against Jehoshaphat."
17:12,xdd2,,,0,What two things did Jehoshaphat build in Judah?,Jehoshaphat built fortresses and store cities in Judah.
17:16,kw1t,,,0,"What did Amasiah, the son of Zichri, willingly offer?",Amasiah willingly offered to serve Yahweh.
17:17,w3qd,,,0,What kind of man was Eliada from Benjamin?,Eliada was a powerful man of courage.
18:1,bf7k,,,0,How did Jehoshaphat ally himself with Ahab?,Jehoshaphat allied himself with Ahab by having one of his family marry his daughter.
18:4,avw6,,,0,What did Jehoshaphat tell the king of Israel to do to find his answer?,"Jehoshaphat said to the king of Israel, “Please first seek the word of Yahweh for your answer.”"
18:7,ag41,,,0,Why did the king of Israel hate Micaiah the son of Imlah?,"The king of Israel hated Micaiah because he never prophesied anything good about the king, but only hardships."
18:11,cbf9,,,0,Who did the prophets say had given Ramoth Gilead into the hand of the king?,They all prophesied saying that Yahweh had given Ramoth Gilead into the hand of the king.
18:12,wm9y,,,0,What did the messenger tell Micaiah the words of the prophets declared to the king?,The messenger told Micaiah that the words of the prophets declared good things to the king with one mouth.
18:16,s9gk,,,0,To what did Micaiah compare Israel when he saw them scattered on the mountains?,"Micaiah said that he saw all Israel scattered on the mountains, like sheep who have no shepherd."
18:18,tb46,,,0,When Micaiah saw Yahweh on his throne where were the hosts of heaven?,"Micaiah saw Yahweh sitting on his throne, and all the host of heaven were standing on his right hand and on his left."
18:19,jf0z,,,0,What was Yahweh asking to happen when Ahab went up to Ramoth Gilead?,"Yahweh was asking for one to entice Ahab, king of Israel, so that he would go up and fall at Ramoth Gilead."
18:21,u25j,,,0,To whom was the spirit going to become a lying spirit?,The spirit said that he would go out and become a lying spirit in the mouth of all Ahab’s prophets.
18:22,zux7,,,0,What did Micaiah say Yahweh had decreed for the king of Israel?,Micaiah said that Yahweh had decreed disaster for him.
18:26,z0id,,,0,Where was Micaiah to be until the king of Israel returned safely?,The king said to put Micaiah in prison until he returned safely.
18:27,he2u,,,0,"If the king returned safely, what did that mean about Micaiah’s words?","Micaiah said that if the king returned safely, then Yahweh had not spoken by him."
18:30,lrax,,,0,Who had the king of Aram told the captains to attack?,"The king of Aram told the captains of his chariots not to attack the soldiers, but instead, to attack only the king of Israel."
18:32,hdbr,,,0,What did the commanders do when they realized Jehoshaphat was not the king of Israel?,"When the commanders saw that he was not the king of Israel, they turned back from pursuing him."
18:34,vm6g,,,0,What time of day was it when Ahab died?,"About the time that the sun was going down, Ahab died."
19:3,sea4,,,0,What good was found in Jehoshaphat’s heart?,"Some good was found in Jehoshaphat, that he had fixed his heart to seek God."
19:5,kww3,,,0,Where did Jehoshaphat place judges?,Jehoshaphat placed judges in the land throughout all the fortified cities of Judah.
19:6,q781,,,0,Where did Jehoshaphat say Yahweh was when the judges passed judgement?,He told the judges that Yahweh was with them in the act of judging.
19:9,fhgq,,,0,What kind of heart did Jehoshaphat say the judges in Jerusalem should have in reverence for Yahweh?,"Jehoshaphat instructed them that in reverence for Yahweh, judge faithfully, and with a perfect heart."
19:10,d099,,,0,What would not come down on them if the people did not sin against Yahweh?,"The people were told not to sin against Yahweh, so that anger would not come down on them."
19:11,eo8k,,,0,With whom did Jehoshaphat pray that Yahweh abides?,Jehoshaphat prayed for Yahweh to be with those who were good.
20:1,qnlp,,,0,"For what reason did the people of Moab, Ammon, and the Meunites come against Jehoshaphat?",They came against Jehoshaphat to do battle.
20:4,i808,,,0,Where did the people of Judah come from to seek Yahweh?,The people came to seek Yahweh from all the cities of Judah.
20:5,xha1,,,0,Where did Jehoshaphat stand in the assembly of the people?,"Jehoshaphat stood at the house of Yahweh, in front of the new courtyard."
20:9,i7vj,,,0,What promise of Yahweh did Jehoshaphat repeat when the people cried to him in their affliction?,"Jehoshaphat said that when the people cry to Yahweh in their affliction, he would hear them and save them."
20:10,tag5,,,0,"What did Yahweh not let Israel do to Ammon, Moab and Mount Seir when they came out of Egypt?",Yahweh would not let Israel invade them when they came out of the land of Egypt.
20:13,vhwb,,,0,What part of the people of Judah stood before Yahweh?,"All Judah stood before Yahweh, with their little ones, wives, and children."
20:15,gb2b,,,0,Why did Yahweh say not to fear or be discouraged by the great army against them?,"Yahweh told them not to fear or be discouraged because of this great army, for the battle did not belong to them, but to God."
20:17,ce6x,,,0,What did Yahweh say the people would see when they stood still in their positions?,"Yahweh told them to stand still, and see the rescue of Yahweh with them."
